;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Extraction des phosphates;20785.0;21786.0;21621.0;21059.0;21517.0;23789.0;24028.0;23163.0;24078.0;18687.0;20391.0;16380.0;16920.0;15833.0;18416.0;20338.0;20740.0;29066.0;26077.0;22767.0;19658.0;20724.0;21806.0;21997.0;25568.0;28119.0;27244.0;27589.0;27156.0;19242.0;27356.0;28247.0;27100.0;28804.0;32018.0;30323.0;31467.0;34954.0;37594.0;40966.0;40683.0;24487.0
Production marchande;19341.0;20150.0;17835.0;19842.0;21351.0;20779.0;21427.0;21270.0;25015.0;18067.0;21396.0;17900.0;19145.0;18305.0;20335.0;20186.0;20792.0;23084.0;22644.0;22163.0;21463.0;21983.0;23038.0;22877.0;25369.0;27254.0;27386.0;27834.0;24861.0;18307.0;26628.0;28052.0;27060.0;26400.0;27390.0;26264.0;26929.0;32842.0;34315.0;35276.0;37441.0;38114.938
Ventes locales;2408.0;3563.0;3960.0;5487.0;6355.0;5755.0;7586.0;8167.0;10876.0;5307.0;9703.0;9163.0;10562.0;9985.0;10906.0;10766.0;10534.0;11252.0;10829.0;10949.0;10891.0;11364.0;11815.0;12009.0;13401.0;13888.0;13834.0;14007.0;12034.0;12569.0;16444.0;18403.0;17032.0;12673.0;12971.0;12744.0;12889.0;16861.0;20 343;10646.0;9895.0;10248.0
Exportations;16527.0;15635.0;13976.0;13976.0;14951.0;14790.0;13696.0;13060.0;14260.0;12426.0;11672.0;9143.0;9129.0;8398.0;9527.0;9419.67;10139.92;11669.34;11730.65;11486.3;10487.5;10853.15;11138.08;11009.56;11828.26;13385.31;13398.59;13916.47;11643.91;5724.5;10254.24;9357.04;9100.1;8607.75;8738.0;8525.42;7903.0;11061.0;11251.0;9491.0;10343.1;9865.0
