,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
Phosphates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20 314   , 21 379   , 23 095   , 22 966   , 22 163   , 21 459   , 21 995   , 23 041   , 22 877   , 25 361   , 27 254   , 27 386   ,27 834,25823.0,18307.186,26603.0,28052.0,27060.3,26430.0,27390.0,26264.0,26929,32842.0,34315.0,35276.0,37441.0,38114.938,,,,,,
Acide Phosphorique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 624,2 583,2 677,2 669,2 696,2 731,2 819,2 920,2 930,3 254,3 390,3 409,3 456,2771.2,3077.3,4098.9,4488.5,4264.8,4464.0,4525.0,4602.0,5021.1,5828.4,5829.4,5828.9,6184.5,6100.0,,,,,,
Engrais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509.0,3713.0,4350.291,4847.7,4797.0,5193.0,5178.0,6 964,,,,,,,,,,,
Acide Phosphorique + pirifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
