;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Total;160.0;161.0;218.0;306.0;332.0;379.0;400.0;451.0;614.0;682.0;760.0;893.3;1005.2;1025.0;1200.0;1210.0;1500.0;1650.0;1670.0;1785.0;2050.0;2480.0;3250.0;4220.0;6100.0;6730.0;7800.0;9045.0;8614.4;10548.3;8822.2;11706.3;11479.3;11332.0;11071.3;14597.3;13779.6;16754.4;19112.1;21666.4;29195.8;29159.2;30881.4;34793.8;40967.0;52485.8;58673.9;55550.8;52833.8;56421.5;59114.6;57835.0;57579.0;59317.0;61150.0;64226.0;72 127;73 022;78 747;36 450;34 310
