;2025M06;2025M07;2025M08;2025M09;2025M10;2025M11;2025M12;2026M01;2026M02;2026M03;2026M04;2026M05
Total;56007.0;69644.0;89239.0;102848.0;116243.0;126530.0;138583.0;11659.0;21384.0;30995.0;44392.0;53762.0
