;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Total;43.9;48.2;51.2;51.6;47.6;42.0;39.0;43.0;47.0;49.0;48.0;45.0;41.0;43.0;40.0;40.0;43.0;44.0;40.0;40.0;43.0;46.0;48.0;26.0;25.0
