,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8,53.5,92.8,137.5,158.5,141.3,142.5,126.4,228.8,292.1,338.4,563.2,,85.9,68.8,116.5,157.9,159.0,155.9,149.0,138.0,,,,,266.0,295.9488024,0.0,,,,,0.0,0.0,0.0,,,
Emirates-Arabes-Unis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.8,107.2,128.3,134.7,156.7,183.3,246.4,195.9,292.6,386.9,333.1,439.4,,387.8,391.8,487.6,615.1,666.3,928.0,957.7,968.1,1095.1,1022.0,1217.4,1609.8,1701.9,1950.68322,2101.4,2015.4,2106.4,1100.3,1326.1,1628.6,1819.0,1926.321,,,
Danemark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,32.1,48.0,41.5,42.4,39.7,69.3,64.9,132.3,98.0,157.6,193.3,,194.2,121.4,160.7,174.7,190.7,165.8,136.1,170.4,264.9,208.3,215.0,232.4,249.9,319.1537471,0.0,,,,,0.0,0.0,0.0,,,
Koweit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,48.1,100.2,126.8,117.0,105.8,102.2,87.5,124.2,154.0,141.9,228.9,,183.1,142.3,158.1,227.6,224.0,238.0,282.0,289.6,408.6,479.4,499.1,546.3,677.6,593.9522907,641.6,551.7,640.0,445.1,457.6,655.0,725.0,732.975,,,
Tunisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,61.3,76.7,120.3,72.4,88.6,96.7,113.4,118.1,128.6,70.4,33.7,,58.0,57.1,301.6,272.9,328.7,341.9,351.9,354.5,366.7,357.0,324.0,341.8,317.3,439.8394334,0.0,,,,,0.0,0.0,0.0,,,
Norvège,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.3,30.9,33.4,30.6,41.0,57.2,51.1,78.6,100.3,121.5,155.1,149.0,,267.6,119.8,164.2,183.7,194.7,182.0,163.2,218.6,312.2,254.7,261.0,271.3,249.9,265.3470128,0.0,,,,,0.0,0.0,0.0,,,
Autriche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,29.5,58.8,64.7,70.9,65.8,63.9,55.1,80.9,74.7,75.9,89.8,,135.5,151.9,155.7,149.0,216.9,178.9,148.4,180.9,,,0.0,,286.0,276.0304097,0.0,,,,,0.0,0.0,0.0,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,67.4,93.8,93.9,68.5,65.8,78.5,74.2,79.4,116.5,107.5,80.3,,227.9,253.6,511.8,674.4,822.4,780.4,736.9,943.2,946.9,998.5,947.9,1021.9,1134.7,1290.090851,1509.7,1548.3,1664.7,669.5,683.8,2005.0,2324.0,2449.496,,,
Suède,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,46.1,58.0,37.1,36.1,40.2,60.2,70.1,78.2,157.4,168.3,144.6,,256.3,359.6,346.0,394.5,423.5,323.5,284.8,310.5,399.7,288.6,327.0,379.3,365.4,433.9917291,534.6,533.6,456.3,208.0,177.8,401.6,498.0,539.334,,,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,26.3,58.5,36.5,35.0,44.9,32.9,53.1,70.4,93.5,95.9,106.2,,181.7,126.2,297.5,317.8,380.5,343.5,372.2,413.5,498.5,351.8,351.4,364.8,393.5,464.5112427,568.6,592.8,672.6,224.8,180.1,655.9,784.0,838.88,,,
Japon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,25.1,34.3,36.8,23.8,28.0,34.6,36.0,42.1,66.9,94.7,46.1,,169.7,195.4,220.8,261.1,242.1,186.1,217.3,258.7,248.2,309.9,313.0,306.4,251.6,338.02943,,,,,,0.0,0.0,0.0,,,
Finlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,48.2,48.6,21.9,22.7,34.4,51.1,34.7,22.8,36.6,33.1,23.8,,101.7,132.1,118.3,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,,
Algérie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.5,1249.3,1184.4,833.9,581.7,1.5,55.0,5.1,0.3,0.3,2.6,0.9,,45.8,72.7,433.5,376.8,493.5,564.5,567.4,609.5,701.5,765.4,703.6,628.8,736.0,838.840106,892.4,892.2,998.5,482.8,316.0,0.0,0.0,0.0,,,
Mauritanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,44.1,142.9,229.2,287.4,288.7,241.1,274.0,317.9,338.1,284.0,320.7,314.4,336.2446425,,,,,,0.0,0.0,0.0,,,
Russie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,32.1,114.5,164.8,172.6,191.6,194.1,307.4,220.4,272.7,365.6,264.0,266.0,549.0493626,484.7,413.8,443.8,233.3,253.2,295.1,395.0,430.945,,,
Irlande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,262.1,198.5,193.5,212.0,230.0,182.1,172.4,173.0,209.6,265.5,,,,,,,0.0,0.0,0.0,,,
Australie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.9,251.6,311.7,250.2,148.4,180.9,253.3,235.4,230.0,233.0,254.5,274.4236891,,,,,,0.0,0.0,0.0,,,
Turquie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.2,188.1,199.9,170.9,170.9,198.9,218.2,250.1,249.0,246.9,317.3,341.0295419,,,,,,0.0,0.0,0.0,,,
Sénégal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0,227.3,284.0,325.8,405.5,433.9,488.0,553.5,452.8,447.0,437.6,487.5533602,560.5,597.5,613.9,462.1,617.0,453.3,469.0,506.52,,,
Pologne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.8,298.1,447.5,458.5,416.4,472.4,546.2,431.2,434.6,567.5,501.1,415.4706793,607.9,830.7,825.4,339.6,173.8,394.9,677.0,740.8411,,,
Corée du sud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,138.4,111.1,164.8,154.7,212.8,162.0,,249.2,374.374516,,,,,,0.0,0.0,0.0,,,
Guinée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8,,,,,197.5,,,0.0,182.1,,,,,,,,0.0,0.0,0.0,,,
Autres Pays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.3,308.2,459.8,504.6,481.4,365.8,522.0,1343.5,651.6,895.3,814.6,1304.1,,1626.8,2154.5,3790.7,3890.9,3726.9,2733.9,1431.1,1254.5,1354.3,1527.7,1880.9,1761.8,1256.5,1472.835858,5341.2,5670.3,5645.4,2869.0,2323.8,8171.9,9117.0,9122.8737,,,
Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10548.3,8822.2,11706.3,11479.3,11332.0,11071.3,14597.3,13779.6,16754.4,19112.1,21666.4,29195.8,29159.2,30881.4,34793.8,40967.0,52485.8,58673.9,55550.8,52833.8,56421.5,58904.2,57834.5,57614.7,62033.8,61149.6,64226.0,72126.5,73022.3,78747.4,36449.7,34576.1,93857.0,107562.0,112536.0,,,
