Ventilation des comptes débiteurs et crédits de trésorerie par branche d'activité*,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
Encours en MDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2006-12-13 00:00:00,2007-03-14 00:00:00,2007-06-15 00:00:00,2007-09-16 00:00:00,2007-12-17 00:00:00,2008-03-18 00:00:00,2008-06-19 00:00:00,2008-09-20 00:00:00,2008-12-21 00:00:00,2009-03-21 00:00:00,2009-06-21 00:00:00,2009-09-21 00:00:00,2009-12-21 00:00:00,2010-03-22 00:00:00,2010-06-23 00:00:00,2010-09-24 00:00:00,2010-12-25 00:00:00,2011-03-26 00:00:00,2011-06-27 00:00:00,2011-09-28 00:00:00,2011-12-29 00:00:00,2012-03-29 00:00:00,2012-06-29 00:00:00,2012-09-29 00:00:00,2012-12-29 00:00:00,2013-03-29 00:00:00,2013-06-29 00:00:00,2013-09-29 00:00:00,2013-12-29 00:00:00,2014-03-29 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-03 00:00:00,2016-09-06 00:00:00,2016-12-09 00:00:00,2017-03-13 00:00:00,2017-06-15 00:00:00,2017-09-18 00:00:00,2017-12-21 00:00:00,2018-03-24 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-01 00:00:00,2023-03-04 00:00:00,2023-06-07 00:00:00,2023-09-10 00:00:00,2023-12-13 00:00:00,2024-03-16 00:00:00,2024-06-16 00:00:00,2024-09-16 00:00:00,2024-12-16 00:00:00,2025-03-16 00:00:00,2025-06-16 00:00:00,2025-09-16 00:00:00,2025-12-16 00:00:00,2026-03-16 00:00:00
Comptes débiteurs et crédits de trésorerie,101340.81044466216,95966.80838969898,104621.52997076433,105025.67281032451,112840.0799370537,113186.60391786945,128227.0109229889,131767.28038424868,134535.34866792752,132553.84739072813,134779.0825584518,136497.1596843356,135100.15962587335,134039.5811457165,145682.75725831444,141723.47279124596,143031.7977972467,146527.97167359112,165078.78582218027,165819.94187983082,172323.729567837,169962.11032464306,180663.57703714728,181461.09585088206,185713.00303420107,171457.92650507198,183718.89388752973,180683.06894126724,175284.5356437572,171824.81415731666,187501.35663907597,183970.71094794793,180657.35175899768,172130.67096523446,180507.13309552806,174057.11774255976,171830.39475702826,170060.5678884659,179589.15879950707,177104.20173427073,172728.16302306292,164557.04910663728,182527.16665398632,171350.75674382068,167383.2484630037,163445.7263247729,175737.76271690204,176704.44760463887,177725.05906188482,180001.72601093067,186496.92853924702,188665.39227273737,189744.65218062687,194393.46942613725,206649.2607680624,209535.16419441366,204395.95915658196,209298.83862786592,224998.1482658476,225910.18153487358,219263.29257239017,220314.48658389802,242805.13342800667,259916.2342644523,256393.39280237592,242868.17153238747,250288.0224729243,243504.48668558372,254088.10057783098,246951.3456406641,242128.17556598037,256964.01604497677,255774.91113620665,256428.11469277064,247391.4374134033,245405.84495598893,250979.59432927892,256326.25533178306
Secteur primaire,6653.647871446412,5648.657855839975,6649.239120807103,6663.286789612842,7552.731321754256,7222.483550200311,7780.684031721057,9442.532203563671,9594.628145109476,8062.985511648985,8818.17904747776,9743.914244164418,9661.06413640068,8423.000436317427,8440.5008932478,7161.228143272253,11570.185645435844,10890.115471411327,12481.229292877373,12036.29323975196,14994.662892430286,13352.257061280567,14277.352550085394,14437.162798850046,14448.851382242385,14420.150300140082,14999.244267705526,15975.252336826185,15573.784994062864,14326.564420556708,14317.057504547707,14398.347814762761,14437.586039404709,14695.000603129007,14914.475019301819,13990.760399830375,15042.50599422548,14729.246931768255,15073.52876979044,15089.078693504922,15478.967796948422,13294.687293239322,13390.14773570441,13757.530259862147,13853.858031850583,14118.416371447292,14079.025567144276,11981.029356660998,13080.329070741825,17061.29251533496,17509.093023421203,18557.39589802836,19732.699762421995,18239.863300667126,18684.012545449506,19505.670292634873,19318.662167519164,19301.548758655765,19944.96235838668,20550.605987617186,21061.903323881364,20790.845539295155,22628.034944043226,22905.423965795926,23417.67193978025,21847.928026467307,21161.344941239226,21196.706388117196,22420.616549353683,21131.81594320702,20210.481355062573,20662.97917237355,21815.200160051594,20751.153260118128,18847.2397739793,19652.110115746582,21197.979800086337,19777.08460028479
Agriculture et pêche,6653.647871446412,5648.657855839975,6649.239120807103,6663.286789612842,7552.731321754256,7222.483550200311,7780.684031721057,9442.532203563671,9594.628145109476,8062.985511648985,8818.17904747776,9743.914244164418,9661.06413640068,8423.000436317427,8440.5008932478,7161.228143272253,11570.185645435844,10890.115471411327,12481.229292877373,12036.29323975196,14994.662892430286,13352.257061280567,14277.352550085394,14437.162798850046,14448.851382242385,14420.150300140082,14999.244267705526,15975.252336826185,15573.784994062864,14326.564420556708,14317.057504547707,14398.347814762761,14437.586039404709,14695.000603129007,14914.475019301819,13990.760399830375,15042.50599422548,14729.246931768255,15073.52876979044,15089.078693504922,15478.967796948422,13294.687293239322,13390.14773570441,13757.530259862147,13853.858031850583,14118.416371447292,14079.025567144276,11981.029356660998,13080.329070741825,17061.29251533496,17509.093023421203,18557.39589802836,19732.699762421995,18239.863300667126,18684.012545449506,19505.670292634873,19318.662167519164,19301.548758655765,19944.96235838668,20550.605987617186,21061.903323881364,20790.845539295155,22628.034944043226,22905.423965795926,23417.67193978025,21847.928026467307,21161.344941239226,21196.706388117196,22420.616549353683,21131.81594320702,20210.481355062573,20662.97917237355,21815.200160051594,20751.153260118128,18847.2397739793,19652.110115746582,21197.979800086337,19777.08460028479
Secteur secondaire,47083.81381719277,48080.86449608852,53510.12990514304,55742.01562540169,60087.05101483667,60629.256086599824,64046.52513346623,66767.07838733323,60226.852737878915,55932.38568874867,61699.47929873469,65525.09495716081,60562.55670441049,62428.90206251984,71259.55029758654,68164.93945436052,67289.4913259468,70860.80679983346,79160.27202040362,82224.01906533801,78802.10627633218,82772.79608256307,88355.6588875862,87991.50685370353,85894.68231445998,86992.95000704957,89443.52925889917,88468.00937185646,84049.74223276791,86687.64011453264,92281.19404910614,89317.72613270313,88744.63499765536,82809.39267546679,83874.77784562293,83701.72645844246,82095.99664128071,81571.91181412998,81844.32277963258,80542.70917465782,79399.98316082753,72917.85740107225,79639.38376963517,77051.64678015003,70449.02892544853,70967.9222855417,76494.42101173934,81012.7874171635,78915.13688661135,70271.94770273665,76304.47934098437,80758.38900595077,78978.04293874363,77679.20261519794,84735.09682714473,84542.69884843215,84218.80991374559,87280.5671473055,97472.1011207246,97913.20093198543,92674.43666920069,96464.8375590111,110575.89859200994,118498.26326120441,114605.60450639228,109194.1355024544,112748.99649338124,107754.42775072076,114100.48843990892,111490.9831746944,110587.96347161138,121305.28693080966,119827.56536223622,121086.44129613882,110959.1180278308,111037.62193110873,113157.71699462282,119365.3235880116
Industries extractives,1956.0206389416703,1822.9831020395234,2222.6237731006936,2322.5934811065054,2029.213067756579,2355.583268771691,3046.964857006095,3281.92399955604,2354.1521620362532,2899.182475124566,2786.991391298566,2027.4757087405676,1609.515684837813,1684.317637086348,1622.951265252617,1484.6219128921393,1592.9164835959089,1635.6810133460808,2256.023851570829,2964.659517114951,2361.4618909851147,2488.701260268548,4284.291822913792,3083.0325921100066,2864.3330752741313,2368.8171704821702,6881.059411010901,6486.79275435268,5698.634883058829,5397.422106516748,3577.478642548864,3392.1800536106043,3099.2478658080568,3520.7060706839266,5268.5547804850785,4325.099839097633,4368.3159504927335,4288.325412698825,4455.413091119884,4665.881938139216,2441.002480570841,1785.7662149767536,1860.979087459611,1868.7371792482036,1876.5837292942638,632.9564445952645,758.5949642864164,1144.7570791377104,1641.5204949553538,1351.034416080011,2362.2648779755286,2698.3063881872577,4541.685055424753,4746.698896166113,4268.648980159708,4680.264299369628,4588.6820083665825,4800.426361634072,8115.437648780091,7274.6728140987625,1894.5536374260316,1398.582143672909,3658.932140566449,3474.1450846469734,3098.543115604993,3729.377805928508,3790.0118473481693,4458.87094358255,7212.266445498633,8985.610159892789,6431.144775192812,12998.722004963161,13641.666079837749,16964.13481306356,3915.672635256512,4620.924740330729,7395.577155483736,12557.11449262404
Industries ,29829.668588264944,30547.539984697538,34084.687867003704,34077.4593879479,37037.07042693979,38370.98249534806,39724.20066658983,42463.47849257451,37070.04462966955,35704.22058795987,38210.15698462911,41178.261646509876,38562.680806508404,38638.4493370538,44094.371526546645,44217.340281396835,45145.35193593595,44035.26164903189,51484.496756940054,53130.95164814723,49835.417580906964,52750.71646142298,55483.987664574146,55814.421354367034,55251.88312462425,54496.99321882212,55442.8667416682,52269.800672217585,55106.28523981003,54440.33938766867,58266.590534334966,57666.16493730313,56696.14867415331,51864.99390758941,49309.208844926434,48901.94951990064,48411.94751530465,46622.20726437277,46813.17409462592,47128.16345036235,42130.03854386755,42223.97508186806,44898.85192023846,43856.2981314649,42892.83866381725,44365.88759866939,47842.95738402662,52012.09302771474,51384.26204680115,45804.15580161194,46748.13987692083,50965.572514014195,48251.84153031067,46773.727618325254,50237.27524059237,51437.963480279985,52054.018347421435,53964.20311794296,58258.31066192855,58579.249116572886,58523.255741963345,61467.74109283466,67368.28871511127,72001.62741921353,66144.19314627288,64630.95093932766,62711.23105384509,61468.64399132998,60656.17077155905,58768.713534726725,59073.30603126922,61133.36425691426,57094.04470409038,55414.717579489654,57176.185347689345,58080.81325039509,56069.55436881547,55006.685440648296
Industries alimentaires et tabac,9131.166156622858,8629.786805626878,9458.357947225733,9522.451130113734,11040.756866620255,10342.110859848128,10303.114303587798,9849.257972701016,9371.03787021905,9894.042293222474,10538.939121075578,11116.677673158674,10494.848579215513,10092.29612527659,11206.494378566229,13048.335082526459,13529.433027953462,13896.180886920863,14971.665777790871,16164.828618481402,13110.015577080747,13251.170082912196,15300.362924491834,14730.41235782756,15300.172673805286,15142.37394646006,16640.0111657086,16503.57422109314,17063.523398136,16111.654583299896,16841.528141364124,18034.062299766625,17304.15922676243,17002.789182050183,17449.83657210451,17688.624565174618,17236.920455054744,17282.20057023189,16879.19398715276,17097.04659381581,15374.211066885859,16469.77006776591,17850.651732241804,17749.456220421915,18065.220850408383,18790.944035385448,21208.187170044068,25185.70246259124,25020.560816373796,20470.06389470297,20294.614175387465,23775.286196059307,22692.374235525178,20494.228552482873,22988.009063894187,24902.73407425921,23755.129116746913,23478.775396501573,25509.9890808797,26825.77193385455,26745.906417595877,28507.99693883484,30861.553929703023,31417.19892683416,28892.79517282141,28133.610859800552,26934.393124984865,27389.801706692448,27120.80934587156,26086.670193022605,25897.47705280731,27329.70988049503,26261.884914116024,25198.89238134465,26285.031480484256,26654.712952571346,25925.061606800748,25317.86610831987
"Industries textiles, de l'habillement et du cuir",5297.274878356949,5749.37210765511,5858.615182614845,5143.9122267280145,5530.651604824735,5582.032259608782,5998.114673352168,6113.687194445535,4528.455839001339,4350.983690464377,4560.299113790492,5127.440416259665,5100.246244302411,4580.483822242502,4943.2394404628085,5101.862195836465,4473.3908866848815,4420.701228660066,5349.332327975465,5465.072912143128,4176.464864543232,4453.6944733456385,4511.624656102595,4370.32409295138,4591.293359643148,4195.249066531723,4534.791926545754,4583.288294480942,4306.312750584199,4413.369675237965,4470.784132708132,4069.1187382848907,3797.690640308136,3777.9666292600964,3694.49310381213,3928.2890115266323,3788.684195029767,3782.2792240804188,3911.286070436031,3986.5220457970454,3401.936783964952,3428.3966484414027,3409.2435537893807,3263.2571319287504,3275.809670163917,3424.85249939056,3297.997454445937,3292.524748601661,3285.8844623308223,3160.2563024904093,3171.2066468922317,3125.1399145476726,3276.202670256792,3244.235590748736,3569.867216969479,3970.255267347994,4238.988722126761,4374.8777236394835,4530.570337081343,4607.256696964852,4668.8789637303,4759.7875426577875,4813.1940623577175,4849.127606198844,4803.296231689748,4472.70565539067,4521.502970489614,4181.01592668044,3968.0405189730786,3495.2422505828467,3448.1392151020195,3503.924195418485,3205.690558818762,3367.5459072056096,3076.217443402377,3029.4038916148584,2802.4405617554607,2731.730307577764
