Ventilation du crédit bancaire par secteur institutionnel,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,Unnamed: 286,Unnamed: 287,Unnamed: 288,Unnamed: 289,Unnamed: 290,Unnamed: 291,Unnamed: 292,Unnamed: 293,Unnamed: 294
Encours en MDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001-12-31 00:00:00,2002-01-31 00:00:00,2002-02-28 00:00:00,2002-03-31 00:00:00,2002-04-30 00:00:00,2002-05-31 00:00:00,2002-06-30 00:00:00,2002-07-31 00:00:00,2002-08-31 00:00:00,2002-09-30 00:00:00,2002-10-31 00:00:00,2002-11-30 00:00:00,2002-12-31 00:00:00,2003-01-31 00:00:00,2003-02-28 00:00:00,2003-03-31 00:00:00,2003-04-30 00:00:00,2003-05-31 00:00:00,2003-06-30 00:00:00,2003-07-31 00:00:00,2003-08-31 00:00:00,2003-09-30 00:00:00,2003-10-31 00:00:00,2003-11-30 00:00:00,2003-12-31 00:00:00,2004-01-31 00:00:00,2004-02-29 00:00:00,2004-03-31 00:00:00,2004-04-30 00:00:00,2004-05-31 00:00:00,2004-06-30 00:00:00,2004-07-31 00:00:00,2004-08-31 00:00:00,2004-09-30 00:00:00,2004-10-31 00:00:00,2004-11-30 00:00:00,2004-12-31 00:00:00,2005-01-31 00:00:00,2005-02-28 00:00:00,2005-03-31 00:00:00,2005-04-30 00:00:00,2005-05-31 00:00:00,2005-06-30 00:00:00,2005-07-31 00:00:00,2005-08-31 00:00:00,2005-09-30 00:00:00,2005-10-31 00:00:00,2005-11-30 00:00:00,2005-12-31 00:00:00,2006-01-31 00:00:00,2006-02-28 00:00:00,2006-03-31 00:00:00,2006-04-30 00:00:00,2006-05-31 00:00:00,2006-06-30 00:00:00,2006-07-31 00:00:00,2006-08-31 00:00:00,2006-09-30 00:00:00,2006-10-31 00:00:00,2006-11-30 00:00:00,2006-12-31 00:00:00,2007-01-31 00:00:00,2007-02-28 00:00:00,2007-03-31 00:00:00,2007-04-30 00:00:00,2007-05-31 00:00:00,2007-06-30 00:00:00,2007-07-31 00:00:00,2007-08-31 00:00:00,2007-09-30 00:00:00,2007-10-31 00:00:00,2007-11-30 00:00:00,2007-12-31 00:00:00,2008-01-31 00:00:00,2008-02-29 00:00:00,2008-03-31 00:00:00,2008-04-30 00:00:00,2008-05-31 00:00:00,2008-06-30 00:00:00,2008-07-31 00:00:00,2008-08-31 00:00:00,2008-09-30 00:00:00,2008-10-31 00:00:00,2008-11-30 00:00:00,2008-12-31 00:00:00,2009-01-31 00:00:00,2009-02-28 00:00:00,2009-03-31 00:00:00,2009-04-30 00:00:00,2009-05-31 00:00:00,2009-06-30 00:00:00,2009-07-31 00:00:00,2009-08-31 00:00:00,2009-09-30 00:00:00,2009-10-31 00:00:00,2009-11-30 00:00:00,2009-12-31 00:00:00,2010-01-31 00:00:00,2010-02-28 00:00:00,2010-03-31 00:00:00,2010-04-30 00:00:00,2010-05-31 00:00:00,2010-06-30 00:00:00,2010-07-31 00:00:00,2010-08-31 00:00:00,2010-09-30 00:00:00,2010-10-31 00:00:00,2010-11-30 00:00:00,2010-12-31 00:00:00,2011-01-31 00:00:00,2011-02-28 00:00:00,2011-03-31 00:00:00,2011-04-30 00:00:00,2011-05-31 00:00:00,2011-06-30 00:00:00,2011-07-31 00:00:00,2011-08-31 00:00:00,2011-09-30 00:00:00,2011-10-31 00:00:00,2011-11-30 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-01 00:00:00,2018-11-02 00:00:00,2018-12-03 00:00:00,2019-01-03 00:00:00,2019-02-03 00:00:00,2019-03-03 00:00:00,2019-04-03 00:00:00,2019-05-03 00:00:00,2019-06-03 00:00:00,2019-07-03 00:00:00,2019-08-04 00:00:00,2019-09-04 00:00:00,2019-10-04 00:00:00,2019-11-04 00:00:00,2019-12-04 00:00:00,2020-01-05 00:00:00,2020-02-06 00:00:00,2020-03-06 00:00:00,2020-04-06 00:00:00,2020-05-06 00:00:00,2020-06-06 00:00:00,2020-07-06 00:00:00,2020-08-06 00:00:00,2020-09-07 00:00:00,2020-10-07 00:00:00,2020-11-07 00:00:00,2020-12-08 00:00:00,2021-01-09 00:00:00,2021-02-10 00:00:00,2021-03-11 00:00:00,2021-04-11 00:00:00,2021-05-11 00:00:00,2021-06-11 00:00:00,2021-07-11 00:00:00,2021-08-11 00:00:00,2021-09-12 00:00:00,2021-10-12 00:00:00,2021-11-12 00:00:00,2021-12-12 00:00:00,2022-01-12 00:00:00,2022-02-12 00:00:00,2022-03-12 00:00:00,2022-04-12 00:00:00,2022-05-12 00:00:00,2022-06-12 00:00:00,2022-07-12 00:00:00,2022-08-12 00:00:00,2022-09-12 00:00:00,2022-10-12 00:00:00,2022-11-12 00:00:00,2022-12-12 00:00:00,2023-01-12 00:00:00,2023-02-12 00:00:00,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-05-13 00:00:00,2023-06-14 00:00:00,2023-07-15 00:00:00,2023-08-16 00:00:00,2023-09-17 00:00:00,2023-10-18 00:00:00,2023-11-19 00:00:00,2023-12-19 00:00:00,2024-01-20 00:00:00,2024-02-21 00:00:00,2024-03-21 00:00:00,2024-04-22 00:00:00,2024-05-22 00:00:00,2024-06-22 00:00:00,2024-07-22 00:00:00,2024-08-22 00:00:00,2024-09-22 00:00:00,2024-10-22 00:00:00,2024-11-22 00:00:00,2024-12-22 00:00:00,2025-01-22 00:00:00,2025-02-22 00:00:00,2025-03-22 00:00:00,2025-04-22 00:00:00,2025-05-22 00:00:00,2025-06-22 00:00:00,2025-07-22 00:00:00,2025-08-22 00:00:00,2025-09-22 00:00:00,2025-10-22 00:00:00,2025-11-22 00:00:00,2025-12-22 00:00:00,2026-01-22 00:00:00,2026-02-22 00:00:00,2026-03-22 00:00:00,2026-04-22 00:00:00,2026-05-22 00:00:00
Crédit bancaire,204873.14715792876,203701.598740816,205570.75409530365,202935.32246103018,204003.76957149972,204600.32102985732,208367.85338134042,209531.24885559085,209979.00925776738,209571.5949719436,210055.2975449044,211819.71918430668,211091.98513533967,212033.99653300032,212835.76997687732,214990.84056943413,218602.38537098223,221099.62017536192,221414.5708894878,224617.4700542899,225020.67627014947,222264.61115298493,225443.9796165615,224399.1486550427,224368.79780255057,223414.96948603724,226516.81439054298,225768.10752349286,229751.19665293698,229098.07665121218,236032.52430973336,238044.31725067447,237775.75161965447,238465.14809553488,238902.11161749013,239177.90190885725,241512.96114820056,245830.88722395015,248072.56969383545,249451.0589042597,260717.27807955007,263636.88625310804,268063.4597550205,270606.813460027,269906.9010562797,273656.8233914077,274686.17152824934,274968.47348598106,270757.72188312176,270385.9529489205,272257.5682622508,275190.22469175747,274307.102877526,272513.94299203315,285039.7389567159,294294.60682673287,296103.1189606355,299832.6639334895,307585.0192214445,314393.29620496044,325582.38783240214,326294.68208077736,336903.7079179122,339962.7005796462,348334.50015553273,359167.58798132336,365914.2785936753,377225.2988304603,379022.39751678647,389612.3302976743,400147.283380108,406173.65178828605,424406.1244045051,429800.96602686425,434170.5469194123,436559.19642366923,447621.6850380498,454882.641187103,471566.1741986606,475640.2996894176,480101.7626482356,490144.88151335507,505872.0980515323,510429.9431518902,526189.5434781214,519920.5103823484,525557.1667129262,528674.7824555871,532444.6695502031,534047.4229721075,549606.7750775376,558015.0635342234,558406.9754781601,564019.4083558065,562910.152638519,567571.9610485502,577083.8207342295,580962.667253757,586028.1697964362,592473.5634511354,594519.9451405383,604197.4355520646,618894.8476173659,615047.9401246993,616050.6460696189,620386.3121415083,621197.5188527277,623765.0357748107,621485.7010138854,615517.6703993825,625509.2398767031,631077.035974896,634977.1828162188,640212.6677851825,660285.9067700492,659085.4777493416,663269.0265960597,668689.5110461238,664613.1029593201,666931.221005204,687333.2930701182,680125.9079941098,674803.2235820082,685110.0291545131,678346.6559394968,684682.2142932253,709629.7523746607,709041.0519345478,705663.8776023592,704548.3933485702,701139.1028627318,704991.3242052885,719201.0312452267,702221.4846854531,702227.4730478938,699607.1210746412,704746.7656877658,705391.440309305,728483.0549144008,724698.5102341791,723916.300449034,725809.4636810096,722887.0671382394,722347.6632171014,747008.3956863803,723960.0992098551,724234.1813754915,736703.7225825797,735681.259436664,736923.6984878746,755248.0997064551,753107.0443666874,746777.9522179894,757163.579819269,755868.0199992196,753198.1939323389,763400.7573963248,755187.4882298933,753725.1752933011,758251.5162368462,753895.5668456064,752204.9494482705,776676.2433494893,770282.1831886438,762632.8997283487,764526.2997862952,761711.5978276234,764873.8549856689,784991.0596393633,765349.2005984709,765535.6390313987,769496.1132549802,769186.7288206483,772077.68323082,792491.9774160885,785822.0921516934,787215.4794824729,794731.8952883498,790730.5778906499,795709.0606513198,818098.4041648303,799281.4391590562,793575.2488210024,804276.4658777552,808494.5623368085,811451.9451575163,842162.5050712557,831249.4992569616,827089.0004950194,830205.2088551723,832158.5854035646,834151.3799880454,843307.9579229748,826377.2327994527,824466.6815813781,830105.0197516837,830615.6830774713,832850.244314627,857001.7263879208,850925.2610150067,849632.6714478987,854540.4891469008,846669.1326628141,848245.9260969078,870615.837329194,852777.3468676016,858946.6860488356,872194.8627499437,863656.9562074704,869667.6323835356,900407.9033678581,894047.8484399684,892171.682405366,898401.3979768642,898387.6950931207,892056.250416499,917152.4644570136,896662.6837742481,895138.8201499796,919447.6705841953,923110.444819776,927342.5917602858,952252.5935711174,947103.6266751417,936943.0307151194,946340.9962527569,939468.8074738856,941488.4236008101,960054.9302479774,935195.5907976348,933761.5247530588,950613.4776322052,950221.8414038164,951042.9249057256,988895.4002674257,964177.089707549,966170.389883287,984651.5859228699,967302.5673702863,966935.1929758411,984899.1229534576,964932.2387093393,962335.5758505445,988475.8388053883,980093.5864673363,984655.1417346828,1027623.1264816275,1011144.2676339261,1015030.7491864563,1036462.8906933448,1031624.3176644548,1024116.1099752574,1058955.3635857012,1033331.5107633747,1030212.0052976257,1039850.777664909,1035359.2578846482,1049829.6330243263,1076630.1841422624,1063823.411045302,1061325.4287787897,1084842.8591924366,1081783.769105634,1078857.7867093775,1115457.341796792,1089995.0482645691,1089053.7048119009,1108236.1073230822,1097508.4616217376,1096895.8178852322,1110773.2826018783,1111510.103861646,1102671.0202761926,1136900.6904527822,1121103.7408515692,1122539.3481435012,1164632.288325516,1133552.222944333,1131247.926754049,1164961.020640646,1156773.2132758298,1145409.8835667276,1174332.1560745386,1166363.0565070666,1161012.977289236,1187860.3947058402,1188225.164780357,1192049.1587547925,1258117.820312495,1228644.5178234864,1224647.8489992619,1252354.635892845,1246818.5767154028,1259113.9846683713
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secteur public hors AC,6679.086597329887,6196.962605591229,6174.061203563313,5372.080023207594,5476.477763073914,6066.444407685785,7650.35457164412,7783.807778662079,7658.330501865399,7561.459804074251,7170.824114190233,7281.521940884077,6870.567858123668,6076.8598217402905,6719.652321843683,7537.790096724741,8476.216443331758,8500.213840696699,8122.598978027081,8163.058476439748,7622.225523780786,7717.1065139318835,7906.7490122235195,7793.908914687192,7187.733887108956,7316.836742229326,7272.922223185464,6319.572327090072,6724.921024098155,6830.743915589537,9179.164221470408,9343.921617982904,12797.25148972508,12414.32752287601,12678.213052148236,12070.319130141965,7978.197431425296,10773.570184194825,9211.141792436098,8701.29819255722,9483.86943385144,8250.630077492442,6543.0898418011075,6954.5172625056275,7137.4274991884895,8276.379171378969,7073.724145741791,6474.431206794799,7750.065249389763,8001.734348879161,8499.708715111417,8692.739141770791,8992.54098879818,9095.993067393636,10558.114217190589,10002.380239159733,9618.345939294864,9322.342301602841,12646.792456491592,12198.43908365303,11502.246970879685,11437.237612199318,11854.922256973945,9944.280296531117,10926.620661719,10371.064212270216,9951.523685285338,10344.204444424613,10888.79472115947,11155.154563438613,10917.845631174467,11720.723941201537,12923.557398060646,13176.594310783828,14490.636368491381,10798.254877658685,11996.55374302421,10540.050675317922,11627.876455457303,12233.350044442503,12793.450484448089,10212.085217989898,20920.650942258,17221.51460303257,24897.16974615476,24099.989435827665,25147.06987122424,22092.720838922396,20445.79442054205,21731.996435351553,23431.2983410891,25908.836208218392,24115.281941562404,34402.24056449403,34668.48680993458,34693.39818328575,33875.10168229739,32688.019469310013,29230.39136845112,30642.371166760335,28398.62377654312,29024.470645430054,28875.83015145846,29292.33291725184,28992.820372434213,28478.084987942246,28390.94979814193,29470.358464780675,25082.384858818925,24247.12816528837,26551.406082579353,25066.12009762117,26037.470796618265,28701.089328833463,33449.71652129904,33594.06097008241,34337.18501617379,34337.26227977366,31386.723619373253,33410.28425967711,33087.7070332162,37239.08632880534,36250.76875833965,41062.24485487778,40766.60124665322,40492.81894787666,43457.523924981215,39251.70709773344,40381.06687195058,40759.830486020706,42020.08731922986,41515.63547053484,41162.053783139985,41183.95882841017,41734.54974108012,41972.54619721431,41574.0071484445,41742.25172919619,46139.90419665063,46489.94867868572,45229.43878321227,42366.52241704776,43045.482354636886,43263.13535485885,44303.35502058392,41755.37671044753,41044.966603672656,41385.50472154043,43983.770724799826,44530.64232621962,45184.75520229972,42470.76918352787,44362.36337472951,45907.64907160026,45774.028718175,46554.21612338108,49198.55313907923,48636.11802213682,48378.779903254814,48427.52107205386,48804.03495226972,48678.87672439158,49572.21102754507,47956.37324886225,48710.05278202952,48024.81479197862,48076.328474311966,49524.676659395074,52688.73949832641,51794.57962648698,52545.044481648365,53314.342679422974,55508.89965592961,55864.933404730946,55098.54111529239,54116.58508300555,54963.18711033514,55209.722229744046,56457.831820116306,58902.44964844722,62154.60914764837,58428.38058584183,58479.60106479867,55961.54681862961,58232.58952629454,56460.91096445703,57960.54045874032,60991.86371257626,60706.20753580816,63785.93135878213,65484.9421204118,68801.68414376686,66647.43586568319,65044.140508161465,65989.74922330491,68172.49898699533,68164.04317266797,69068.05373260178,69353.01448043349,71125.60919377727,70674.43638814049,70810.0085559143,70181.24944154441,70961.8704012851,70929.15239960427,69839.311354857,71227.4617581804,72086.08680103948,70642.43282091359,71298.07478124392,70507.51440775697,71255.39282561443,70885.41426200702,71033.53923965304,69968.87378349599,70085.87685901595,73585.48099854348,72873.99816548754,72726.60533754223,74596.1938099944,75697.8648155159,75820.33568417787,76158.8243869035,77668.91541919803,76099.87135934993,76615.09545860522,77439.38200223062,77929.66173025533,77792.94767854101,75740.669629202,74521.95280537168,75562.2558368524,75841.0087749632,73429.94867558245,79490.87753078692,79179.48313083127,82726.84023431382,81919.29209014989,81621.27246489431,81971.90326279277,74974.13727063627,75354.90306775965,75349.77108937797,72118.62994232425,71889.7305736935,73062.04409223283,74095.07181622901,74919.02206467511,75091.78867104145,78926.72090293039,80849.96642954946,83908.65927086535,87413.86541996186,86967.12284536082,86517.4124865499,87591.02040419565,88880.67760317119,87508.40914118565,92984.9369813191,92896.08397164235,94124.72259882525,94063.12943275974,103098.10330775409,103658.81792171611,105181.9383123055,102252.22779697686,101126.71868168007,103897.64801422998,104711.60083880935,102743.08904761127,97636.854387736,100063.71428124944,98994.80993992164,104073.68781728981,104795.60877479962,106141.71028472754,109951.85010712183,108063.23013651361,109792.72782305558,115406.17741566984,112696.1565362396,102379.10908245083,103452.26607162095,111039.20173237269,111704.01427505408,115059.6905375825,119676.01001464114,120376.502970075,122968.02775685882,127848.51999047738,130394.54125427318,136396.00897785256,145768.65414142728,142779.10274941847
Administrations locales,4476.85,4470.717,4468.674,4465.394,4462.114,4490.299,4497.023,4486.516,4520.048,4607.961,4611.076,4596.974,4750.601,4363.736,4295.799,4008.906,4181.215,4079.462,4221.466,4282.969,4230.262,4111.087,4151.433,4084.047,4171.818,4356.122,4498.003,4481.117,4354.512,4381.222,4311.636,4477.514,4404.908,4524.935,4140.333,4116.485,4764.575,4757.103,4748.05,4557.968,4505.169,4497.789,4490.196,4353.048,4278.675,4160.733,4031.969,4060.113,4381.697,4466.249,4592.265,4654.727,4528.899,4459.439,4036.029,4213.825,4361.612,4089.846,4017.183,4224.4,4718.275,4933.788,5120.259,5128.931,5090.105,5041.689,4904.845,4861.64,5061.036,4870.855,4908.536,5084.922,5889.255,6034.726,6031.653,6056.131,6030.392,6104.042,6493.221,6678.675,6708.989,6764.642,6547.107,6795.617,7226.758,7301.931,7379.497,7542.027,7499.329,7635.98,7827.204,7929.574,7996.968,7946.004,8194.216,8209.489,8610.115,8581.081,8765.853,8722.778,8717.969,8923.152,9036.457,8970.712,8951.714,9046.052,9137.253,9391.127,9757.58,9795.34,9697.484,9625.206,9594.303,9596.974,9807.711,9594.845,9657.273,9615.454,9547.783,9728.069,10441.482,10602.103,10525.25,10329.9,10201.895,10592.057,10732.983,10697.844,10756.969,10901.481,10897.455,11037.368,11567.762,11661.975,11595.394,11519.518,11491.705,11474.982,11428.451,11697.594,11667.241,11804.717,11799.056,12047.458,12313.326,12379.696,12369.213,12309.491,12023.145,12376.019,12327.178,12396.953,12446.122,12454.397,12691.321,12888.905,13257.122,13229.906,13322.332,13359.719,12703.236,12765.11,13238.304,13251.133,13354.468,13406.127,13495.366,13553.641,14134.611,14123.784,14138.06,14099.923,13901.701,13784.498,14145.072,14106.812,13987.238,14074.74,13821.685,14166.651,15085.769,15171.166,15365.942,15192.012,14566.195,14887.156,14502.753,15285.848,14938.796,15460.653,15991.791,17153.976,17297.686,17298.23,17273.074,17052.225,16477.316,16508.238,17293.888,17586.586,17531.54,17471.161,17769.207,18102.184,19524.442,19524.626,19651.381,19344.046,19323.727,19257.841,19219.233,20440.221,20728.532,20660.042,20656.351,20905.429,22581.219,22354.957,22962.929,22781.227,22382.448,22452.693,22510.288,22824.618,22645.909,23146.079,23367.257,23798.245,24385.669,24347.629,24343.217,24491.948,24472.937,24463.644,24405.78,24275.254,24322.469,24614.566,24687.072,24763.532,25424.218,25396.254,25336.74,25284.19,25124.345,25050.419,25202.869,25052.871,25096.613,25144.885,25615.695,25668.523,26090.24,25647.429,25556.793,25947.269,25867.298,25890.994,25869.288,26097.389,26555.481,26460.857,26553.83,26555.216,27223.137,27183.464,27082.054,26594.584,26370.52,26467.293,26335.26,26006.801,25903.702,26211.956,26304.903,26405.477,26581.938,26553.156,26606.43,25975.538,25787.352,25667.45,25782.654,25640.389,26231.704,26174.453,26195.429,26552.163,41687.157,41764.549,41961.117,42040.737,54158.018,54171.894
