,2006-12-13 00:00:00,2007-03-14 00:00:00,2007-06-15 00:00:00,2007-09-16 00:00:00,2007-12-17 00:00:00,2008-03-18 00:00:00,2008-06-19 00:00:00,2008-09-20 00:00:00,2008-12-21 00:00:00,2009-03-21 00:00:00,2009-06-21 00:00:00,2009-09-21 00:00:00,2009-12-21 00:00:00,2010-03-22 00:00:00,2010-06-23 00:00:00,2010-09-24 00:00:00,2010-12-25 00:00:00,2011-03-26 00:00:00,2011-06-27 00:00:00,2011-09-28 00:00:00,2011-12-29 00:00:00,2012-03-29 00:00:00,2012-06-01 00:00:00,2012-09-04 00:00:00,2012-12-08 00:00:00,2013-03-13 00:00:00,2013-06-16 00:00:00,2013-09-19 00:00:00,2013-12-23 00:00:00,2014-03-28 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-03 00:00:00,2016-06-06 00:00:00,2016-09-09 00:00:00,2016-12-12 00:00:00,2017-03-16 00:00:00,2017-06-18 00:00:00,2017-09-21 00:00:00,2017-12-24 00:00:00,2018-03-27 00:00:00,2018-06-30 00:00:00,2018-09-03 00:00:00,2018-12-06 00:00:00,2019-03-10 00:00:00,2019-06-12 00:00:00,2019-09-15 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,2023-03-03 00:00:00,2023-06-06 00:00:00,2023-09-09 00:00:00,2023-12-12 00:00:00,2024-03-15 00:00:00,2024-06-15 00:00:00,2024-09-15 00:00:00,2024-12-15 00:00:00,2025-03-15 00:00:00,2025-06-15 00:00:00,2025-09-15 00:00:00,2025-12-15 00:00:00,2026-03-15 00:00:00
Bâtiment et travaux publics,23721.868684553767,26237.840768633698,30274.036805528594,32496.026539643626,42848.796220671415,45986.99176260459,52071.122425774214,50564.473111384505,56768.647154325845,59011.43060643898,62614.989103836284,75445.26867063741,80850.21326016363,78831.66150864851,86774.71489658406,84796.5607293476,79441.99483643466,84355.96543139852,90096.52681170915,92715.5648709307,95840.10104221397,92716.55132191806,96736.4978928845,92376.41160216191,93656.55171643154,95272.82046792413,93384.80922888975,97297.2115109076,93791.63475723779,93384.68819636115,96232.80659145756,93087.6093454213,93333.1489940194,92456.9077953678,91134.45866005473,92254.31264171319,88483.3404600099,88094.96821095092,90346.8145968987,91676.87822434801,91725.32066740573,90249.63771240435,93807.65578062837,92005.70703239243,93728.77029394236,95294.87132316157,96201.79042446098,97239.92877977407,94893.90550430524,94370.88106100514,95743.95703160642,95912.6258651254,96144.19889699398,78647.72410031295,80794.61697297516,81224.17205048924,80064.2184369854,79384.23513447602,80346.44348829724,79041.85312170503,78989.499125636,80283.50715226545,79877.41818989576,78541.40169209,90972.99316129863,90616.33745256634,93303.499559187,90402.09195336662,92439.53599694947,94655.0981386666,96416.87776327274,96098.68481446052,96132.88417147579,96607.50055876691,103740.51581693605,100717.72539105268,104818.27441465085,107443.7191163717
Secteur tertiaire,215852.7035880155,228557.66012604308,243098.3210275323,261711.39508994488,278332.6295581106,285227.341707567,313940.23763213353,329645.973694574,351351.99761440326,355367.01511367335,364534.41245761316,361574.0141410556,371753.7054376882,384691.62488649593,402218.0774687096,405214.55811025976,399489.58252412244,405869.5706737482,417372.05671909626,418448.3863802573,435984.5268124589,433011.5604111256,448513.0726841716,448209.9103188852,465022.9917976956,445170.53806994366,466867.27415536204,463955.4344217789,483645.45277206745,472614.7028758037,478765.98598114616,484790.64287624037,491682.54718422506,488888.5949227019,507503.2357716107,496057.13650447124,517509.6578459392,504200.1296944755,523583.6012759989,522419.76965927467,549241.9803237164,542190.9997080133,568928.9657699096,559799.1648739666,574604.3049364951,557760.4356931202,576961.9686901092,569881.4416065317,591423.9778969097,604028.4108252685,627581.4092079619,621479.8697048336,633185.8807251345,652868.6742711031,679208.6732511136,675901.7731362024,693922.9512063302,682813.5120876626,712796.5158251412,708618.4418239149,713512.9851598054,712289.8477108588,736606.4477505358,736177.87245169,746646.533714774,729062.2944326331,752650.7590567435,760319.0903948129,777401.2775301323,772010.1638587229,776968.2533863275,791199.6340133867,815507.2089701708,810366.1841985323,824644.3278643785,835742.5532277657,896535.5733622732,886298.1110397831
"Commerce,réparations automobiles et d'articles domestiques",22124.16095121646,22435.138789241195,23134.176943510483,25201.07590273548,27329.560854692627,28282.83029798857,31378.369285340705,32363.63322429588,34005.27545099947,33035.23815947688,33633.252326055925,34698.22991724388,37608.048994446435,38115.36635758462,36117.665369183705,37220.00420792958,38548.92651280256,40157.660814542156,42432.79686230486,43734.453083859386,45537.7614499595,44492.130201586886,45488.64650536218,46916.40645642445,49154.204897872565,41990.85224713228,43979.27670250743,43699.114074710924,46479.238629381616,46816.565326791846,50646.896179418036,50849.284361598104,50763.74962372019,49014.832145678585,49251.31066750822,47177.14701220268,47696.565422357045,49656.42549174481,53207.05780389378,51236.91288327792,52201.58337444255,50706.956408610036,55888.28634477067,55514.116618492255,56657.45274428146,55068.19348298188,56708.40439727249,55604.620301955605,55868.53552604109,57447.56096652722,61327.7949938411,61753.02773335235,59920.9751019677,68898.92341298668,68170.41051309207,66423.81874641593,65733.52185991776,64176.52123285377,67689.2013262113,68252.02220524073,70032.55635863972,70888.61338684804,77446.10829834257,82563.49768954172,86433.25629731886,78915.26364128564,80189.5186737106,79187.78133279068,80939.8509442937,75011.38939051566,75183.80951666809,74375.27910320973,79055.68215031752,77533.19410958934,79971.05732869233,78044.01018754963,79912.98311875474,82595.16560229986
Hôtels et restaurants,7311.350888712472,8363.97473375096,8565.414537025601,9074.538835361836,10481.767045116669,10733.478870340741,11365.338522891607,12906.808640949732,13691.612496230675,14974.040318831403,16316.505375589946,18498.43002627406,18513.506034613914,18711.275311126436,19156.34314965893,18626.598961544478,17835.226627500644,18404.541024360155,19206.17715422626,19954.473586725268,19337.209410544594,19649.56053154005,18961.409050868875,19141.39063840493,21062.991257576297,19531.823780643048,19518.14343072132,19008.13245480356,18202.066693292916,16805.10651245845,16947.949963008592,17422.00340897728,18283.153310519298,17598.4322003763,17221.096614659415,17281.04505113077,16552.804411638223,16617.50802455333,16454.914186455328,16415.25890758423,15869.691058924554,16291.60820280907,15925.048078139926,16543.617244131343,15220.034436027583,15654.672696751499,15340.838085726049,15540.857913129612,14414.382140150057,14149.230502744958,14290.358439955386,14255.516758872724,14017.441331979753,13845.583426183477,15128.521380553917,16331.225083400785,16609.51809997175,16933.881400584392,17826.33619659086,19424.68673040379,20012.06140526163,20028.17975573595,19797.341211985506,19669.980460948755,20017.292558496967,19355.05338348362,19268.36286369712,18788.62704235712,18420.170941626988,17874.86250739283,17669.690752471575,17132.78066122085,16046.929797120933,15587.530326694825,15626.634260351882,15259.29455391753,16536.24358357608,16466.597524682154
Transports et communications,17645.32442479276,18283.62018597259,21878.824113440198,21122.567018022328,21936.812781790606,21502.083405881418,26550.278914041555,24801.596940462216,23700.617840910774,23686.57499800744,23940.124939321602,24267.165901116598,23933.089529965324,23880.13127275519,24399.994623448765,26378.8414032284,24689.051829614367,25640.79482952693,30639.493153457624,29274.258376398073,28290.380921646713,27277.26217769263,32056.26789209987,31418.343180754422,28901.02572274152,26008.889707272123,29389.86096383229,28358.54503253847,28459.932452704667,25976.368304222247,28719.218071070416,28408.42871519464,28587.743403115877,27639.51862530659,33693.490791306904,34429.23811226956,32994.61594635396,31230.238248771588,36864.61149174048,35018.9650911221,33267.67066523651,32805.065131780764,40587.20063653028,38739.864530014216,38042.71590704388,36075.35988856068,40737.62781458219,40548.879675110045,36279.366161173326,37564.25253153384,41917.239461094716,41788.18416055736,39842.506994467745,39491.17325256206,40272.30048101687,43281.27242745807,40392.44089659806,42070.8213286729,40101.93301510133,45255.45967864581,41064.39681326232,34593.78525330924,36494.48050619872,40389.22445386375,39929.6059782344,38916.24994801455,41658.11795509714,41109.50962904445,40875.200081752,39196.85706859456,36497.46413512324,44492.335479624715,41870.05769236988,39609.226195789575,36549.24485565026,35306.70728068932,36535.89123925065,30932.93036297762
Activités financières,48007.11425902138,51485.634984675125,56876.9901624624,67045.32953148117,71944.8197052671,71871.62246101789,75446.80251284018,79869.3315505703,89310.77398337968,88333.09822697002,88882.10839607792,87353.00299555763,94021.60861958853,97984.99421098709,102906.98917163635,100502.00655566587,97833.79749493138,96767.10907248734,96269.35031288935,96346.61932032851,102533.57237171243,99923.12579863,96276.61128138604,92754.28657315619,98247.36292692216,92669.20997631921,98305.78673382459,97406.22902675996,114886.68657154756,105493.27183462588,103698.17247647185,100932.40909114276,107189.71442980286,107743.28166833633,114603.17463554554,108075.30366900729,126697.05554395064,108947.22634798792,116979.17016451251,117549.35856442314,133431.1901218108,123578.61129458515,136171.09629552695,121635.69726484528,128282.79572471943,118575.37821702342,124603.004625171,120769.23912845626,135679.1997109015,133786.02374772617,139515.97576738597,134653.52349863917,144824.32855141695,135551.95317874898,154779.506789109,143234.3508535655,154481.06401738452,139517.391425731,155966.1100058891,145862.4706771285,149360.85359208976,149200.08072747645,159313.94284058845,148941.08495995638,158742.44015831072,154320.1922541941,163448.35735563486,174044.72070355335,186117.76021282232,186132.84693444622,186357.13937439458,194805.1171557805,211356.14336862063,207209.64055413313,212339.71415235408,216621.46639254075,256142.61195965487,234262.88607141536
Particuliers et MRE,94809.35666272993,100027.61535282472,104288.8887040824,111771.01368144875,118428.822046102,123583.45476210391,130194.47709804644,135918.58961041094,136706.24085008955,141341.04521704544,147867.72255914842,153335.72871543956,156227.1290118558,160372.730482321,165261.1789921379,168613.5258228458,173072.60315180273,176836.9450574036,181691.97700669747,188454.18940861724,189360.92097890752,192702.8034046188,200669.50372893384,206729.34631784874,208805.7136944319,212246.7467728363,218629.3016930388,221979.92792685117,222656.12112779843,227004.45537156865,230054.79143559487,237346.05021115503,239635.5702232324,242624.33099938632,247005.9667989127,249649.5422159639,252843.27137023484,256830.6635206937,259692.41328960482,262736.11064370617,262094.68080271964,265012.13767527894,269765.8266641296,272747.736983821,274060.08021740214,276910.07486378966,282317.8539357834,285604.1772549448,289236.6350181839,293233.674453423,297149.475930836,299889.1667497337,302923.22941962344,305400.2918031039,303083.703778462,306212.5000281786,311780.83518198814,316104.3944287672,322531.1466990329,324650.11923425284,326565.33148716507,328742.36923764396,331895.85563620954,333928.90024306375,335904.04083342355,338289.82942415925,340630.7812627643,341794.3521434261,343251.5196576724,344991.92256854184,347895.56606462656,349037.2202326469,350680.3253356034,353656.52231972653,358023.4064790473,361171.9921844449,365134.7703691256,366563.17726142943
Administrations locales,4718.275,5128.931,4904.845,4870.855,5889.255,6056.131,6493.221,6764.642,7226.758,7542.027,7827.204,7946.004,8610.115,8722.778,9036.457,9046.052,9757.58,9625.206,9807.711,9615.454,10441.482,10329.9,10732.983,10901.481,11567.762,11519.518,11428.451,11804.717,12313.326,12309.491,12327.178,12454.397,13257.122,13359.719,13238.304,13406.127,14134.611,14099.923,14145.072,14074.74,15085.769,15192.012,14502.753,15460.653,17297.686,17052.225,17293.888,17471.161,19524.442,19344.046,19219.233,20660.042,22581.219,22781.227,22510.288,23146.079,24385.669,24491.948,24405.78,24614.566,25424.218,25284.19,25202.869,25144.885,26090.24,25947.269,25869.288,26460.857,27223.137,26594.584,26335.26,26211.956,26581.938,25975.538,25782.654,26174.453,41687.157,42040.737
Autres section (1),21237.12140154247,22832.74507957846,23449.181567011223,22626.01512089531,22321.592125141608,23197.740910234483,32511.75029897301,37021.371727884885,46710.71899279311,46454.99119334221,46067.49486141932,35475.45258542382,32840.20824721822,36904.34925172165,45339.449162644,44827.5291590456,37752.396907470706,38437.31387542805,37324.55122952068,31068.93860432881,40483.19967968816,38636.77829705721,44327.651225520756,40348.656152296426,47283.93129815117,41203.49758574068,45616.45363143763,41698.76890611482,40648.08129734227,38209.44452613666,36371.77985558238,37378.070088172586,33965.49419383446,30908.480283617733,32489.892263677895,26038.73344389707,26590.7341514045,26818.14506072411,26240.362339792042,25388.423569161147,37291.39530058235,38604.60899494937,36088.754750812055,39157.479232662496,45043.53990702069,38424.53154401308,39960.35183157414,34342.50633293545,40421.41734045976,48503.62262331337,54161.331614848736,48480.408803678394,49076.180325678884,66899.52219751818,75263.94230887973,77272.52699718345,80539.90215047008,79518.55427105332,84276.00858231561,80559.11729824322,81053.5675033869,83552.62934984517,86455.85025721109,85540.2996443156,79529.65788898958,73318.43678149593,81586.33294583946,78933.2425436412,80573.63869196492,82207.70138923173,87029.32354304344,85144.94538090396,89916.13262613851,90794.53269259894,96351.6167882827,103164.6296286236,100585.9160919112,113436.61721697867
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1) hors services personnels et services domestiques.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*Chiffres révisés depuis mars 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
