Ventilation du crédit bancaire par objet économique*,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274,Unnamed: 275,Unnamed: 276,Unnamed: 277,Unnamed: 278,Unnamed: 279,Unnamed: 280,Unnamed: 281,Unnamed: 282,Unnamed: 283,Unnamed: 284,Unnamed: 285,Unnamed: 286,Unnamed: 287,Unnamed: 288,Unnamed: 289,Unnamed: 290,Unnamed: 291,Unnamed: 292,Unnamed: 293,Unnamed: 294
Encours en MDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2001-12-31 00:00:00,2002-01-31 00:00:00,2002-02-28 00:00:00,2002-03-31 00:00:00,2002-04-30 00:00:00,2002-05-31 00:00:00,2002-06-30 00:00:00,2002-07-31 00:00:00,2002-08-31 00:00:00,2002-09-30 00:00:00,2002-10-31 00:00:00,2002-11-30 00:00:00,2002-12-31 00:00:00,2003-01-31 00:00:00,2003-02-28 00:00:00,2003-03-31 00:00:00,2003-04-30 00:00:00,2003-05-31 00:00:00,2003-06-30 00:00:00,2003-07-31 00:00:00,2003-08-31 00:00:00,2003-09-30 00:00:00,2003-10-31 00:00:00,2003-11-30 00:00:00,2003-12-31 00:00:00,2004-01-31 00:00:00,2004-02-29 00:00:00,2004-03-31 00:00:00,2004-04-30 00:00:00,2004-05-31 00:00:00,2004-06-30 00:00:00,2004-07-31 00:00:00,2004-08-31 00:00:00,2004-09-30 00:00:00,2004-10-31 00:00:00,2004-11-30 00:00:00,2004-12-31 00:00:00,2005-01-31 00:00:00,2005-02-28 00:00:00,2005-03-31 00:00:00,2005-04-30 00:00:00,2005-05-31 00:00:00,2005-06-30 00:00:00,2005-07-31 00:00:00,2005-08-31 00:00:00,2005-09-30 00:00:00,2005-10-31 00:00:00,2005-11-30 00:00:00,2005-12-31 00:00:00,2006-01-31 00:00:00,2006-02-28 00:00:00,2006-03-31 00:00:00,2006-04-30 00:00:00,2006-05-31 00:00:00,2006-06-30 00:00:00,2006-07-31 00:00:00,2006-08-31 00:00:00,2006-09-30 00:00:00,2006-10-31 00:00:00,2006-11-30 00:00:00,2006-12-31 00:00:00,2007-01-31 00:00:00,2007-02-28 00:00:00,2007-03-31 00:00:00,2007-04-30 00:00:00,2007-05-31 00:00:00,2007-06-30 00:00:00,2007-07-31 00:00:00,2007-08-31 00:00:00,2007-09-30 00:00:00,2007-10-31 00:00:00,2007-11-30 00:00:00,2007-12-31 00:00:00,2008-01-31 00:00:00,2008-02-29 00:00:00,2008-03-31 00:00:00,2008-04-30 00:00:00,2008-05-31 00:00:00,2008-06-30 00:00:00,2008-07-31 00:00:00,2008-08-31 00:00:00,2008-09-30 00:00:00,2008-10-31 00:00:00,2008-11-30 00:00:00,2008-12-31 00:00:00,2009-01-31 00:00:00,2009-02-28 00:00:00,2009-03-31 00:00:00,2009-04-30 00:00:00,2009-05-31 00:00:00,2009-06-30 00:00:00,2009-07-31 00:00:00,2009-08-31 00:00:00,2009-09-30 00:00:00,2009-10-31 00:00:00,2009-11-30 00:00:00,2009-12-31 00:00:00,2010-01-31 00:00:00,2010-02-28 00:00:00,2010-03-31 00:00:00,2010-04-30 00:00:00,2010-05-31 00:00:00,2010-06-30 00:00:00,2010-07-31 00:00:00,2010-08-31 00:00:00,2010-09-30 00:00:00,2010-10-31 00:00:00,2010-11-30 00:00:00,2010-12-31 00:00:00,2011-01-31 00:00:00,2011-02-28 00:00:00,2011-03-31 00:00:00,2011-04-30 00:00:00,2011-05-31 00:00:00,2011-06-30 00:00:00,2011-07-31 00:00:00,2011-08-31 00:00:00,2011-09-30 00:00:00,2011-10-31 00:00:00,2011-11-30 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-01 00:00:00,2018-11-02 00:00:00,2018-12-03 00:00:00,2019-01-03 00:00:00,2019-02-03 00:00:00,2019-03-03 00:00:00,2019-04-03 00:00:00,2019-05-03 00:00:00,2019-06-03 00:00:00,2019-07-03 00:00:00,2019-08-04 00:00:00,2019-09-04 00:00:00,2019-10-04 00:00:00,2019-11-04 00:00:00,2019-12-04 00:00:00,2020-01-05 00:00:00,2020-02-06 00:00:00,2020-03-06 00:00:00,2020-04-06 00:00:00,2020-05-06 00:00:00,2020-06-06 00:00:00,2020-07-06 00:00:00,2020-08-06 00:00:00,2020-09-07 00:00:00,2020-10-07 00:00:00,2020-11-07 00:00:00,2020-12-08 00:00:00,2021-01-09 00:00:00,2021-02-10 00:00:00,2021-03-11 00:00:00,2021-04-11 00:00:00,2021-05-11 00:00:00,2021-06-11 00:00:00,2021-07-11 00:00:00,2021-08-11 00:00:00,2021-09-12 00:00:00,2021-10-12 00:00:00,2021-11-12 00:00:00,2021-12-12 00:00:00,2022-01-12 00:00:00,2022-02-12 00:00:00,2022-03-12 00:00:00,2022-04-12 00:00:00,2022-05-12 00:00:00,2022-06-12 00:00:00,2022-07-12 00:00:00,2022-08-12 00:00:00,2022-09-12 00:00:00,2022-10-12 00:00:00,2022-11-12 00:00:00,2022-12-12 00:00:00,2023-01-12 00:00:00,2023-02-12 00:00:00,2023-03-13 00:00:00,2023-04-12 00:00:00,2023-05-13 00:00:00,2023-06-14 00:00:00,2023-07-15 00:00:00,2023-08-16 00:00:00,2023-09-17 00:00:00,2023-10-18 00:00:00,2023-11-19 00:00:00,2023-12-19 00:00:00,2024-01-20 00:00:00,2024-02-21 00:00:00,2024-03-22 00:00:00,2024-04-23 00:00:00,2024-05-24 00:00:00,2024-06-25 00:00:00,2024-07-25 00:00:00,2024-08-25 00:00:00,2024-09-25 00:00:00,2024-10-25 00:00:00,2024-11-25 00:00:00,2024-12-25 00:00:00,2025-01-25 00:00:00,2025-02-25 00:00:00,2025-03-25 00:00:00,2025-04-25 00:00:00,2025-05-25 00:00:00,2025-06-25 00:00:00,2025-07-25 00:00:00,2025-08-25 00:00:00,2025-09-25 00:00:00,2025-10-25 00:00:00,2025-11-25 00:00:00,2025-12-25 00:00:00,2026-01-25 00:00:00,2026-02-25 00:00:00,2026-03-25 00:00:00,2026-04-25 00:00:00,2026-05-25 00:00:00
Crédit bancaire,204873.14715792876,203701.598740816,205570.75409530365,202935.32246103018,204003.76957149972,204600.32102985732,208367.85338134042,209531.24885559085,209979.00925776738,209571.5949719436,210055.2975449044,211819.71918430668,211091.98513533967,212033.99653300032,212835.76997687732,214990.84056943413,218602.38537098223,221099.62017536192,221414.5708894878,224617.4700542899,225020.67627014947,222264.61115298493,225443.9796165615,224399.1486550427,224368.79780255057,223414.96948603724,226516.81439054298,225768.10752349286,229751.19665293698,229098.07665121218,236032.52430973336,238044.31725067447,237775.75161965447,238465.14809553488,238902.11161749013,239177.90190885725,241512.96114820056,245830.88722395015,248072.56969383545,249451.0589042597,260717.27807955007,263636.88625310804,268063.4597550205,270606.813460027,269906.9010562797,273656.8233914077,274686.17152824934,274968.47348598106,270757.72188312176,270385.9529489205,272257.5682622508,275190.22469175747,274307.102877526,272513.94299203315,285039.7389567159,294294.60682673287,296103.1189606355,299832.6639334895,307585.0192214445,314393.29620496044,325582.38783240214,326294.68208077736,336903.7079179122,339962.7005796462,348334.50015553273,359167.58798132336,365914.2785936753,377225.2988304603,379022.39751678647,389612.3302976743,400147.283380108,406173.65178828605,424406.1244045051,429800.96602686425,434170.5469194123,436559.19642366923,447621.6850380498,454882.641187103,471566.1741986606,475640.2996894176,480101.7626482356,490144.88151335507,505872.0980515323,510429.9431518902,526189.5434781214,519920.5103823484,525557.1667129262,528674.7824555871,532444.6695502031,534047.4229721075,549606.7750775376,558015.0635342234,558406.9754781601,564019.4083558065,562910.152638519,567571.9610485502,577083.8207342295,580962.667253757,586028.1697964362,592473.5634511354,594519.9451405383,604197.4355520646,618894.8476173659,615047.9401246993,616050.6460696189,620386.3121415083,621197.5188527277,623765.0357748107,621485.7010138854,615517.6703993825,625509.2398767031,631077.035974896,634977.1828162188,640212.6677851825,660285.9067700492,659085.4777493416,663269.0265960597,668689.5110461238,664613.1029593201,666931.221005204,687333.2930701182,680125.9079941098,674803.2235820082,685110.0291545131,678346.6559394968,684682.2142932253,709629.7523746607,709041.0519345478,705663.8776023592,704548.3933485702,701139.1028627318,704991.3242052885,719201.0312452267,702221.4846854531,702227.4730478938,699607.1210746412,704746.7656877658,705391.440309305,728483.0549144008,724698.5102341791,723916.300449034,725809.4636810096,722887.0671382394,722347.6632171014,747008.3956863803,723960.0992098551,724234.1813754915,736703.7225825797,735681.259436664,736923.6984878746,755248.0997064551,753107.0443666874,746777.9522179894,757163.579819269,755868.0199992196,753198.1939323389,763400.7573963248,755187.4882298933,753725.1752933011,758251.5162368462,753895.5668456064,752204.9494482705,776676.2433494893,770282.1831886438,762632.8997283487,764526.2997862952,761711.5978276234,764873.8549856689,784991.0596393633,765349.2005984709,765535.6390313987,769496.1132549802,769186.7288206483,772077.68323082,792491.9774160885,785822.0921516934,787215.4794824729,794731.8952883498,790730.5778906499,795709.0606513198,818098.4041648303,799281.4391590562,793575.2488210024,804276.4658777552,808494.5623368085,811451.9451575163,842162.5050712557,831249.4992569616,827089.0004950194,830205.2088551723,832158.5854035646,834151.3799880454,843307.9579229748,826377.2327994527,824466.6815813781,830105.0197516837,830615.6830774713,832850.244314627,857001.7263879208,850925.2610150067,849632.6714478987,854540.4891469008,846669.1326628141,848245.9260969078,870615.837329194,852777.3468676016,858946.6860488356,872194.8627499437,863656.9562074704,869667.6323835356,900407.9033678581,894047.8484399684,892171.682405366,898401.3979768642,898387.6950931207,892056.250416499,917152.4644570136,896662.6837742481,895138.8201499796,919447.6705841953,923110.444819776,927342.5917602858,952252.5935711174,947103.6266751417,936943.0307151194,946340.9962527569,939468.8074738856,941488.4236008101,960054.9302479774,935195.5907976348,933761.5247530588,950613.4776322052,950221.8414038164,951042.9249057256,988895.4002674257,964177.089707549,966170.389883287,984651.5859228699,967302.5673702863,966935.1929758411,984899.1229534576,964932.2387093393,962335.5758505445,988475.8388053883,980093.5864673363,984655.1417346828,1027623.1264816275,1011144.2676339261,1015030.7491864563,1036462.8906933448,1031624.3176644548,1024116.1099752574,1058955.3635857012,1033331.5107633747,1030212.0052976257,1039850.777664909,1035359.2578846482,1049829.6330243263,1076630.1841422624,1063823.411045302,1061325.4287787897,1084842.8591924366,1081783.769105634,1078857.7867093775,1115457.341796792,1089995.0482645691,1089053.7048119009,1108236.1073230822,1097508.4616217376,1096895.8178852322,1110773.2826018783,1111510.103861646,1102671.0202761926,1136900.6904527822,1121103.7408515692,1122539.3481435012,1164632.288325516,1133552.222944333,1131247.926754049,1164961.020640646,1156773.2132758298,1145409.8835667276,1174332.1560745386,1166363.0565070666,1161012.977289236,1187860.3947058402,1188225.164780357,1192049.1587547925,1258117.820312495,1228644.5178234864,1224647.8489992619,1252354.635892845,1246818.5767154028,1259113.9846683713
Comptes débiteurs et crédits de trésorerie,72040.61379234445,70977.92079656596,71378.69948920383,67615.15819566886,67375.44115038519,66137.63182643139,69526.65775259688,71764.98029047469,71174.02319698325,70795.91496078076,70332.97516286961,71708.14507624999,69172.70418643944,69738.00869504201,69518.62059552749,68849.04946027095,70580.45855187009,71137.64421198244,71917.997377694,72408.32423771912,71334.12934847464,68128.73071899357,68502.65532851219,66952.88709760962,67006.56791198837,66811.78369974358,67177.46645136201,65115.96342335089,66110.85394970907,65695.0660410593,69653.58275134597,70580.54017170168,69617.16566945773,70322.22663253976,70809.1815184226,70284.87273969491,68896.70997680315,68249.49048911665,68540.64690671662,69551.8635848064,78570.55639214917,79479.31440026674,81086.23566890476,82135.87712302104,80034.57919753542,81896.18153125231,83289.53734931716,82951.74456358368,80051.85782329788,79008.7281663884,81153.7886716308,82446.5656651581,80819.8998384507,82590.88024660526,86533.36745444352,89575.55321467137,89822.29017062177,91146.43364876312,95523.16911987234,95581.61987504031,101340.81044466216,102195.08802637091,97025.03310897405,95966.80838969898,99117.78938810546,102792.50134423535,104621.52997076434,106607.31051509203,104667.56492415737,105025.67281032451,108735.02644577694,108155.30230504015,112840.07993705371,112587.51460000934,116925.96183994756,113186.60391786943,115133.33009101522,120304.6818601533,128227.0109229889,126021.36396348427,128352.50961107385,131767.28038424865,130978.44018078581,128528.79621360285,134535.34866792752,128795.30106614383,131613.56239170395,132553.84739072813,127755.93030829693,127710.39463942061,134779.08255845177,139571.81321557157,136058.01387302423,136497.1596843356,134327.3929715548,135132.25556586715,135100.15962587338,134048.03622427746,135135.9157471665,134039.58114571648,136220.663743898,137375.58059694775,145682.75725831446,141097.51339603902,140299.28330010033,141723.47279124596,141072.25053769647,142768.44753365108,143031.79779724666,139290.3661298473,144577.06374846533,146527.9716735911,150105.56429902386,150249.92446989706,165078.78582218027,163562.79684180088,164149.47464808618,165819.9418798308,160198.04078594228,161090.3846127943,172323.72956783703,167500.99441374114,164305.30258095372,169962.11032464303,164071.27443394062,163862.43806709387,180663.5770371473,187160.93917382063,180267.48886199246,181461.09585088203,176836.0679569887,177924.37357493927,185713.0030342011,178140.68631912026,172639.34725194925,171457.92650507198,172978.89758481912,172348.52546662063,183718.8938875297,185750.42952026182,182360.08191211495,180683.06894126718,178261.5839469165,173891.38402261402,175284.5356437572,167113.84873998584,168984.7261691478,171824.81415731666,173099.2809502995,172380.4849524152,187501.35663907597,185679.35656012635,181403.7929105328,183970.71094794793,179723.609205557,174903.04022632563,180657.35175899765,176503.8715217885,173635.1838757292,172130.6709652345,173049.55220314412,168838.35181683346,180507.13309552806,178664.74497089547,175042.66914891338,174057.11774255976,169739.3470346308,169931.6324013425,171830.3947570283,168839.590991192,166746.87278423205,170060.5678884659,169155.09856450403,168303.5813724964,179589.15879950707,177819.65709041376,176491.78006264876,177104.20173427075,173031.91484821963,169907.01452754147,172728.16302306292,160292.4897333315,161496.06880646842,164557.04910663728,170253.1364588825,170761.1690266044,182527.1666539863,176470.04606387037,170577.81703309904,171350.7567438207,169682.0754827044,166911.46372564236,167383.2484630037,158396.2290470345,158667.03867397562,163445.72632477287,162615.92428948713,162150.63664798962,175737.76271690204,173136.10921369283,172797.34899408344,176704.44760463887,169364.49834223406,169706.6478169287,177725.05906188485,172838.15946408245,175709.46982778018,180001.72601093064,176172.69816671568,176336.89696691273,186496.92853924702,186824.44311175265,184567.5789918716,188665.39227273734,186053.13915287363,185600.17203513268,189744.65218062687,183742.43222719178,184571.3620452917,194393.46942613725,201319.16997727312,204624.23239189418,206649.26076806244,210568.58750077483,207472.7790077399,209535.16419441364,207955.73445322344,203688.29626699368,204395.959156582,207358.2454499516,208041.9328602092,209298.83862786592,212395.2847315697,212700.58851005966,224998.14826584756,225205.16253993654,221094.09759093742,225910.18153487358,225569.99980474246,222142.6382974621,219263.29257239017,217669.85926960158,214778.18119566323,220314.48658389805,229809.61062961174,232426.67580139684,242805.1334280067,247961.29430278286,249927.73658928234,259916.23426445227,261424.32801816292,252533.63760375814,256393.39280237592,250340.03532987952,244726.10218824234,242868.17153238747,242280.3088751796,245159.71222265836,250288.02247292432,245661.5270690397,238513.6723473968,243504.48668558375,250620.47283672934,248149.63105228753,254088.10057783098,240918.68131941554,237089.05621933134,246951.3456406641,243157.07231210408,241717.7211131451,242128.17556598037,252921.7221123339,247299.6211427351,256964.01604497674,253665.71420960865,251658.54421517372,255774.91113620665,243438.53002218824,242803.16112605107,256428.11469277067,250177.0971556765,240558.31659566413,247391.4374134033,246348.4641361006,238357.65559198766,245405.84495598893,251588.9714744714,251106.19148229776,250979.59432927892,245200.4651568859,243189.47622003677,256326.25533178306,253959.99281706763,252078.61706795826
Crédits à l'équipement,45297.9770217082,44952.75406661545,44563.032086013045,45255.37363640632,45478.741570525475,44319.791769446754,43638.6611132609,42769.64267390501,42928.96342988862,41738.59119692597,41838.992863827916,41650.67053969617,42113.764477340046,41259.62308498455,41790.294433864015,42581.46122021868,43322.750339003724,43470.06300726095,41699.647625145524,45036.76342482434,44075.90167645873,44242.75662810776,44943.51935120216,45107.83404256865,43484.69195464327,41927.45342492492,42304.304486094814,41542.344545188585,41079.41702756111,41904.272500140825,41766.84425200919,41688.84232343362,41321.594080405885,41924.34009391478,40688.0089216506,40521.98453691374,41755.16417539707,46219.64392927824,45698.259264006214,45915.84736079717,45877.30594777703,46572.98314300636,48271.37333367421,48496.36389124989,49105.93529293471,49945.20969788739,48667.07560105066,48334.34787022399,47935.40949836829,47695.67134290753,48565.848688593476,47684.52868787459,48229.26621272656,46583.628135408384,51095.39020891545,51930.150129851005,53637.808322755205,54291.199712046924,54531.75077298672,55618.75316400067,58411.48180806519,57942.70688670582,59589.51061680962,61161.53045626678,60700.74005093223,61587.01904431624,63274.27359157759,66178.08601831019,66686.29280837582,67058.38657309106,69359.07225304615,72128.38922899918,76851.74904586804,79004.2884705412,79576.76488320198,81999.47733002361,84794.25961797121,83589.97684409756,84002.21911538579,85077.26758685362,84797.11971258969,85312.48508195273,87888.61847698687,88099.4239798508,91708.93497267338,92957.85379419212,96420.1881601315,97469.21908105847,102550.69570455287,102604.14537510743,104499.4544533278,106244.24026877714,107965.09073916549,111093.39085445747,112945.5064411789,113049.73746628905,114967.06153923752,115042.72849852502,115932.53866829003,120866.81337578314,118976.55363639408,121293.9285221845,122731.52785959405,127347.19852838214,128791.11115320201,130078.51275883384,132309.77758154136,133524.9985044693,134516.1346781277,133804.51685380054,133031.9823662702,132866.156707404,133049.69527213974,135601.0425409913,135745.73693865634,136755.6338112369,136708.97623844713,136129.50781149292,136066.8167663525,136198.3663306452,140096.84302259856,138920.22223456585,135191.92429642743,135929.52984567484,136327.77446969066,137622.15724814136,137414.16379885477,132792.71066474952,133917.6117498553,134896.1859264736,134766.14043845984,135065.76680488372,137251.61921136803,136313.31368140172,136343.0151578061,134113.00596730827,135134.73982006122,134551.4964391204,137348.86205286754,133689.04120017446,134163.08796332852,134609.57044541664,135891.0540984518,137634.20283618526,139374.2277828868,137572.49817975712,137363.63185449253,136308.69880023526,138852.96564601373,140142.79789659352,140715.53700281138,140677.66529870828,139780.51328697902,139861.13253237886,145158.39592475016,145395.0984605448,142533.83225171018,140938.98147579652,141107.28058382942,142390.49104106062,139454.55955641565,139568.91772166264,139469.46733030153,138369.1920345975,137415.68436460395,137674.56756950807,138155.4455240985,139200.76523465998,141514.7337700669,142067.2493328973,143462.64735178582,142981.9607693876,143852.47933481963,142985.95645559544,143989.53650244157,142596.11680287283,143247.9433561232,147441.45067194462,146401.65587533312,149064.33057719824,152917.94923839442,152449.45970234787,152917.4245821471,151924.78967163042,152230.69400415177,151437.00893318353,157481.69666309888,158635.89578308762,162530.66472557955,165233.5592218985,166364.5586401649,170886.40737461075,170582.24430347772,167977.80634578958,169436.59872384497,171044.65709301567,171303.65731858884,171852.7349139352,172749.831543345,173229.34952766183,173455.5283012839,171659.29101202812,171818.0372617031,172458.05392828674,173613.89347140983,172141.33468141436,172356.39201456806,174572.65886687144,174219.33249913983,175288.98079971448,176500.58175163702,176981.04040013326,178373.5784719634,177198.4149116148,177980.99775956746,179405.81027906042,183612.96687689188,181967.62284296477,182389.73906404336,189570.868996428,187958.11816420223,188001.5819947337,182993.1710914146,185013.46509738325,183563.7146962481,180145.3267779212,180731.1250552266,181851.9736771053,181503.56100194255,179475.95853841235,179613.8633030748,181454.26497337766,181743.77865613697,180830.6845030123,180966.64748221482,180637.8726631188,178734.91672550386,178053.48288798917,178727.16068758376,180252.048958285,175548.65036760218,175808.37933672915,175887.2615062283,178852.04751134364,179342.12567135406,178778.98567587987,179269.29589766893,180316.0425120392,179527.1404524914,180953.67303709677,181961.72775888082,183815.01423737977,186215.2926909417,183729.4713025907,184788.90415660365,186444.76811967982,185913.24311172272,188317.70809642866,193595.62897465198,195770.89193375586,195564.02992979297,196445.12038535837,197987.5519769718,200276.35876340058,208265.5339172108,208770.92485953195,211080.32948179572,211877.42171294408,212204.2643721689,214806.86979408102,216424.86680829708,215823.81775902104,220359.4941399678,219863.94491751608,225195.1596229617,228572.23877082157,245254.42559745946,245913.56764424607,247857.9295002001,249622.18562548052,252276.81926189005,256231.45982107855,260205.99868221176,264657.2767743764,267359.9206451131,269450.74342913495,274129.96039282205,280743.8585170108,306869.3613013344,309071.92603764095,310747.05362507585,313087.90719865955,327229.71839598764,329865.62906301237
