,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
allal el fassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.2,60.5,81.0,60.9,70.6,83.4,96.0,90.2,64.6,95.8,90.6,89.2,92.2,90.1,95.5,92.5,80.9,83.3,84.4,78.9,81.6,87.1,87.1,92.2,91.1,92.3,93.6,88.5,84.0,,,,,,
al massira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,17.0,14.2,112.2,83.3,80.5,66.9,56.2,31.2,19.7,25.2,27.5,30.4,19.4,18.1,15.5,18.2,71.9,93.6,91.2,94.9,90.0,86.2,86.2,42.8,18.1,30.3,17.8,12.0,7.5,,,,,,
alwahda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,79.4,51.5,40.0,62.0,75.1,75.6,80.2,65.7,57.8,74.6,66.7,82.8,78.7,50.6,49.6,56.6,49.6,59.4,59.4,50.3,43.5,60.8,58.5,51.6,59.0,,,,,,
bin el ouidane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,26.6,43.7,27.0,79.8,81.6,49.7,37.3,23.4,20.1,42.7,51.9,63.2,46.2,65.0,45.7,53.4,71.6,76.7,79.0,90.0,69.4,65.7,65.7,44.3,17.8,74.0,42.2,19.7,14.0,,,,,,
el kensera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,32.4,28.4,31.6,85.0,82.5,26.4,36.9,49.5,62.0,92.8,97.1,59.4,50.2,67.5,50.0,94.6,90.7,72.1,71.3,86.4,61.2,87.2,87.2,60.5,44.9,97.9,53.7,22.0,25.8,,,,,,
hassan 1er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,20.5,41.7,34.6,91.8,98.1,56.9,56.3,22.9,18.2,39.8,58.9,89.9,57.1,57.5,38.2,42.3,79.8,68.9,44.0,56.3,40.9,57.6,57.6,50.9,19.1,81.3,29.7,18.3,15.1,,,,,,
idriss 1 er,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,13.2,9.5,7.2,74.5,53.9,54.4,42.3,42.2,48.5,62.8,93.0,71.6,51.4,67.7,44.2,77.1,81.3,60.2,59.5,69.8,59.3,60.5,60.5,50.0,39.4,77.2,82.5,57.2,45.2,,,,,,
lalla takerkoust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6,90.6,33.5,92.8,86.9,67.3,19.2,97.6,10.7,20.1,95.3,84.7,38.8,29.1,40.9,20.7,81.6,93.7,92.7,61.5,27.6,18.1,95.0,95.0,57.4,11.4,36.1,7.2,9.0,10.5,,,,,,
mansour eddahbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,65.9,87.7,75.0,81.2,71.9,64.2,71.6,25.4,17.8,27.3,38.2,37.9,29.4,68.4,60.9,91.6,90.3,94.5,77.3,54.7,32.2,99.4,99.4,92.5,51.4,55.0,41.8,16.9,19.6,,,,,,
mohamed v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,98.4,45.3,51.0,87.1,95.0,38.8,32.1,99.9,95.1,82.4,96.0,45.9,19.8,53.9,82.1,93.2,91.0,96.1,59.7,94.3,76.8,45.9,62.5,72.3,8.9,80.3,35.8,27.3,18.0,,,,,,
moulay youssef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,46.2,51.1,40.6,83.2,82.5,30.5,67.6,30.7,17.5,46.2,91.1,81.1,35.9,48.0,41.7,93.0,59.8,75.2,68.5,88.7,42.3,98.7,98.7,59.3,25.5,87.5,37.4,26.4,16.9,,,,,,
