branche,indicateur,source,r_reste,date,valeur
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-05-01,431463.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-06-01,553389.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-07-01,646323.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-08-01,759874.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-09-01,911063.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-10-01,1025119.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-11-01,1167257.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2014-12-01,1287237.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-01-01,68891.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-02-01,138535.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-03-01,224450.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-04-01,283780.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-05-01,394994.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-06-01,544127.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-07-01,630996.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-08-01,792315.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-09-01,888953.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-10-01,1036628.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-11-01,1154377.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2015-12-01,1288952.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-01-01,140000.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-02-01,208480.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-03-01,302793.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-04-01,412611.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-05-01,545096.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-06-01,660704.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-07-01,750703.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-08-01,922303.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-09-01,988241.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-10-01,1153381.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-11-01,1289331.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2016-12-01,1383215.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-01-01,85620.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-02-01,168387.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-03-01,247992.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-04-01,387000.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-05-01,516590.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-06-01,596619.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-07-01,742299.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-08-01,834613.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-09-01,931680.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-10-01,1087598.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-11-01,1219130.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2017-12-01,1310494.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-01-01,79719.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-02-01,145180.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-03-01,236877.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-04-01,335356.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-05-01,449115.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-06-01,530963.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-08-01,736265.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-09-01,884019.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-10-01,1068702.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-11-01,1177690.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2018-12-01,1311164.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-03-01,281017.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-04-01,386246.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-06-01,590230.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-07-01,724350.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-08-01,783217.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-09-01,946899.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-10-01,1140457.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-11-01,1247845.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2019-12-01,1395600.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-01-01,104582.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-03-01,249730.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-05-01,411340.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-06-01,547240.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-08-01,743004.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-09-01,905171.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-10-01,1034266.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-11-01,1188264.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2020-12-01,1296527.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-01-01,72439.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-02-01,145332.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-03-01,246507.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-04-01,343410.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-05-01,414046.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-06-01,531441.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-07-01,600862.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-08-01,709310.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-09-01,865987.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-10-01,1023081.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-11-01,1185020.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2021-12-01,1332772.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-01-01,47305.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-02-01,115029.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-03-01,193955.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-04-01,310363.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-05-01,473004.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-06-01,645241.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-07-01,719925.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-08-01,893585.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-09-01,1089969.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-10-01,1251122.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2022-12-01,1511267.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-01-01,30201.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-02-01,117405.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-03-01,210703.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-04-01,291162.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-05-01,422218.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-06-01,522879.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-07-01,599909.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-08-01,753996.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-09-01,914017.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-10-01,1108330.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-11-01,1251954.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2023-12-01,1350190.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-01-01,34805.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-02-01,92226.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-03-01,181280.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-04-01,268932.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-05-01,392844.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-06-01,469717.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-07-01,625674.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-08-01,766196.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-09-01,936354.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-10-01,1102649.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-11-01,1233655.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2024-12-01,1336090.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-01-01,30441.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-02-01,67661.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-03-01,136876.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-04-01,206691.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-05-01,321550.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-06-01,391353.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-07-01,523765.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-08-01,682672.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-09-01,814742.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-10-01,948177.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-11-01,1048347.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2025-12-01,1132801.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2026-01-01,24151.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2026-02-01,55153.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2026-03-01,89895.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2026-04-01,195828.0
Pêche,Débarquement de produits de pêche EN QUANTITE,Manar-Stat,0.9531275899707318,2026-05-01,264418.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2008-12-01,4478536.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2009-12-01,4256172.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2010-09-01,3382270.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2010-10-01,3767172.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2010-12-01,4225388.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-02-01,847304.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-03-01,1254059.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-04-01,1634780.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-05-01,1945581.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-06-01,2283303.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-07-01,2734468.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-09-01,3675904.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-10-01,4111731.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-11-01,4496078.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2011-12-01,5028986.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-01-01,449347.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-02-01,778503.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-03-01,1182035.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-04-01,1491912.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-05-01,1945450.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-06-01,2446181.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-07-01,2969004.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-08-01,3363507.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-09-01,3825060.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-10-01,4117906.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-11-01,4538929.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2012-12-01,5141542.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-01-01,437091.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-02-01,870120.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-03-01,1380394.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-04-01,1714576.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-05-01,2089863.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-06-01,2631922.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-07-01,3216659.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-08-01,3598679.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-09-01,4045533.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-10-01,4236063.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-11-01,4852153.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2013-12-01,5486351.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-01-01,374062.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-02-01,711426.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-03-01,1129530.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-04-01,1584037.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-05-01,2021436.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-06-01,2812542.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-07-01,3344509.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-08-01,3868822.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-09-01,4340634.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-10-01,4635115.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-11-01,5205582.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2014-12-01,6037219.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-01-01,408543.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-02-01,942283.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-03-01,1447313.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-04-01,1792400.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-05-01,2309047.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-06-01,3246247.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-07-01,3690838.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-08-01,4364768.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-09-01,4666997.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-10-01,5111858.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-11-01,5528990.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2015-12-01,6586298.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-02-01,1103133.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-03-01,1640292.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-04-01,2111929.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-05-01,2665626.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-06-01,3411358.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-07-01,3917569.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-08-01,4688300.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-09-01,4919490.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-10-01,5469671.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-11-01,5962536.0
Pêche,Débarquement de produits de pêche EN VALEUR ,Manar-Stat,0.965994006294107,2016-12-01,6845704.0
