equation,type,predicteur,retard,coefficient
Construction,A_l,Commerce,3,0.0007849002591641912
Construction,A_l,Transports,3,0.0009233944896738938
Construction,A_l,"Électricité, gaz, eau",3,0.0002775965740521131
Construction,A_l,Services aux entreprises,3,-2.865008883847761e-05
Construction,A_l,Administration publique,3,-0.01634430316596696
Construction,A_l,Éducation-santé,3,0.0005969496531782752
Construction,A_l,Autres services,3,-0.008288480203406605
Construction,A_l,Industrie de transformation,4,-0.0004651465287763806
Construction,A_l,Finances et assurances,4,0.0023812959894811848
Construction,A_l,Hébergement-restauration,4,0.00012166375138674967
Construction,A_l,Pêche,4,-0.00010644302860528306
Construction,A_l,Industrie d'extraction,4,7.18057145839098e-05
Construction,A_l,Construction,4,-0.0005105150853119513
Construction,A_l,Information-communication,4,0.00043301799881289855
Construction,A_l,Immobilier,4,-0.0008270674598350178
Construction,A_l,Agriculture,4,-0.00028672840510015696
Construction,A_l,Commerce,4,-0.0017934683279378087
Construction,A_l,Transports,4,-0.0003252048070181141
Construction,A_l,"Électricité, gaz, eau",4,0.00019980606257293795
Construction,A_l,Services aux entreprises,4,9.658100249711179e-05
Construction,A_l,Administration publique,4,-0.005614941874964458
Construction,A_l,Éducation-santé,4,-0.0015337593747159202
Construction,A_l,Autres services,4,-0.0007707711630891353
Construction,A_l,Industrie de transformation,5,-0.000182067340662142
Construction,A_l,Finances et assurances,5,-0.0013890762645383608
Construction,A_l,Hébergement-restauration,5,-9.878300187915264e-05
Construction,A_l,Pêche,5,7.174132541776759e-05
Construction,A_l,Industrie d'extraction,5,-0.00017271787263295254
Construction,A_l,Construction,5,0.00039228215895716214
Construction,A_l,Information-communication,5,0.0004832436035327913
Construction,A_l,Immobilier,5,0.0037038725162470967
Construction,A_l,Agriculture,5,0.00014926552487776805
Construction,A_l,Commerce,5,0.0008370083347165344
Construction,A_l,Transports,5,-0.00021882126507399594
Construction,A_l,"Électricité, gaz, eau",5,-0.0009539168818874761
Construction,A_l,Services aux entreprises,5,-0.0002290543108194586
Construction,A_l,Administration publique,5,0.004338223164190812
Construction,A_l,Éducation-santé,5,0.0012438046665274596
Construction,A_l,Autres services,5,-0.0011878787703535987
Information-communication,constante,,0,0.014267057858866932
Information-communication,A_l,Industrie de transformation,1,0.008664353937658308
Information-communication,A_l,Finances et assurances,1,0.020546459917817967
Information-communication,A_l,Hébergement-restauration,1,-0.0020541804256800746
Information-communication,A_l,Pêche,1,0.0005381046350997078
Information-communication,A_l,Industrie d'extraction,1,-0.0004503702191292598
Information-communication,A_l,Construction,1,0.03679806953405844
Information-communication,A_l,Information-communication,1,0.031995833925574334
Information-communication,A_l,Immobilier,1,0.08610728118569413
Information-communication,A_l,Agriculture,1,-0.00939927056755341
Information-communication,A_l,Commerce,1,0.007430549444104478
Information-communication,A_l,Transports,1,-0.0010338585956372064
Information-communication,A_l,"Électricité, gaz, eau",1,0.019208369719498995
Information-communication,A_l,Services aux entreprises,1,0.00033826648377962903
Information-communication,A_l,Administration publique,1,0.02955391576963768
Information-communication,A_l,Éducation-santé,1,0.09525973693497529
Information-communication,A_l,Autres services,1,0.022578612735488793
Information-communication,A_l,Industrie de transformation,2,-0.005821724111190013
Information-communication,A_l,Finances et assurances,2,-0.0009818055160006284
Information-communication,A_l,Hébergement-restauration,2,-0.0010676822465347834
Information-communication,A_l,Pêche,2,-0.002094405222121621
Information-communication,A_l,Industrie d'extraction,2,0.0006370429343405526
Information-communication,A_l,Construction,2,0.001772664891985707
Information-communication,A_l,Information-communication,2,0.0018481152634499288
Information-communication,A_l,Immobilier,2,0.021982943159528878
Information-communication,A_l,Agriculture,2,-0.0036064352185560954
Information-communication,A_l,Commerce,2,-0.009955894284418357
Information-communication,A_l,Transports,2,-0.0040585908312183
Information-communication,A_l,"Électricité, gaz, eau",2,-0.0029089497307259312
Information-communication,A_l,Services aux entreprises,2,-0.010099132441411002
Information-communication,A_l,Administration publique,2,-0.05612309486519793
Information-communication,A_l,Éducation-santé,2,0.03208936616460335
Information-communication,A_l,Autres services,2,0.004033884898610721
Information-communication,A_l,Industrie de transformation,3,0.005975733889210671
Information-communication,A_l,Finances et assurances,3,0.0019670672094150585
Information-communication,A_l,Hébergement-restauration,3,0.0009861367277877976
Information-communication,A_l,Pêche,3,0.00024084869266177347
Information-communication,A_l,Industrie d'extraction,3,0.0012376923529926142
Information-communication,A_l,Construction,3,0.008427745558999496
Information-communication,A_l,Information-communication,3,0.001040099663200329
Information-communication,A_l,Immobilier,3,0.007481984131448325
Information-communication,A_l,Agriculture,3,-0.00028450485284584677
Information-communication,A_l,Commerce,3,0.005101573361332161
Information-communication,A_l,Transports,3,0.0038092947311424118
Information-communication,A_l,"Électricité, gaz, eau",3,0.0020296707422322612
Information-communication,A_l,Services aux entreprises,3,0.0029242914772377713
Information-communication,A_l,Administration publique,3,-0.0424023146636654
Information-communication,A_l,Éducation-santé,3,0.016378273790670233
Information-communication,A_l,Autres services,3,-0.0009773035010419413
Information-communication,A_l,Industrie de transformation,4,0.0013436023805043643
Information-communication,A_l,Finances et assurances,4,0.003265949339671456
Information-communication,A_l,Hébergement-restauration,4,0.0005648968038023824
Information-communication,A_l,Pêche,4,0.0008604203261444934
Information-communication,A_l,Industrie d'extraction,4,0.000783373675753309
Information-communication,A_l,Construction,4,0.001164701877657011
Information-communication,A_l,Information-communication,4,0.0033298245370338886
Information-communication,A_l,Immobilier,4,0.008516150921304505
Information-communication,A_l,Agriculture,4,-0.0003956515081200469
Information-communication,A_l,Commerce,4,0.0007355038723732332
Information-communication,A_l,Transports,4,0.000629508554041233
Information-communication,A_l,"Électricité, gaz, eau",4,0.001576412932475164
Information-communication,A_l,Services aux entreprises,4,0.0005470475343893652
Information-communication,A_l,Administration publique,4,0.024617910576141044
Information-communication,A_l,Éducation-santé,4,-0.0010664778141656682
Information-communication,A_l,Autres services,4,0.004592533829920521
Information-communication,A_l,Industrie de transformation,5,-0.00015834516627314535
Information-communication,A_l,Finances et assurances,5,-0.005235186449034052
Information-communication,A_l,Hébergement-restauration,5,-1.7089523054491092e-05
Information-communication,A_l,Pêche,5,-0.000301528564286801
Information-communication,A_l,Industrie d'extraction,5,0.00016493546831306121
Information-communication,A_l,Construction,5,9.786886147980444e-05
Information-communication,A_l,Information-communication,5,0.0017139196590295067
Information-communication,A_l,Immobilier,5,0.006349984713265075
Information-communication,A_l,Agriculture,5,-0.00017411266126091118
Information-communication,A_l,Commerce,5,0.00044094519139134167
Information-communication,A_l,Transports,5,0.00042475140400738073
Information-communication,A_l,"Électricité, gaz, eau",5,0.0003099984144072955
Information-communication,A_l,Services aux entreprises,5,6.900740788247848e-05
Information-communication,A_l,Administration publique,5,-0.0002000202228042677
Information-communication,A_l,Éducation-santé,5,0.002122548078848069
Information-communication,A_l,Autres services,5,-0.001009933704672936
Immobilier,constante,,0,0.00699781880183034
Immobilier,A_l,Industrie de transformation,1,-0.0004066153780733782
Immobilier,A_l,Finances et assurances,1,0.017456535415761844
Immobilier,A_l,Hébergement-restauration,1,-9.746575805560732e-05
Immobilier,A_l,Pêche,1,-0.003472030439569217
Immobilier,A_l,Industrie d'extraction,1,0.00020762269882707474
Immobilier,A_l,Construction,1,0.009138351566836983
Immobilier,A_l,Information-communication,1,0.0021171649888653125
Immobilier,A_l,Immobilier,1,0.05992596427446182
Immobilier,A_l,Agriculture,1,0.0011683147766164072
Immobilier,A_l,Commerce,1,-0.004384103076462449
Immobilier,A_l,Transports,1,0.0007292392038064156
Immobilier,A_l,"Électricité, gaz, eau",1,0.0014847074617640934
Immobilier,A_l,Services aux entreprises,1,0.004012548845879523
Immobilier,A_l,Administration publique,1,0.04132784479232083
Immobilier,A_l,Éducation-santé,1,0.024382124894819432
Immobilier,A_l,Autres services,1,0.011489655404275701
Immobilier,A_l,Industrie de transformation,2,0.0036313334811187083
Immobilier,A_l,Finances et assurances,2,-0.0008777430701125413
Immobilier,A_l,Hébergement-restauration,2,-0.00020709042567137727
Immobilier,A_l,Pêche,2,7.050191534109596e-05
Immobilier,A_l,Industrie d'extraction,2,-0.00042616783338381343
Immobilier,A_l,Construction,2,-0.002009525273767083
Immobilier,A_l,Information-communication,2,-0.0003466894240111068
Immobilier,A_l,Immobilier,2,-0.002782988655116595
Immobilier,A_l,Agriculture,2,1.1714525893523241e-05
Immobilier,A_l,Commerce,2,0.0004994055971171278
Immobilier,A_l,Transports,2,0.0007139125389265884
Immobilier,A_l,"Électricité, gaz, eau",2,0.0017132635972457657
Immobilier,A_l,Services aux entreprises,2,0.001091148371346523
Immobilier,A_l,Administration publique,2,-0.002541435916507715
Immobilier,A_l,Éducation-santé,2,4.2964868934069925e-05
Immobilier,A_l,Autres services,2,0.0018529533825258745
Immobilier,A_l,Industrie de transformation,3,-0.00046725704687527797
Immobilier,A_l,Finances et assurances,3,-0.0012719662039041135
Immobilier,A_l,Hébergement-restauration,3,-9.156709905679171e-05
Immobilier,A_l,Pêche,3,-0.00016718996546479016
Immobilier,A_l,Industrie d'extraction,3,8.154982537788048e-05
Immobilier,A_l,Construction,3,0.00021190121352983223
Immobilier,A_l,Information-communication,3,0.0006421524810510959
Immobilier,A_l,Immobilier,3,-0.00024312208884685643
Immobilier,A_l,Agriculture,3,0.00027929241396451885
Immobilier,A_l,Commerce,3,-0.000551007578780585
Immobilier,A_l,Transports,3,-0.0004237617531488799
Immobilier,A_l,"Électricité, gaz, eau",3,-2.3043972441917406e-05
Immobilier,A_l,Services aux entreprises,3,-0.0005740577965629319
Immobilier,A_l,Administration publique,3,-0.011934238203548206
Immobilier,A_l,Éducation-santé,3,0.0035056462140177665
Immobilier,A_l,Autres services,3,0.0008767291009912259
Immobilier,A_l,Industrie de transformation,4,-0.0006716349745568139
Immobilier,A_l,Finances et assurances,4,-0.001984928549262804
Immobilier,A_l,Hébergement-restauration,4,-0.00011462373034414558
Immobilier,A_l,Pêche,4,-0.00015180571411603147
Immobilier,A_l,Industrie d'extraction,4,0.0002550401568107941
Immobilier,A_l,Construction,4,0.0006534331448908596
Immobilier,A_l,Information-communication,4,0.00016930698611283904
Immobilier,A_l,Immobilier,4,-0.0020030002945410465
Immobilier,A_l,Agriculture,4,0.0006734500156407012
Immobilier,A_l,Commerce,4,-0.000127674107213874
Immobilier,A_l,Transports,4,8.882896638562063e-05
Immobilier,A_l,"Électricité, gaz, eau",4,0.00010980213497965143
Immobilier,A_l,Services aux entreprises,4,-0.0004983161580828885
Immobilier,A_l,Administration publique,4,0.00026286972139833017
Immobilier,A_l,Éducation-santé,4,-0.001994025444156125
Immobilier,A_l,Autres services,4,-0.00017589649665685625
Immobilier,A_l,Industrie de transformation,5,-3.5987279374859245e-05
Immobilier,A_l,Finances et assurances,5,-0.0008400721300006056
Immobilier,A_l,Hébergement-restauration,5,-5.59506425613761e-05
Immobilier,A_l,Pêche,5,3.045442868282094e-05
Immobilier,A_l,Industrie d'extraction,5,-4.2165372403493744e-05
Immobilier,A_l,Construction,5,0.0003344673931694731
Immobilier,A_l,Information-communication,5,0.0004063081219666986
Immobilier,A_l,Immobilier,5,0.001331727192761251
Immobilier,A_l,Agriculture,5,7.087871980627425e-05
Immobilier,A_l,Commerce,5,0.00044162097687526643
Immobilier,A_l,Transports,5,6.797819690914903e-05
Immobilier,A_l,"Électricité, gaz, eau",5,-0.00017482670022185025
Immobilier,A_l,Services aux entreprises,5,-0.00012220279065603025
Immobilier,A_l,Administration publique,5,0.003801798601393812
Immobilier,A_l,Éducation-santé,5,0.0006909831361085513
Immobilier,A_l,Autres services,5,0.0004385463070159482
Agriculture,constante,,0,0.01191165457307014
Agriculture,A_l,Industrie de transformation,1,0.004985266469730405
Agriculture,A_l,Finances et assurances,1,-0.13147896934572445
Agriculture,A_l,Hébergement-restauration,1,-0.003225945218020851
Agriculture,A_l,Pêche,1,-0.003629909521806234
Agriculture,A_l,Industrie d'extraction,1,-0.015737817366324625
Agriculture,A_l,Construction,1,0.007972918909467833
Agriculture,A_l,Information-communication,1,0.039161352815683004
Agriculture,A_l,Immobilier,1,-0.2877452855238855
Agriculture,A_l,Agriculture,1,-0.014354126716943041
Agriculture,A_l,Commerce,1,0.03388132507288749
Agriculture,A_l,Transports,1,0.009575693980174434
Agriculture,A_l,"Électricité, gaz, eau",1,-0.04284617161750949
Agriculture,A_l,Services aux entreprises,1,0.019774154888278512
Agriculture,A_l,Administration publique,1,0.0582283722932106
Agriculture,A_l,Éducation-santé,1,0.12111735502082632
Agriculture,A_l,Autres services,1,0.08886930606942485
Agriculture,A_l,Industrie de transformation,2,0.026053052588634246
Agriculture,A_l,Finances et assurances,2,-0.0021852648818354078
Agriculture,A_l,Hébergement-restauration,2,0.0036581304746536206
Agriculture,A_l,Pêche,2,0.005024910041628718
Agriculture,A_l,Industrie d'extraction,2,-0.007862997077191318
Agriculture,A_l,Construction,2,-0.02159414166750176
Agriculture,A_l,Information-communication,2,0.0050814216113098595
Agriculture,A_l,Immobilier,2,-0.09621436987244145
Agriculture,A_l,Agriculture,2,0.002277678497976083
Agriculture,A_l,Commerce,2,0.01979837005974729
Agriculture,A_l,Transports,2,0.004323785695562587
Agriculture,A_l,"Électricité, gaz, eau",2,0.022866472006355755
Agriculture,A_l,Services aux entreprises,2,0.01557114807940053
Agriculture,A_l,Administration publique,2,-0.07412941783008921
Agriculture,A_l,Éducation-santé,2,0.014056577359609695
Agriculture,A_l,Autres services,2,-0.0017503839500826483
Agriculture,A_l,Industrie de transformation,3,-0.007375438496426097
Agriculture,A_l,Finances et assurances,3,0.008122372972464691
Agriculture,A_l,Hébergement-restauration,3,-0.0037904424328275856
Agriculture,A_l,Pêche,3,-0.000595851024339603
Agriculture,A_l,Industrie d'extraction,3,-0.0008445023656074961
Agriculture,A_l,Construction,3,-0.00583473010501863
Agriculture,A_l,Information-communication,3,0.005165565923774078
Agriculture,A_l,Immobilier,3,0.018294190917185184
Agriculture,A_l,Agriculture,3,-0.0034406546063235123
Agriculture,A_l,Commerce,3,-0.012393610716553526
Agriculture,A_l,Transports,3,-0.00863688181490605
Agriculture,A_l,"Électricité, gaz, eau",3,-0.0036624381405694277
Agriculture,A_l,Services aux entreprises,3,-0.013227990670727848
Agriculture,A_l,Administration publique,3,-0.04291930296239404
Agriculture,A_l,Éducation-santé,3,-0.010621890825289549
Agriculture,A_l,Autres services,3,-0.005859826490715431
Agriculture,A_l,Industrie de transformation,4,-0.006800067584079396
Agriculture,A_l,Finances et assurances,4,0.003557917060500893
Agriculture,A_l,Hébergement-restauration,4,-0.0013514924657047128
Agriculture,A_l,Pêche,4,-0.0008527707996426049
Agriculture,A_l,Industrie d'extraction,4,0.000273985388523641
Agriculture,A_l,Construction,4,0.005620750207243655
Agriculture,A_l,Information-communication,4,0.0006187090475437966
Agriculture,A_l,Immobilier,4,0.023951267713950133
Agriculture,A_l,Agriculture,4,-0.002382962714255562
Agriculture,A_l,Commerce,4,-0.0017833730235861998
Agriculture,A_l,Transports,4,-0.0023377176009470113
Agriculture,A_l,"Électricité, gaz, eau",4,-0.004099584453384943
Agriculture,A_l,Services aux entreprises,4,-0.0026409269442680184
Agriculture,A_l,Administration publique,4,-0.007561695180700965
Agriculture,A_l,Éducation-santé,4,0.02891396223319171
Agriculture,A_l,Autres services,4,-0.024793535808831098
Agriculture,A_l,Industrie de transformation,5,0.0016415103945025692
Agriculture,A_l,Finances et assurances,5,0.00971903207470033
Agriculture,A_l,Hébergement-restauration,5,-0.0005258425645167208
Agriculture,A_l,Pêche,5,0.00010339036101691918
Agriculture,A_l,Industrie d'extraction,5,0.0009506037059409564
Agriculture,A_l,Construction,5,0.0013455242018019984
Agriculture,A_l,Information-communication,5,-0.000756282278186802
Agriculture,A_l,Immobilier,5,0.006529665136907345
Agriculture,A_l,Agriculture,5,-0.0002584056130142658
Agriculture,A_l,Commerce,5,0.003049840918331931
Agriculture,A_l,Transports,5,-0.000691157865561438
Agriculture,A_l,"Électricité, gaz, eau",5,-2.056657063316097e-05
Agriculture,A_l,Services aux entreprises,5,-0.0008805400674326892
Agriculture,A_l,Administration publique,5,0.03102776652554479
Agriculture,A_l,Éducation-santé,5,-0.005390675548446403
Agriculture,A_l,Autres services,5,-0.0008497665709970218
Commerce,constante,,0,0.005333003849334615
Commerce,A_l,Industrie de transformation,1,-0.015678297606817278
Commerce,A_l,Finances et assurances,1,0.04818645462490486
Commerce,A_l,Hébergement-restauration,1,-0.0030622037851657396
Commerce,A_l,Pêche,1,-0.004839901724398999
Commerce,A_l,Industrie d'extraction,1,-0.0017489470837791297
Commerce,A_l,Construction,1,-0.02302248161829813
Commerce,A_l,Information-communication,1,-0.0035838352150294275
Commerce,A_l,Immobilier,1,0.06109602802322912
Commerce,A_l,Agriculture,1,-0.0009184934339347114
Commerce,A_l,Commerce,1,-0.022834025350331202
Commerce,A_l,Transports,1,-0.020992005414604855
Commerce,A_l,"Électricité, gaz, eau",1,-0.0051982420799794
Commerce,A_l,Services aux entreprises,1,-0.02104163173701019
Commerce,A_l,Administration publique,1,0.005991419831937941
Commerce,A_l,Éducation-santé,1,-0.012627377431907059
Commerce,A_l,Autres services,1,0.17904830435782776
Commerce,A_l,Industrie de transformation,2,-0.00039212616811829356
Commerce,A_l,Finances et assurances,2,0.009035875362181927
Commerce,A_l,Hébergement-restauration,2,-0.003908904461913151
Commerce,A_l,Pêche,2,0.001261834189354571
Commerce,A_l,Industrie d'extraction,2,-0.0011702111979685892
Commerce,A_l,Construction,2,0.0015725906150272102
Commerce,A_l,Information-communication,2,0.0019852925299894777
Commerce,A_l,Immobilier,2,0.009220080982167894
Commerce,A_l,Agriculture,2,-0.002005676826313891
Commerce,A_l,Commerce,2,-0.003999444816623994
Commerce,A_l,Transports,2,-0.001067356863024172
Commerce,A_l,"Électricité, gaz, eau",2,0.005169910733561103
Commerce,A_l,Services aux entreprises,2,-0.0022002547632740638
Commerce,A_l,Administration publique,2,0.0029709766429102365
Commerce,A_l,Éducation-santé,2,-0.0070534188639206075
Commerce,A_l,Autres services,2,-0.016322801708600874
Commerce,A_l,Industrie de transformation,3,-0.0010635636124913012
Commerce,A_l,Finances et assurances,3,0.006278040056241544
Commerce,A_l,Hébergement-restauration,3,-0.00026580082991279827
Commerce,A_l,Pêche,3,-0.0005273848471831905
Commerce,A_l,Industrie d'extraction,3,-0.0012822213289159147
Commerce,A_l,Construction,3,-0.0016493343084381677
Commerce,A_l,Information-communication,3,0.0023201075206766186
Commerce,A_l,Immobilier,3,0.007521147577252867
Commerce,A_l,Agriculture,3,-0.00040965605069119505
Commerce,A_l,Commerce,3,-0.0054128458712855865
Commerce,A_l,Transports,3,-0.0004333650836802869
Commerce,A_l,"Électricité, gaz, eau",3,0.0009378475106916242
Commerce,A_l,Services aux entreprises,3,-0.00043879198492789327
Commerce,A_l,Administration publique,3,-0.0035890182873460075
Commerce,A_l,Éducation-santé,3,0.002967930156175649
Commerce,A_l,Autres services,3,-0.004398754417866688
Commerce,A_l,Industrie de transformation,4,-0.0009670988207389319
Commerce,A_l,Finances et assurances,4,0.005609441489920365
Commerce,A_l,Hébergement-restauration,4,-0.0003252753640706101
Commerce,A_l,Pêche,4,-3.3268290406809956e-05
Commerce,A_l,Industrie d'extraction,4,0.0014265017302370357
Commerce,A_l,Construction,4,-0.0009916582892609857
Commerce,A_l,Information-communication,4,-0.0006520257668635555
Commerce,A_l,Immobilier,4,0.0005524669010150167
Commerce,A_l,Agriculture,4,-0.00103818364764913
Commerce,A_l,Commerce,4,-0.000875596469922524
Commerce,A_l,Transports,4,-0.0011283435790641128
Commerce,A_l,"Électricité, gaz, eau",4,2.0338815405276673e-05
Commerce,A_l,Services aux entreprises,4,-0.0013329836977270385
Commerce,A_l,Administration publique,4,-0.005935433593833631
Commerce,A_l,Éducation-santé,4,0.0014954036370993075
Commerce,A_l,Autres services,4,-0.00519944520043323
Commerce,A_l,Industrie de transformation,5,0.0007416568662392981
Commerce,A_l,Finances et assurances,5,-0.0004989275472983876
Commerce,A_l,Hébergement-restauration,5,-9.847362475017628e-05
Commerce,A_l,Pêche,5,-2.9783215535391776e-06
Commerce,A_l,Industrie d'extraction,5,0.00041862603016159703
Commerce,A_l,Construction,5,0.0008169830690088547
Commerce,A_l,Information-communication,5,-0.0005109274985958349
Commerce,A_l,Immobilier,5,0.0011762563676919549
Commerce,A_l,Agriculture,5,0.0001577362035204125
Commerce,A_l,Commerce,5,0.0009812685371737284
Commerce,A_l,Transports,5,-0.00025098555392751563
Commerce,A_l,"Électricité, gaz, eau",5,-0.0007049331602299153
Commerce,A_l,Services aux entreprises,5,-1.8270025824210317e-05
Commerce,A_l,Administration publique,5,-0.0029286410572081484
Commerce,A_l,Éducation-santé,5,0.005813282572531865
Commerce,A_l,Autres services,5,-0.0029727041106442946
Transports,constante,,0,0.003147570851461449
Transports,A_l,Industrie de transformation,1,-0.032312024787616855
Transports,A_l,Finances et assurances,1,0.15453866304939248
Transports,A_l,Hébergement-restauration,1,0.012179896460703244
Transports,A_l,Pêche,1,-0.0049408194307905325
Transports,A_l,Industrie d'extraction,1,-0.01244087038783519
Transports,A_l,Construction,1,-0.04625918348299424
Transports,A_l,Information-communication,1,-0.02698329843852772
Transports,A_l,Immobilier,1,0.23233496465611295
Transports,A_l,Agriculture,1,0.004367743481563242
Transports,A_l,Commerce,1,-0.012687557385764436
Transports,A_l,Transports,1,-0.033765718477991195
Transports,A_l,"Électricité, gaz, eau",1,0.004030979232909908
Transports,A_l,Services aux entreprises,1,0.005398000666777665
Transports,A_l,Administration publique,1,0.03208971722279406
Transports,A_l,Éducation-santé,1,0.042116187153322784
Transports,A_l,Autres services,1,0.5472338163557185
Transports,A_l,Industrie de transformation,2,-0.004383167796664833
Transports,A_l,Finances et assurances,2,-0.01174560959218911
Transports,A_l,Hébergement-restauration,2,-0.00895798325551237
Transports,A_l,Pêche,2,0.00234497165701617
Transports,A_l,Industrie d'extraction,2,0.002876195429765223
Transports,A_l,Construction,2,-0.017851011514305494
Transports,A_l,Information-communication,2,0.001311589181752876
Transports,A_l,Immobilier,2,0.003213588770191501
Transports,A_l,Agriculture,2,0.000633509560416303
Transports,A_l,Commerce,2,-0.012011916394683873
Transports,A_l,Transports,2,-0.00837757912732596
Transports,A_l,"Électricité, gaz, eau",2,-0.0012498194054506905
Transports,A_l,Services aux entreprises,2,-0.010451841994223344
Transports,A_l,Administration publique,2,0.019960582569962963
Transports,A_l,Éducation-santé,2,0.005955134883568579
Transports,A_l,Autres services,2,-0.016879797461287052
Transports,A_l,Industrie de transformation,3,-0.004652477012681293
Transports,A_l,Finances et assurances,3,-0.0014262674500840232
Transports,A_l,Hébergement-restauration,3,-0.0018266070481141614
Transports,A_l,Pêche,3,-0.0005833176026504551
Transports,A_l,Industrie d'extraction,3,-0.0028189759826122074
Transports,A_l,Construction,3,-0.0017741397864039054
Transports,A_l,Information-communication,3,0.0031205725358874627
Transports,A_l,Immobilier,3,0.005960127070524594
Transports,A_l,Agriculture,3,-0.0006650706465422479
Transports,A_l,Commerce,3,-0.008000114814758446
Transports,A_l,Transports,3,0.0005040817568378869
Transports,A_l,"Électricité, gaz, eau",3,-0.0019303088098369663
Transports,A_l,Services aux entreprises,3,-0.002974917270014262
Transports,A_l,Administration publique,3,-0.0012900569883612589
Transports,A_l,Éducation-santé,3,-0.003034298684367997
Transports,A_l,Autres services,3,-0.0227134746609338
Transports,A_l,Industrie de transformation,4,-0.00045573645012172065
Transports,A_l,Finances et assurances,4,0.006544280792362147
Transports,A_l,Hébergement-restauration,4,0.00017648965883646013
Transports,A_l,Pêche,4,0.0003343644878427255
Transports,A_l,Industrie d'extraction,4,0.0009230651529925572
Transports,A_l,Construction,4,-0.005083680841672332
Transports,A_l,Information-communication,4,0.0004513254513166808
Transports,A_l,Immobilier,4,0.0010737993651650291
Transports,A_l,Agriculture,4,-0.0012359942916496123
Transports,A_l,Commerce,4,-0.0036461635174556656
Transports,A_l,Transports,4,-0.0018307183512452623
Transports,A_l,"Électricité, gaz, eau",4,0.001117583852757687
Transports,A_l,Services aux entreprises,4,-0.001473403151233301
Transports,A_l,Administration publique,4,-0.007500847159105174
Transports,A_l,Éducation-santé,4,0.01260989333289858
Transports,A_l,Autres services,4,-0.009446421177239778
Transports,A_l,Industrie de transformation,5,-0.00138646376591449
Transports,A_l,Finances et assurances,5,-0.004368992408467199
Transports,A_l,Hébergement-restauration,5,-0.0004232642255649498
Transports,A_l,Pêche,5,-0.0003768192357364214
Transports,A_l,Industrie d'extraction,5,-0.00014188731461158108
Transports,A_l,Construction,5,-0.0010544901116277545
Transports,A_l,Information-communication,5,-0.0007294736921441819
Transports,A_l,Immobilier,5,0.0012934762885050337
Transports,A_l,Agriculture,5,0.0009210284371894436
Transports,A_l,Commerce,5,0.0010219209667870614
Transports,A_l,Transports,5,-0.0015869668031432314
Transports,A_l,"Électricité, gaz, eau",5,-0.0028437156934268916
Transports,A_l,Services aux entreprises,5,-0.002879914311884952
Transports,A_l,Administration publique,5,0.0009463543597723513
Transports,A_l,Éducation-santé,5,0.0070643468154949155
Transports,A_l,Autres services,5,-0.00710563847689055
"Électricité, gaz, eau",constante,,0,0.00946211609581262
"Électricité, gaz, eau",A_l,Industrie de transformation,1,-0.024136621092611
"Électricité, gaz, eau",A_l,Finances et assurances,1,-0.04767112957288295
"Électricité, gaz, eau",A_l,Hébergement-restauration,1,-0.004671999195800539
"Électricité, gaz, eau",A_l,Pêche,1,-0.008120307293459628
"Électricité, gaz, eau",A_l,Industrie d'extraction,1,0.03884035746986858
"Électricité, gaz, eau",A_l,Construction,1,-0.03155884594870895
"Électricité, gaz, eau",A_l,Information-communication,1,-0.003916010795555744
"Électricité, gaz, eau",A_l,Immobilier,1,0.07787382588555583
"Électricité, gaz, eau",A_l,Agriculture,1,0.01057469341977119
"Électricité, gaz, eau",A_l,Commerce,1,-0.008311772455906242
"Électricité, gaz, eau",A_l,Transports,1,-0.008236781745187226
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",1,-0.03966371646086352
"Électricité, gaz, eau",A_l,Services aux entreprises,1,-0.04377466101033741
"Électricité, gaz, eau",A_l,Administration publique,1,-0.12009861357554547
"Électricité, gaz, eau",A_l,Éducation-santé,1,0.06281547349931343
"Électricité, gaz, eau",A_l,Autres services,1,0.09053863613911406
"Électricité, gaz, eau",A_l,Industrie de transformation,2,-0.007265445082768838
"Électricité, gaz, eau",A_l,Finances et assurances,2,-0.004911612868033006
"Électricité, gaz, eau",A_l,Hébergement-restauration,2,-0.00435090542351122
"Électricité, gaz, eau",A_l,Pêche,2,0.004715478908877766
"Électricité, gaz, eau",A_l,Industrie d'extraction,2,0.0033028574347313726
"Électricité, gaz, eau",A_l,Construction,2,0.005603768093837103
"Électricité, gaz, eau",A_l,Information-communication,2,0.0062394473459464975
"Électricité, gaz, eau",A_l,Immobilier,2,0.017347360245083314
"Électricité, gaz, eau",A_l,Agriculture,2,-0.005301039937358122
"Électricité, gaz, eau",A_l,Commerce,2,0.005088131495389729
"Électricité, gaz, eau",A_l,Transports,2,-0.0025108735747412323
"Électricité, gaz, eau",A_l,"Électricité, gaz, eau",2,-0.00442866876396875
"Électricité, gaz, eau",A_l,Services aux entreprises,2,0.0011121217457090824
"Électricité, gaz, eau",A_l,Administration publique,2,0.005154546860771805
"Électricité, gaz, eau",A_l,Éducation-santé,2,-0.007531880569049443
"Électricité, gaz, eau",A_l,Autres services,2,-0.025720038243834308
"Électricité, gaz, eau",A_l,Industrie de transformation,3,0.001971052791827261
"Électricité, gaz, eau",A_l,Finances et assurances,3,0.004043840307710152
"Électricité, gaz, eau",A_l,Hébergement-restauration,3,-0.0007882448415744742
"Électricité, gaz, eau",A_l,Pêche,3,-0.00021720063639249664
