Date,facteur
2010-07-01,4.049712213722903
2010-10-01,6.97827903359493
2011-01-01,0.025291353034649647
2011-04-01,-0.26224589682981697
2011-07-01,-1.3827419787033322
2011-10-01,0.003989132346340522
2012-01-01,-1.2477318499317351
2012-04-01,1.0402788843723805
2012-07-01,-1.7042196837489338
2012-10-01,0.1665899458277579
2013-01-01,-5.160550515404349
2013-04-01,0.5848929509332284
2013-07-01,2.285395343298666
2014-01-01,0.046558354081789294
2014-04-01,-1.9588278828222287
2014-07-01,0.781380134040672
2014-10-01,-4.183158809534921
2015-01-01,4.321358303421983
2015-04-01,0.9877048553572791
2015-07-01,-1.6328488345810086
2016-04-01,0.7806109400543447
2016-07-01,0.4600040163094996
2016-10-01,-4.119042917448655
2017-01-01,2.3207563386857233
2017-04-01,0.054167941631170995
2017-07-01,-1.4606030590560148
2017-10-01,0.38012408648670226
2018-01-01,-1.209394944665786
2018-04-01,1.295895439816204
2018-07-01,0.24113356840878902
2018-10-01,0.41591184047065255
2019-01-01,-2.5653195378690654
2019-04-01,1.4419020259048454
2019-07-01,0.5891607946724372
2019-10-01,-0.5492631871780524
2020-01-01,-2.6407519857563924
2020-04-01,1.1113079126753322
2020-07-01,0.6036452172363044
2020-10-01,0.4696061899779011
2021-01-01,-2.4423547485010175
2021-04-01,1.3646308000809653
2021-07-01,0.3689501975678781
2021-10-01,1.32633638069672
2022-01-01,-1.8605133254020234
2022-04-01,1.2560391970856906
2022-07-01,0.6350520916936123
2022-10-01,0.4046519474334285
2023-01-01,-2.8835068016208996
2023-04-01,1.2761375436290912
2023-07-01,0.4963017427710409
2023-10-01,0.2379987132832729
2024-01-01,-2.3137430336385774
2024-04-01,1.2702006883789163
2024-07-01,0.6209000009850091
2024-10-01,0.44861836229624913
2025-01-01,-2.673838206785616
2025-04-01,1.4161873884548215
2025-07-01,0.6343136638117103
2025-10-01,0.44338903259371343
2026-01-01,-2.6994606368536225
2026-04-01,1.3147532692074464
