;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
POISSON PELAGIQUE;821282.0;938148.0;965374.0;781730.0;979762.0;1033893.0;1153015.0;1132236.0;1225914.0;1165003.0;1189229.0;1254918.0;1139197.0;1149315.0;1347813.0
CEPHALOPODES;36120.0;38221.0;25467.0;32445.0;39589.0;46056.0;37602.0;47290.0;45859.0;46491.0;63789.0;69362.0;75487.0;86184.0;83081.0
POISSON BLANC;79639.0;84954.0;72354.0;70014.0;74189.0;71982.0;78539.0;83899.0;80048.0;68563.0;38354.0;48347.0;53814.0;68925.0;60461.0
COQUILLAGES;648.0;1064.0;1591.0;1523.0;901.0;567.0;1074.0;829.0;522.0;964.0;4515.0;4419.0;3927.0;6761.0;6832.0
CRUSTACES;5501.0;4883.0;4575.0;8449.0;8019.0;7241.0;7380.0;5716.0;5486.0;4766.0;869.0;1210.0;1658.0;1040.0;1232.0
ALGUES;943190.0;1067271.0;;20705.0;18394.0;21920.0;9600.0;18870.0;25291.0;24672.0;14866.0;17345.0;22443.0;20512.0;11849.0
ECHINODERMES-OURSINS;;;;74.0;82.0;;27.0;112.0;94.0;36.0;;;;;
TOTAL GENERAL;943190.0;1067271.0;;914940.0;1120937.0;1181658.0;1287237.0;1288952.0;1383215.0;1310494.0;1311623.0;1395600.0;1296527.0;1332748.0;1511267.0
