;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Bovins;2489.5;2420.5;2575.8;2608.1;2559.8;2674.6;2647.1;2669.6;2688.6;2728.8;2721.7;2755.1;2781.1;2814.0;2861.2;2900.0;3037.0;3029.2;3173.0;3250.0;3291.1;3338.0;3364.0;3441.2;3339.0;3176.0;2965.2
Ovins;16586.2;16266.7;16843.5;17243.6;16576.4;17299.7;17172.3;16335.5;16743.0;17026.3;16872.0;17259.7;16984.0;17078.0;17475.5;17093.0;18429.4;19006.1;19137.0;19230.8;18509.6;19863.0;19864.0;19880.2;21592.0;22107.0;22011.5
Caprins;4423.7;4657.9;4944.2;5369.6;5114.4;5119.9;5133.3;5090.4;5208.3;5358.6;5331.6;5355.4;5283.8;5117.9;5152.2;5284.0;5504.6;5601.5;5700.0;6147.2;6231.4;5965.0;5741.0;5731.0;5994.0;5981.0;6075.6
