Estimate,Std. Error,t value,Pr(>|t|),variable
0.016599080708028974,0.006158879093348491,2.6951463823921733,0.011957314429752546,(Intercept)
-0.5675240497554439,0.15100293608280155,-3.7583643369970337,8.357153703533872e-4,y_lag1
0.07031289916454071,0.14034514640426562,0.5009998633084445,0.6204313028228786,y_lag2
-0.21169903979080282,0.14615253519842722,-1.448480106782855,0.1589974486182017,y_lag3
-0.7320977038022242,0.3105076385280626,-2.3577445864864277,0.025886899566935455,y_lag4
-0.18022171557072217,0.3234073630546577,-0.5572591603001433,0.5819411337657557,y_lag5
0.10928828962902655,0.3143967031432063,0.34761270883698236,0.7308263909325291,y_lag6
-0.7368527957596551,0.30394796407981095,-2.4242728454867084,0.02231009663976725,y_lag7
0.013124876904658486,0.002079005161661924,6.313056430397059,9.312114937062989e-7,f_lag0
0.008274549553431083,0.0026128057544122685,3.1669210539121697,0.0038014020783712086,f_lag1
