Estimate,Std. Error,t value,Pr(>|t|),variable
0.009051817167220493,0.005030455074633539,1.7994032414413133,0.08169629133965745,(Intercept)
0.058337192415694746,0.1510113397252387,0.38631001169738505,0.7019059304824546,y_lag1
0.0370598312828379,0.14520544292463056,0.255223430584995,0.8002362787439447,y_lag2
0.04609905144705497,0.12869649664399788,0.35819973852571013,0.7226215791899482,y_lag3
-0.06891010455895809,0.07911416613204708,-0.8710210563799952,0.3904382657092156,y_lag4
-0.1380473564358423,0.0533682619334573,-2.586693878244862,0.014608174598216327,y_lag5
0.023362043171730563,0.05522038516519318,0.42306918182193803,0.6751654130532518,y_lag6
0.023418265383555077,0.05452670774656125,0.42948247476085627,0.6705425953438828,y_lag7
-0.1254066054708482,0.05515098501981949,-2.273877890409049,0.030049327647104065,y_lag8
0.02473484800995995,0.007455444070798305,3.317689432725021,0.0023261656665900655,f_lag0
-1.3544647517461342e-4,0.00784873386706717,-0.017257111461370725,0.9863420931450297,f_lag1
0.0021964174363631366,0.007896429799102284,0.27815322775526213,0.7827416212811223,f_lag2
0.0016362992389649187,0.007742310372359512,0.21134508438289945,0.8340012808384323,f_lag3
-0.015375701718423545,0.007915482961902517,-1.9424843427024363,0.06121035145198247,f_lag4
