;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Total des régions;3568.0;3581.0;3729.0;3824.0;3596.0;3627.0;3690.0;3982.0;4230.0;4605.0;5384.0;5763.0;6361.0;6174.0;6226.0;6363.0;6527.0;7187.0;7151.0;7232.0;7480.11;8057.67;8486.07;9277.4;9796.4;10288.6;11357.36;12787.07;14047.54;14520.0;14571.12;16129.62;15871.06;14864.34;14059.9;14251.46;14151.1;13791.22;13285.54;13627.43;12174.47;13974.9;12486.7;12511.0
