;2010T1;2010T3;2010T4;2011T1;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4
Téléphone fixe;141.0;137.0;136.0;131.0;128.0;126.0;114.0;117.0;108.0;111.0;116.0;118.0;125.0;125.0;118.0;122.0;119.0;121.0;127.0;129.0;125.0;124.0;121.0;124.0;121.0;122.0;121.0;118.0;114.0;110.0
