;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3
Téléphone fixe;1499.0;1394.0;1452.0;1320.0;1321.0;1221.0;1192.0;1042.0;1117.0;1188.0;1245.0;1097.0;1110.0;1014.0;1034.0;905.0;945.0;927.0;926.0;815.0;825.0;799.0;815.0;746.0;767.0;750.0;716.0;648.0;662.0;629.0;660.0;627.0
