;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Internet;999.0;1551.0;5995.0;39962.0;50 000;200 000;400 000;700 000;800 000;3 500 000;4 600 000;6 100 000;6 600 000;10 300 000;13 000 000;14 000 000;14 900 000;15 600 000;16 300 000;17 300 000;19 369 000
