;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3
Trafic SMS sortant;1101.0;910.0;1155.0;1494.0;1600.0;1232.0;1956.0;1880.0;2016.0;2050.0;2421.0;3278.0;3541.0;3 577;4 826;5 843;5 428;4 548;4 493;4 295;3 269;2 372;2 039;1 989;1637.0;1603.0;1584.0;1638.0;1438.0;1283.0;1282.0;1274.0
