;2003T4;2004T1;2004T2;2004T3;2004T4;2005T1;2005T2;2005T3;2005T4;2006T1;2006T2;2006T3;2006T4;2007T1;2007T2;2007T3;2007T4;2008T1;2008T2;2008T3;2008T4;2009T1;2009T2;2009T3;2009T4;2010T1;2010T2;2010T3;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3;2018T4;2019T1;2019T2;2019T3;2019T4;2020T1;2020T2;2020T3;2020T4;2021T1;2021T2;2021T3;2021T4;2022T1;2022T2;2022T3;2022T4;2023T1;2023T2;2023T3;2023T4;2024T1;2024T2;2024T3;2024T4;2025T1;2025T2;2025T3;2025T4;2026T1
Téléphone mobile;24.85;25.48;26.5;29.42;31.23;33.55;35.9;40.12;41.46;43.17;44.31;49.85;53.54;56.14;57.82;62.9;65.66;66.85;69.43;72.29;73.98;75.43;75.49;80.44;81.18;85.82;88.47;96.79;101.49;104.78;108.66;112.31;113.57;112.59;115.07;117.73;119.97;121.51;121.73;125.79;129.13;132.04;130.49;133.39;132.96;128.18;127.07;131.32;127.27;124.27;122.43;128.0;122.65;123.45;120.66;126.96;126.01;125.37;125.01;130.73;127.03;127.0;127.05;133.49;131.14;128.91;126.6;133.71;137.47;137.61;135.6;143.23;141.36;141.24;140.58;148.99;144.25;144.2;146.17;154.76;150.92;149.19;152.35;161.21;158.26;155.83;159.6;166.01;160.65;154.9318235
