;2002T1;2002T2;2002T3;2002T4;2003T1;2003T2;2003T3;2003T4;2004T1;2004T2;2004T3;2004T4;2005T1;2005T2;2005T3;2005T4;2006T1;2006T2;2006T3;2006T4;2007T1;2007T2;2007T3;2007T4;2008T1;2008T2;2008T3;2008T4;2009T1;2009T2;2009T3;2009T4;2010T1;2010T2;2010T3;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3;2018T4;2019T1;2019T2;2019T3;2019T4;2020T1;2020T2;2020T3;2020T4;2021T1;2021T2;2021T3;2021T4;2022T1;2022T2;2022T3;2022T4;2023T1;2023T2;2023T3;2023T4;2024T1;2024T2;2024T3;2024T4;2025T1
Téléphone fixe;3.83;3.81;3.77;3.8;3.77;3.87;3.93;4.11;4.23;4.43;4.32;4.38;4.47;4.51;4.5;4.49;4.47;4.38;4.24;4.24;5.39;6.36;7.43;7.85;8.79;8.95;9.19;9.7;9.92;10.48;10.89;11.28;10.93;11.69;11.76;11.9;11.44;11.33;10.95;11.08;10.98;10.59;10.2;10.08;9.64;9.47;9.16;8.9;8.6;8.04;7.76;7.5;7.07;6.9;6.78;6.57;6.42;6.3;6.27;6.12;6.1;5.9;5.87;5.87;5.96;5.93;5.92;6.24;5.81;5.81;5.68;5.77;5.97;6.26;6.4;6.56;6.64;6.7;6.77;6.92;7.05;7.05;7.06;7.21;7.36;7.41;7.54;7.76;7.96;7.89;7.95;8.25;8.42
