;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Trafic voix sortant du Mobile;4267.0;5857.0;9659.0;10813.0;11528.0;14076.0;23315.0;32520.0;40 072;48258.0;52874.0;57611.0;55184.0;53374.0;56342.0;55683.0;55668.0
