;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
Trafic SMS sortant;1172.165;1478.254;1868.0;2562.0;2807.0;3926.0;5159.0;7085.0;11290.0;19674.0;16605.0;8037.0;6263.0
