;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Mondats émis;3161.0;3329.0;3486.0;3572.0;4439.0;5001.0;5282.0;5698.0;6199.0;6714.0;3350.0;3411.0;3786.0;3674.0;3669.0;3934.0;3872.0;4231.0;4330.0;4631.0;4842.0;4940.0;5940.0;6083.0;6915.0;7424.0;8614.22;9920.21;9805.0;9354.0;4383.0;4383.0;9992.0;9411.0;8081.0;6941.0;6318.0;5089.0;4058.0;5041.0;3560.0;6187.0
Mondats payés;4556.0;5479.0;5004.0;3528.0;5929.0;6681.0;6897.0;7007.0;7521.0;7821.0;4741.0;4989.0;5357.0;5238.0;5151.0;5397.0;5325.0;5662.0;5825.0;5858.0;6113.0;6599.0;6500.0;7646.0;8190.0;9057.0;;11273.88;11433.0;10809.0;11399.0;11399.0;10996.0;10219.0;9014.0;8137.0;7676.0;5741.0;4041.0;3808.0;3918.0;2132.0
