;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4;2018T1;2018T2;2018T3
Trafic voix sortant du Mobile;4301.0;4734.0;5815.0;6275.0;6491.0;6456.0;7735.0;8998.0;9330.0;8215.0;9762.0;10771.0;11324.0;11 386;11727.0;12 604;12 541;11 860;12 544;14 019;14 451;14 280;14 167;15 128;14036.0;13649.0;13679.0;14841.0;13015.0;12804.0;12804.0;14399.0
