;2010T1;2010T3;2010T4;2011T1;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4;2017T1;2017T2;2017T3;2017T4
Téléphone fixe;0.81;1.02;1.01;0.69;0.97;0.95;0.86;0.84;0.82;0.79;0.66;0.68;0.69;0.69;0.75;0.75;0.77;0.68;0.83;0.85;0.9;0.91;0.97;0.95;0.98;0.94;0.96;0.98;1.02;1.05
