;2009T3;2009T4;2010T1;2010T2;2010T3;2010T4;2011T1;2011T2;2011T3;2011T4;2012T1;2012T2;2012T3;2012T4;2013T1;2013T2;2013T3;2013T4;2014T1;2014T2;2014T3;2014T4;2015T1;2015T2;2015T3;2015T4;2016T1;2016T2;2016T3;2016T4
Domaine .ma;30316.0;31988.0;34008.0;34953.0;36025.0;36669.0;39448.0;41116.0;41744.0;42187.0;43354.0;44646.0;45397.0;46806.0;48104.0;49466.0;50104.0;50945.0;52454.0;52857.0;53425.0;54450.0;56483.0;57129.0;57703.0;59138.0;60689.0;61391.0;62331.0;63586.0
