;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Domaine .ma;7 500;9 476;21 066;22 581;25 920;29 450;34 008;37 969;42187.0;46806.0;50945.0;54450.0;59138.0;63586.0
