;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Trafic voix sortant du Fixe;3478.0;3609.0;6133.0;5992.0;6042.0;6058.0;5487.0;4572.0;4640.0;3898.0;3493.0;3120.0;2776.0;2479.0;2153.0;1951.0;1666.0;1468.0;1230.0;1315.0
