;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Internet;1.8;6.9;13.7;23.7;33.5;116.1;150.8;197.7;215.0;331.0;413.0;520.0;461.1;554.2;560.0;568.0;571.0
