Estimate,Std. Error,t value,Pr(>|t|),variable
0.004646677363027975,0.014541213779259893,0.3195522350173768,0.7506662616771538,(Intercept)
-0.37249723201946794,0.13539973657878557,-2.751092737929527,0.008300845482381396,y_lag1
-0.3542521789709645,0.13147290394323197,-2.694488129081908,0.009628805214283153,y_lag2
-0.4563116969372909,0.1333867560763227,-3.4209670462050483,0.0012670951735138907,y_lag3
0.3545516121849204,0.13231625697876087,2.6795771002034336,0.01000974423622519,y_lag4
0.6603557910681112,0.06622750201026997,9.971020663978978,2.2165644126843666e-13,f_lag0
0.32544259784661944,0.1210416875169154,2.6886819287044337,0.00977552711339884,f_lag1
0.300741592626322,0.12522126844018178,2.4016814106142546,0.02015720410891966,f_lag2
0.35977934094983577,0.12892867836591723,2.79052996982357,0.007477777407766111,f_lag3
-0.2272571298836742,0.11726097485071023,-1.9380457153200763,0.05839079952404706,f_lag4
