Estimate,Std. Error,t value,Pr(>|t|),variable
0.011017433522482422,0.005723986244266255,1.9247833681498865,0.05995553419026521,(Intercept)
0.09679741774809923,0.13235570699133542,0.7313429843598358,0.46798346110957934,y_lag1
-0.11327087341077495,0.13098195292463174,-0.8647822916180833,0.39128843616527786,y_lag2
-0.04194566624753157,0.1333986870900845,-0.31443837388898394,0.7544964645149045,y_lag3
0.3821859458656703,0.12705153798697977,3.0081174295177493,0.004108026778209025,y_lag4
0.02917010398726913,0.0024414735849193547,11.94774506980081,2.8978930735922106e-16,f_lag0
0.0010445511503949692,0.004507376381341304,0.23174260634611835,0.8176837738419237,f_lag1
0.004998972703449163,0.004422795023801124,1.1302745608935882,0.2637534495673479,f_lag2
0.00414044152981901,0.004505590011453996,0.9189565671295624,0.36253039490740935,f_lag3
-0.01218552170186732,0.0044353912869158595,-2.7473386029805047,0.008332471633778855,f_lag4
