Date,y,ajuste
2007-04-01,0.09677876288585185,0.09897209624961217
2007-07-01,0.02688890021633039,0.06701190504639211
2007-10-01,0.0708958216330382,0.0791552378850903
2008-01-01,0.1011692349937281,0.06877471043975582
2008-04-01,0.11663690372576063,0.11867883610260331
2008-07-01,0.05358424613410584,0.05216281903516491
2008-10-01,0.09267165584614379,0.08111336469936466
2009-01-01,0.09687014892129842,0.09787030311415709
2009-04-01,0.1438200094393789,0.0956778459400496
2009-07-01,0.08458545308286158,0.12188978328741507
2009-10-01,0.12454552972868083,0.10278460429267201
2010-01-01,0.13752509209978925,0.16212461898923208
2010-04-01,0.09651090038084398,0.1283206344292057
2010-07-01,0.09349034308733906,0.14875179767879132
2010-10-01,0.12537741336408192,0.14948140407321883
2011-01-01,0.15177583671470707,0.1318325799868458
2011-04-01,0.07660304895699088,0.11362133493994182
2011-07-01,0.2057727473460469,0.14288021774114207
2011-10-01,0.09902543233826577,0.08038580706096388
2012-01-01,0.0794139745500253,0.06618105193117868
2012-04-01,0.08722906011641918,0.09116830924376434
2012-07-01,0.0309086941067509,0.07107542369432486
2012-10-01,0.02042450371449611,0.0501459136394531
2013-01-01,0.02594308630087383,0.04810974463912732
2013-04-01,0.18780595641242037,0.1199142084858688
2013-07-01,0.0632621967779663,0.07409395221832939
2013-10-01,0.10121399969597711,0.10206293844008152
2014-01-01,0.10102286679891925,0.08945900496842478
2014-04-01,0.19913302217096174,0.14911479644491082
2014-07-01,0.08596355113221321,0.08641316781717384
2014-10-01,0.15964943634794793,0.11759944810160573
2015-01-01,0.034409664781890115,0.02331813562416571
2015-04-01,0.08701137698963102,0.09404411220532749
2015-07-01,0.21084362508004695,0.1685353477245975
2015-10-01,0.04040170186372016,0.031952364777112205
2016-01-01,6.217402017156815e-4,0.013169452937533976
2016-04-01,0.027585607510168586,0.027693296613991388
2016-07-01,0.12831964895820924,0.14070878755936048
2016-10-01,0.007945658470969619,-0.015842521579678186
2017-01-01,0.06787449122280087,0.070359372038172
2017-04-01,0.05265356511870323,0.056076409875171054
2017-07-01,0.15920835763930619,0.15148376367492308
2017-10-01,-0.016623852305253095,0.013480946983841221
2018-01-01,-0.0492273541715047,-0.011275922932058237
2018-04-01,0.0161986780235992,0.02184647560033918
2018-07-01,0.11222526033403568,0.10610818964658977
2018-10-01,-0.052957697280886507,-0.05880338663634005
2019-01-01,0.013645393404848605,0.01096656895189543
2019-04-01,0.020316145351682025,0.01968729150671912
2019-07-01,0.11210508374818318,0.11262504288203401
2019-10-01,-0.03787892458307596,-0.03291218452236495
2020-01-01,0.03810647312774762,0.014080108999940933
2020-04-01,0.031209371606435,0.007970032829709942
2020-07-01,0.05509390647265633,0.08925124345898643
2020-10-01,0.03604085997910289,0.05531937011484766
2021-01-01,0.026358269100478893,0.03232357871954792
2021-04-01,0.023097953203553345,0.021286703675979977
2021-07-01,0.07816909481565837,0.09054571540700666
2021-10-01,-0.030404404789621253,-0.036596993997228246
2022-01-01,-0.009021881766495099,0.0014454412783456091
2022-04-01,0.0272138006122713,0.02524867049850672
2022-07-01,0.08950708917072703,0.09765556105616571
2022-10-01,-0.027913945978585986,-0.047318134529563106
2023-01-01,0.0018535686493237336,0.006111713502432961
2023-04-01,0.02696207832621411,0.04262228906178718
2023-07-01,0.07685894484011335,0.08940607490018196
2023-10-01,-0.03218404472666592,-0.03389540308629094
2024-01-01,2.3987104793654623e-4,-0.006803090453728299
2024-04-01,0.02192724826966952,0.038190113077923256
2024-07-01,0.07341616493042302,0.08548869135969625
2024-10-01,-0.04632448094579367,-0.05612852810868457
2025-01-01,-0.008890723365402309,-0.011670123502760973
2025-04-01,0.032673290815401046,0.031782702449202636
2025-07-01,0.05249680412206992,0.05413541055106086
2025-10-01,-0.045818175029170405,-0.05269403551619214
2026-01-01,-0.009352882503947058,-0.035316265930963056
