Estimate,Std. Error,t value,Pr(>|t|),variable
-0.00578796940608025,0.01190337701223758,-0.48624599558005893,0.6338200086402822,(Intercept)
-0.7303867210458976,0.20364126567692856,-3.586634165811151,0.0026986283166397745,y_lag1
-1.357579430612183,0.20843375501872405,-6.51324172752263,9.802368421769599e-6,y_lag2
-0.5497545424087495,0.22384435237647105,-2.4559678927442796,0.026726108190253905,y_lag3
-0.004338584943992029,0.04112398352436716,-0.10550011385500364,0.917376876821693,f_lag0
-0.06773544351418169,0.04317101663613115,-1.5690027428608624,0.13749793267805857,f_lag1
-0.10519300095407884,0.035968577008255134,-2.924580556243191,0.010459779507113834,f_lag2
