Date,y,ajuste
2010-07-01,2.306547819248131,2.245871709882267
2010-10-01,3.8499418891334374,3.78911922756938
2011-01-01,0.1856239431180371,0.1251492249991055
2011-04-01,0.03408794834386297,-0.02637238075182903
2011-07-01,-0.5564285446924382,-0.6168328015951553
2011-10-01,0.17439738654345938,0.11392373443649213
2012-01-01,-0.48527639248385723,-0.545687405602965
2012-04-01,0.720536012135685,0.6600105017135539
2012-07-01,-0.7258516154589778,-0.7862397848802607
2012-10-01,0.2600902003740526,0.1996084113495728
2013-01-01,-2.547384411959014,-2.607599618660916
2013-04-01,0.4805415054677836,0.4200387836018563
2013-07-01,1.376729118601117,1.3161412996966184
2014-01-01,0.19683193846841607,0.1363561560999918
2014-04-01,-0.8600335579461472,-0.9204089861893907
2014-07-01,0.5840928914763664,0.523580336941297
2014-10-01,-2.0322858481980988,-2.0925499658218927
2015-01-01,2.44970895906034,2.3890192559013244
2015-04-01,0.6928287923238345,0.6323059128266557
2015-07-01,-0.6882382188238048,-0.7486299598060167
2016-04-01,0.5836875159086883,0.5231749998658496
2016-07-01,0.4147233585897214,0.35422688645242417
2016-10-01,-1.9984959114413616,-2.0587632375714007
2017-01-01,1.3953648383720636,1.334775249922281
2017-04-01,0.20084229336907766,0.14036613019944544
2017-07-01,-0.5974623803815431,-0.6578627409372821
2017-10-01,0.3726255620993728,0.31213308733691014
2018-01-01,-0.46507232821469824,-0.5254852598004432
2018-04-01,0.6363863236493073,0.794711069920377
2018-07-01,-0.9176093540862074,0.23889017187727296
2019-04-01,1.2316852872761361,0.8716511964076095
2019-10-01,-3.2645445913753792,-0.17761998687015262
2021-07-01,-0.5529056279220301,0.3062448568823834
2021-10-01,3.690064871103324,0.8107523315132983
2022-01-01,0.7933546393650874,-0.8686008131056469
2022-04-01,0.2656767516433103,0.7737082888874048
2023-01-01,-1.9602058068647579,-1.407680929725243
2023-04-01,0.6455525321957207,0.7842993818419012
2023-07-01,0.06971329012551664,0.373354459666515
2023-10-01,-0.3395414536977377,0.23723821797342692
2024-01-01,-0.09063713747012869,-1.107436279461399
2024-04-01,0.5103891224454711,0.781170876435936
2024-07-01,NA,0.8046484557432054
