Date,facteur
2009-07-01,0.3484001070215276
2009-10-01,0.556779220694984
2010-01-01,-2.095118530263874
2010-04-01,1.2843301766702608
2010-07-01,0.6453359658775999
2010-10-01,0.4550259388740801
2011-01-01,-2.345149298152218
2011-04-01,1.3264146965502799
2011-07-01,0.645591316595154
2011-10-01,0.44329588033513806
2012-01-01,-2.2720733487912446
2012-04-01,1.2964378866489885
2012-07-01,0.6655680389794048
2012-10-01,0.44598155574804144
2013-01-01,-2.5167073233300115
2013-04-01,1.417242453838889
2013-07-01,0.6788239820605714
2013-10-01,0.46111965697064683
2014-01-01,-2.234836167506698
2014-04-01,1.4017739420663564
2014-07-01,0.6234488800114166
2014-10-01,0.4347129870738826
2015-01-01,-2.4754429666025883
2015-04-01,1.457736788304636
2015-07-01,0.5918941450267043
2015-10-01,0.5126206529096169
2016-01-01,-2.3525812235080643
2016-04-01,1.3636311039740199
2016-07-01,0.6625740694367865
2016-10-01,0.4410996352651404
2017-01-01,-2.15334688805146
2017-04-01,1.2411877553139605
2017-07-01,0.6539771148639022
2017-10-01,0.44676463540091665
2018-01-01,-2.2952776229395466
2018-04-01,1.2824375312379082
2018-07-01,0.6165570216902064
2018-10-01,0.40579999514638593
2019-01-01,-2.272317363929791
2019-04-01,1.252478725515725
2019-07-01,0.6432831313146027
2019-10-01,0.4162397320419832
2020-01-01,-2.32770328802999
2020-04-01,0.8094780578364276
2020-07-01,0.36033527063885595
2020-10-01,0.310834477418711
2021-01-01,-2.383371267973135
2021-04-01,1.0860870860099108
2021-07-01,0.9615955600902791
2021-10-01,0.49384019683953306
2022-01-01,-2.566681233200493
2022-04-01,1.6635049882099369
2022-07-01,0.8091552315030666
2022-10-01,0.45569187771009073
2023-01-01,-2.494898376743197
2023-04-01,1.1890936968659227
2023-07-01,0.647132484731186
2023-10-01,0.36752595613470396
2024-01-01,-2.2525345047345713
2024-04-01,1.2287359453071625
2024-07-01,0.6504952749534995
2024-10-01,0.38450412319953126
2025-01-01,-2.278345765971138
2025-04-01,0.8917414655004645
2025-07-01,1.0018384463553172
2025-10-01,0.2892593222019718
2026-01-01,-2.2835237486373234
2026-04-01,0.8804947333990597
