Estimate,Std. Error,t value,Pr(>|t|),variable
0.008863165672689402,0.0044387860102443845,1.9967544396674861,0.0564208595739579,(Intercept)
-0.7036177808064451,0.17691397032158804,-3.977174778947266,4.961638077046896e-4,y_lag1
-0.4932485863397633,0.22276394720427062,-2.214220894045584,0.035787575943976906,y_lag2
-0.36451983855731984,0.21814449664520907,-1.6710017633411862,0.10671698304775115,y_lag3
0.46632562967611557,0.18137388579633232,2.5710737112384536,0.016210507075463614,y_lag4
0.024346915101613402,0.00145231795023711,16.76417694736779,1.8587910060874114e-15,f_lag0
0.01796527248155057,0.004585283718503853,3.9180285418439755,5.787287450923038e-4,f_lag1
0.012700080235299121,0.005779545905915008,2.197418351206688,0.03709790370851284,f_lag2
0.00824634400336303,0.00574982056418059,1.4341915389038267,0.16343642253979432,f_lag3
-0.008384634316270108,0.004552176862458372,-1.8418955523055058,0.0769254352925664,f_lag4
