Estimate,Std. Error,t value,Pr(>|t|),variable
0.017084110928039575,0.00883788213000063,1.9330548514611563,0.05901884629604401,(Intercept)
-0.5433785172384474,0.07942155132335121,-6.841701127521106,1.1668498432852278e-8,y_lag1
-0.5554774402401187,0.09380225315442196,-5.921792084521296,3.0880435440038557e-7,y_lag2
-0.6282797535184501,0.10348473601929092,-6.07123115626763,1.8176198199479617e-7,y_lag3
0.3206355514025661,0.09375849409815207,3.4198027014694308,0.0012714720464748232,y_lag4
0.48234971504770024,0.016918910995118774,28.50950130223284,3.624714938629672e-32,f_lag0
0.22573933979880906,0.03813997318444317,5.91870735480447,3.121965884884881e-7,f_lag1
0.1827687686229444,0.0404198506597189,4.521757642342943,3.899834297530623e-5,f_lag2
0.2428237309258487,0.04463942746389229,5.4396694743063785,1.686162151335748e-6,f_lag3
-0.2675371288987808,0.03677022991994023,-7.275916671755629,2.482056723362993e-9,f_lag4
