Date,facteur
1995-04-01,0.1464248994275189
1995-07-01,1.0452432057841745
1995-10-01,-0.16741405725985883
1996-01-01,-1.983806548318981
1996-04-01,1.2143098908616414
1996-07-01,1.1605214823696746
1996-10-01,-0.2043907293684166
1997-01-01,-1.1260898622247626
1997-04-01,0.8049668548289707
1997-07-01,0.6657203517349545
1997-10-01,-0.2667063140986471
1998-01-01,-1.3336528508412187
1998-04-01,0.4133440425176029
1998-07-01,0.79569741723038
1998-10-01,0.07292966698930693
1999-01-01,-2.1826937243673163
1999-04-01,1.6297437982653173
1999-07-01,0.6811873796152672
1999-10-01,-0.5273570583961715
2000-01-01,-1.1060486563333911
2000-04-01,0.9977350838348825
2000-07-01,0.4528365934529638
2000-10-01,-0.7793019456563688
2001-01-01,-0.47303895244664707
2001-04-01,1.1462658898755833
2001-07-01,0.1420329642162323
2001-10-01,-0.27176545856781853
2002-01-01,-1.1826823875581867
2002-04-01,1.4805049760364968
2002-07-01,0.5568648699213138
2002-10-01,-1.0424332088890977
2003-01-01,-0.3947237474401086
2003-04-01,1.3647349989653208
2003-07-01,0.37458872235874996
2003-10-01,-1.1618670405873264
2004-01-01,-0.1125155812157697
2004-04-01,0.9361226617838152
2004-07-01,0.03807369088054245
2004-10-01,-0.4170085340351783
2005-01-01,-0.8889016307496025
2005-04-01,1.5234182458010639
2005-07-01,0.15542534517386625
2005-10-01,-0.7634879048017222
2006-01-01,-0.5843953309897042
2006-04-01,1.7684813703814026
2006-07-01,-0.007710285356070534
2006-10-01,-0.712016573175787
2007-01-01,0.3856208831491234
2007-04-01,0.890430813093157
2007-07-01,-0.17798421774560025
2007-10-01,-1.0169636874801364
2008-01-01,1.175531180626653
2008-04-01,0.7283309108085682
2008-07-01,-0.8007424109556974
2008-10-01,-1.1494397880730345
2009-01-01,0.805553520171338
2009-04-01,1.1678295650513237
2009-07-01,-1.2402185546030142
2009-10-01,0.07790200266677545
2010-01-01,-0.3986755261075698
2010-04-01,2.0173888873159536
2010-07-01,-1.6038685378800777
2010-10-01,-0.29897202245920784
2011-01-01,0.7006967896927803
2011-04-01,1.3675919589770777
2011-07-01,-0.802178811314387
2011-10-01,0.5368420947985751
2012-01-01,0.4376197108433882
2012-04-01,-0.19348578091152022
2012-07-01,-1.9383877405973686
2012-10-01,0.2812846190741837
2013-01-01,0.07186334163054342
2013-04-01,0.7449658586993981
2013-07-01,-2.277173065271064
2013-10-01,2.2438620447586692
2014-01-01,-1.2812876325347273
2014-04-01,0.8556215715624181
2014-07-01,-1.5994222577725032
2014-10-01,0.3016047721592002
2015-01-01,0.07635047833879277
2015-04-01,0.36629652170358895
2015-07-01,-1.2308675839803722
2015-10-01,0.7804457770766587
2016-01-01,-0.12207916822816259
2016-04-01,0.06043018356943912
2016-07-01,-1.3309413878197411
2016-10-01,1.1045178627866712
2017-01-01,-0.32799202079282125
2017-04-01,-0.49725085339242975
2017-07-01,-0.014863978349213389
2017-10-01,0.7792144735166076
2018-01-01,-0.7918382391381993
2018-04-01,-0.09576839336426755
2018-07-01,-0.08864872925215582
2018-10-01,0.3116245745642665
2019-01-01,0.11618555421596334
2019-04-01,-0.8342775657752763
2019-07-01,0.23808223344622176
2019-10-01,0.4588276973494591
2020-01-01,-1.8293606341934778
2020-04-01,-2.510911259590654
2020-07-01,2.4318249742069065
2020-10-01,0.43270739834287303
2021-01-01,-0.2926647153796873
2021-04-01,-0.03445778738166519
2021-07-01,-0.13286422965768419
2021-10-01,0.4346468947669931
2022-01-01,-0.5591002776896159
2022-04-01,-1.0369545625897862
2022-07-01,-0.7029324779780728
2022-10-01,1.271593733560357
2023-01-01,-0.28645270449859167
2023-04-01,1.9137166738791176
2023-07-01,0.30150152420347953
2023-10-01,-1.9575203834676638
2024-01-01,-0.054420813252762275
2024-04-01,-0.42482973054453327
2024-07-01,0.9262648275660762
2024-10-01,0.5050835860773876
2025-01-01,-0.9575402904140174
2025-04-01,0.6066006473136463
2025-07-01,0.5935216863744115
2025-10-01,0.13920151484735951
2026-01-01,-1.704439403982125
2026-04-01,2.0814318620045893
