serie,charge
IPAI Résidentiel — transactions (var. trim. %),0.053974967464589005
"Crédits à l’immobilier 
 (MDH) (Jan 18)",0.7059032411194406
"Crédits à l'habitat (MDH) (Jan 18) (déflaté, réel)",0.7062487642922042
