Estimate,Std. Error,t value,Pr(>|t|),variable
0.0100301768384178,0.0021330105303017607,4.702356925072852,3.0411875901160268e-5,(Intercept)
0.5190378042030188,0.14100033896017689,3.681110329455393,6.853829545119304e-4,lag1
-0.2601169614944812,0.1589309924807209,-1.636666061379027,0.10954536280227471,lag2
0.1440700144976048,0.14710193427968335,0.9793889876640642,0.3332744902698598,lag3
-0.2560643235012506,0.08631573573465795,-2.966600716796466,0.005061124758353249,lag4
