Date,delta_log
1998-04-01,0.019474126758773025
1998-07-01,0.012434854987599664
1998-10-01,0.0017883965376039868
1999-01-01,0.012938940462801085
1999-04-01,0.0143909987674391
1999-07-01,0.023570411413665227
1999-10-01,0.029580150119052462
2000-01-01,0.003081146259445333
2000-04-01,-0.003355955744215322
2000-07-01,0.006038939356624695
2000-10-01,0.011523019192617667
2001-01-01,0.024906916924114952
2001-04-01,-0.00406083683254721
2001-07-01,-0.008633117743741536
2001-10-01,0.026038891713042744
2002-01-01,0.025222080205027808
2002-04-01,0.02794393469328149
2002-07-01,0.019507044032962995
2002-10-01,-0.005378486951931549
2003-01-01,0.015975861907277178
2003-04-01,0.036425789807973175
2003-07-01,0.030553662299789508
2003-10-01,0.0038293827061366414
2004-01-01,0.013643635689932765
2004-04-01,0.010051265739623005
2004-07-01,0.0029999562895994814
2004-10-01,0.02784448441741816
2005-01-01,0.02179242590666064
2005-04-01,0.020301156582881674
2005-07-01,0.020491936474051897
2005-10-01,0.01368733280040324
2006-01-01,-0.019919025922808586
2006-04-01,0.006932714966607634
2006-07-01,0.031675380727039126
2006-10-01,0.03261888627360321
2007-01-01,0.03545652144393685
2007-04-01,0.013972549662163658
2007-07-01,0.016873059920015976
2007-10-01,0.016678543269769364
2008-01-01,-0.03274972212421545
2008-04-01,0.004270382282674845
2008-07-01,0.007540339966542575
2008-10-01,0.0037790508912749488
2009-01-01,0.022653855927002198
2009-04-01,0.01679807404374145
2009-07-01,0.007238610026975678
2009-10-01,0.0056010788452791616
2010-01-01,-0.005843651650227599
2010-04-01,0.00868310417499174
2010-07-01,0.002629434733060876
2010-10-01,0.0125770462805459
2011-01-01,0.027209927855532
2011-04-01,0.004895578047722893
2011-07-01,0.013443303122532058
2011-10-01,0.01411685177005495
2012-01-01,0.01929181896690224
2012-04-01,0.0033928162416110297
2012-07-01,0.0024368649336174997
2012-10-01,0.008735223718844054
2013-01-01,-0.00571031597637095
2013-04-01,0.005733023766847367
2013-07-01,0.014853404012345806
2013-10-01,-5.370899922674255e-4
2014-01-01,0.022274731096617373
2014-04-01,-0.0034758616362395856
2014-07-01,-0.0021771887689272518
2014-10-01,-0.0017517866639593649
2015-01-01,1.1026574054540106e-4
2015-04-01,0.0026812250589909326
2015-07-01,0.0038851835888760178
2015-10-01,0.004388308911481786
2016-01-01,0.012652189441158868
2016-04-01,0.006424401461840645
2016-07-01,0.00538883523628364
2016-10-01,0.0038132916423574414
2017-01-01,1.1131223889648822e-4
2017-04-01,0.005328468570965583
2017-07-01,0.00538413091038592
2017-10-01,0.005370944509046183
2018-01-01,0.013984213636243581
2018-04-01,0.007098207595880979
2018-07-01,0.0054698379310433864
2018-10-01,0.004297790317233208
2019-01-01,0.006979907638774208
2019-04-01,0.00407965402671806
2019-07-01,0.0012246541882952044
2019-10-01,-0.0010746159282568613
2020-01-01,-0.012150695511122578
2020-04-01,0.0015477843475970587
2020-07-01,0.0024886245406499086
2020-10-01,0.002502563033010219
2021-01-01,0.018698093341319222
2021-04-01,0.0058908665333952115
2021-07-01,0.004894892173883392
2021-10-01,-1.8556862185548084e-4
2022-01-01,-0.006133335577587218
2022-04-01,9.822942269668289e-4
2022-07-01,0.0019274018173582874
2022-10-01,0.002862170205371939
2023-01-01,0.018649247349934228
2023-04-01,0.004335163185237079
2023-07-01,9.401524502923309e-4
2023-10-01,0.003675757025209947
2024-01-01,0.019358859355198987
2024-04-01,0.0020861668675760114
2024-07-01,5.720039126622112e-4
2024-10-01,0.0027114002134869253
2025-01-01,0.024190498446305497
2025-04-01,0.0022512655919513236
2025-07-01,0.001398835133990417
2025-10-01,0.003569430948495267
2026-01-01,0.014541428712881554
