Date,delta_log
1998-04-01,-0.0053009560404575495
1998-07-01,-0.008132070645718414
1998-10-01,-0.015534909795503538
1999-01-01,0.002299289147279282
1999-04-01,0.009084364799516464
1999-07-01,0.02488816243525349
1999-10-01,0.036562420849005406
2000-01-01,0.018536472215350486
2000-04-01,0.003347527555302321
2000-07-01,0.015070164030397848
2000-10-01,0.022034137176783375
2001-01-01,0.05552470878932603
2001-04-01,-0.001239502334147602
2001-07-01,-0.012454634669767373
2001-10-01,0.019227822696946006
2002-01-01,-0.0111871422515879
2002-04-01,0.019972851368045497
2002-07-01,0.013994375838757733
2002-10-01,-0.011381101413851624
2003-01-01,0.021880559226746144
2003-04-01,0.041372399898948586
2003-07-01,0.03559404519666032
2003-10-01,0.006016271008981278
2004-01-01,0.026830204470053687
2004-04-01,0.011632698030723532
2004-07-01,0.0014096710053674855
2004-10-01,0.027124873649635006
2005-01-01,0.0037605024886264715
2005-04-01,0.02051544513111203
2005-07-01,0.024229115471456453
2005-10-01,0.019743783072948773
2006-01-01,0.002196976868292566
2006-04-01,0.011655663483477241
2006-07-01,0.03544895529943659
2006-10-01,0.033137643120145555
2007-01-01,0.01375830179710924
2007-04-01,0.014560839681248439
2007-07-01,0.022375821062093237
2007-10-01,0.026404759500472608
2008-01-01,-0.003874290942116332
2008-04-01,0.013247208159773649
2008-07-01,0.013179938101114175
2008-10-01,0.005743943842988486
2009-01-01,0.012302496473802549
2009-04-01,0.017105283535723714
2009-07-01,0.007616994745731631
2009-10-01,0.006567197072310904
2010-01-01,-7.913786694224711e-4
2010-04-01,0.009586156980024185
2010-07-01,0.0022269329758568546
2010-10-01,0.011879848136747029
2011-01-01,0.026545763554945978
2011-04-01,0.002013089443781979
2011-07-01,0.01029678980155957
2011-10-01,0.01024236431104697
2012-01-01,0.009445314737451582
2012-04-01,-5.792313547559047e-4
2012-07-01,-2.074607173412346e-4
2012-10-01,0.008101826067100859
2013-01-01,-0.006293358660935056
2013-04-01,0.007619585881277757
2013-07-01,0.018892660736701927
2013-10-01,0.0034644271661754544
2014-01-01,0.013096113800790121
2014-04-01,0.004477364746891865
2014-07-01,-6.199015849315259e-4
2014-10-01,-0.017009024318966226
2015-01-01,-0.0053094394855399685
2015-04-01,0.02098198454601885
2015-07-01,0.01151941098714282
2015-10-01,0.03207936827199198
2016-01-01,0.018785515394689867
2016-04-01,-0.005019306872274143
2016-07-01,-0.005627593216530613
2016-10-01,-0.0052620417260254015
2017-01-01,0.01320640228787795
2017-04-01,8.674058364501747e-4
2017-07-01,0.017936616006887007
2017-10-01,-0.007840296521752776
2018-01-01,0.026272471549829035
2018-04-01,0.007361163632802814
2018-07-01,-0.019266696570834796
2018-10-01,-0.05242863801692543
2019-01-01,0.016655972006741848
2019-04-01,0.0481920910731386
2019-07-01,0.012591084519241846
2019-10-01,-0.02730695236155789
2020-01-01,2.1355308445514254e-4
2020-04-01,-0.10277637281959251
2020-07-01,0.03562014791271473
2020-10-01,0.072642691639901
2021-01-01,-0.004940229633710658
2021-04-01,-0.002501321095998321
2021-07-01,0.010702853588220762
2021-10-01,0.007720992529700155
2022-01-01,-0.026866287683136036
2022-04-01,-0.0038148328637745976
2022-07-01,-0.030975326662346703
2022-10-01,-0.013881025295605198
2023-01-01,0.02641767261389738
2023-04-01,0.002527414052440946
2023-07-01,0.002488761461853173
2023-10-01,0.004862648094301036
2024-01-01,0.024378680532375796
2024-04-01,0.013143412971295731
2024-07-01,0.033403678253373315
2024-10-01,0.00587796447580935
2025-01-01,0.01643487825563028
2025-04-01,0.01732604584596409
2025-07-01,0.023030176754305742
2025-10-01,-3.767103114178383e-4
2026-01-01,-0.025095484163106363
