Date,delta_log
1998-04-01,0.028344510061769412
1998-07-01,0.015284628472533868
1998-10-01,0.018745759236946213
1999-01-01,-0.016255824105794403
1999-04-01,0.024274335227740806
1999-07-01,-0.0015587137512405036
1999-10-01,0.001553029430018782
2000-01-01,0.0012554501528274642
2000-04-01,0.009661201260803054
2000-07-01,0.002055764726787146
2000-10-01,0.0019227487207640337
2001-01-01,0.023265294757864652
2001-04-01,0.0055382154678103035
2001-07-01,-0.0033247067006136888
2001-10-01,0.013211464043656918
2002-01-01,0.009613886195007026
2002-04-01,0.014967548451796375
2002-07-01,0.004186257582443176
2002-10-01,0.005601407424403959
2003-01-01,0.01875623856403763
2003-04-01,-0.015414543560407168
2003-07-01,0.00920832512876757
2003-10-01,0.010137520134396283
2004-01-01,0.0247839613650207
2004-04-01,0.014000376569523354
2004-07-01,-0.0040271901660133835
2004-10-01,0.027721725659137775
2005-01-01,0.0017625358323716256
2005-04-01,0.012218527002906043
2005-07-01,0.007580170145475407
2005-10-01,0.009684764576929794
2006-01-01,0.0037785546331541298
2006-04-01,0.021211020332639663
2006-07-01,-6.78125506325955e-4
2006-10-01,0.0019337035080688736
2007-01-01,0.01069855429304667
2007-04-01,0.0019139103360235055
2007-07-01,0.03362294643855179
2007-10-01,0.026587607175537542
2008-01-01,0.0672699345418355
2008-04-01,0.003302136460813898
2008-07-01,0.028379858434798066
2008-10-01,-0.05959596513888421
2009-01-01,-0.0053562165352865065
2009-04-01,0.007057397693996492
2009-07-01,0.03223695081826783
2009-10-01,0.0036709860420920393
2010-01-01,-0.08267617299152263
2010-04-01,0.014231596116772494
2010-07-01,0.02908287900595319
2010-10-01,0.012734932864624682
2011-01-01,0.01866042942429047
2011-04-01,0.01421834116280074
2011-07-01,0.01294845495417185
2011-10-01,0.030053849741804584
2012-01-01,0.004476839961252921
2012-04-01,0.012082538578537694
2012-07-01,-0.018455057553026677
2012-10-01,0.014539931216090096
2013-01-01,-0.02009954774238487
2013-04-01,-0.005830571616488811
2013-07-01,-2.2493308335569395e-4
2013-10-01,-0.0022070258412494326
2014-01-01,0.029960601267781328
2014-04-01,0.009519785468452113
2014-07-01,-0.011560360384613944
2014-10-01,-0.04948651820859773
2015-01-01,0.03150834019302451
2015-04-01,0.01593709223981321
2015-07-01,-0.001913181742027703
2015-10-01,0.007354129983101032
2016-01-01,-0.0158055279342868
2016-04-01,0.01335163739776668
2016-07-01,0.02675249725257345
2016-10-01,0.030984786513627682
2017-01-01,0.00917546195855401
2017-04-01,-0.003492183767418666
2017-07-01,-0.01114261804194605
2017-10-01,0.016047361540632465
2018-01-01,-0.02304629316393836
2018-04-01,0.008702126216480366
2018-07-01,0.009624428451287415
2018-10-01,0.016585964820993837
2019-01-01,-0.019831941085641347
2019-04-01,0.0339504681612155
2019-07-01,-0.005359621235287548
2019-10-01,-0.007052101945671296
2020-01-01,-0.01696105788685287
2020-04-01,-0.15067173439035741
2020-07-01,0.10812699439424911
2020-10-01,0.020045836468638
2021-01-01,0.027311117383867156
2021-04-01,0.009875828782330842
2021-07-01,0.019919953482114394
2021-10-01,0.015803452147915564
2022-01-01,-0.03480347491377245
2022-04-01,0.007272295596782996
2022-07-01,-0.007080328897364652
2022-10-01,0.011024857064967364
2023-01-01,0.016076730558978625
2023-04-01,0.006465177165384972
2023-07-01,0.0023775654988096306
2023-10-01,0.008443154631329719
2024-01-01,0.018463752060279504
2024-04-01,2.9089621534161836e-4
2024-07-01,0.015443971154574854
2024-10-01,0.005714682628676471
2025-01-01,0.0248772545888567
2025-04-01,0.00124917416875725
2025-07-01,0.0038823779996803864
2025-10-01,0.004746673661042422
2026-01-01,0.030304457095938986
