indicateur,beta0,beta1,p_value,R2,R2_ajuste,AIC,n_obs
IPM — Industries extractives,0.008903046952888393,0.12134949437302815,0.051496447174851176,0.19465879730858593,0.14991761938128512,-83.39374759626972,20
Phosphates,0.010062569225843579,0.003717524245449392,0.6036602661232251,0.010511197787224993,-0.027546063836343393,-100.51025922298396,28
