indicateur,beta0,beta1,p_value,R2,R2_ajuste,AIC,n_obs
Crédit bancaire Bâtiment et travaux publics (MDH),0.004765652400618648,-0.025285565915441604,0.7799842407953335,0.0018783490584631654,-0.021886452154430414,-192.47791147550993,44
Vente de ciment (1000tonnes),0.004737753105805695,0.042404378217839565,0.07477656113766933,0.07197214046272163,0.05039009721766863,-201.22768175198416,45
