indicateur,beta0,beta1,p_value,R2,R2_ajuste,AIC,n_obs
Recettes touristiques (mensuel (En millions de dirhams)),-0.006430413410255887,0.17222500927285578,7.921491176846384e-4,0.23755181959660884,0.21939829149176626,-49.96976861711766,44
Arrivés de touristes étrangers de Séjour (TES),-0.008612687341531231,1.571314998119923e-5,0.9993488938307843,1.566767722675223e-8,-0.023255797921446497,-39.99162152469491,45
