indicateur,beta0,beta1,p_value,R2,R2_ajuste,AIC,n_obs
"Crédit bancaire Électricité, gaz et eau (MDH) (déflaté, réel)",0.012465476557762423,-0.22876735439467719,0.024495661034838856,0.11474937455253913,0.09367197870855204,-156.4814643412618,44
"Comptes débiteurs et crédits de trésorerie — Électricité, gaz, eau (MDH) (déflaté, réel)",0.009061896042101902,-0.11863990402683365,0.003906878656783812,0.1817488540661773,0.16226668392489596,-159.94432962243778,44
"Production d'électricité

",0.01626410407375904,-0.02030578113896453,0.22769225511286367,0.14175758174180828,0.05593333991598903,-31.655802027057163,12
"Consommation de combustibles (Fioul, Charbon, Gaz oil) Tonnes",0.01626662354123697,-0.02111949698643954,0.22423236694110907,0.14372461620810104,0.05809707782891105,-31.683336793886383,12
