;2010M01;2010M02;2010M03;2010M04;2010M05;2010M06;2010M07;2010M08;2010M09;2010M10;2010M11;2010M12;2011M01;2011M02;2011M03;2011M04;2011M05;2011M06;2011M07;2011M08;2011M09;2011M10;2011M11;2011M12;2012M01;2012M02;2012M03;2012M04;2012M05;2012M06;2012M07;2012M08;2012M09;2012M10;2012M11;2012M12;2013M01;2013M02;2013M03;2013M04;2013M05;2013M06;2013M07;2013M08;2013M09;2013M10;2013M11;2013M12;2014M01;2014M02;2014M03;2014M04;2014M05;2014M06;2014M07;2014M08;2014M09;2014M10;2014M11;2014M12;2015M01;2015M02;2015M03;2015M04;2015M05;2015M06;2015M07;2015M08;2015M09;2015M10;2015M11;2015M12;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12;2018M01;2018M02;2018M03;2018M04;2018M05;2018M06;2018M07;2018M08;2018M09;2018M10;2018M11;2018M12;2019M01;2019M02;2019M03;2019M04;2019M05;2019M06;2019M07;2019M08;2019M09;2019M10;2019M11;2019M12;2020M01;2020M02;2020M03;2020M04;2020M05;2020M06;2020M07;2020M08;2020M09;2020M10;2020M11;2020M12;2021M01;2021M02;2021M03;2021M04;2021M05;2021M06;2021M07;2021M08;2021M09;2021M10;2021M11;2021M12;2022M01;2022M02;2022M03;2022M04;2022M05;2022M06;2022M07;2022M08;2022M09;2022M10;2022M11;2022M12;2023M01;2023M02;2023M03;2023M04;2023M05;2023M06;2023M07;2023M08;2023M09;2023M10;2023M11;2023M12;2024M01;2024M02;2024M03;2024M04;2024M05;2024M06;2024M07;2024M08;2024M09;2024M10;2024M11;2024M12;2025M01;2025M02;2025M03;2025M04;2025M05;2025M06;2025M07;2025M08
TUC industrielle;74.45660854;69.83740976;71.75664653;73.16677911;72.82610215;72.91203662;73.00666991;65.26695097;76.88692633;75.92046726;74.32530421;74.92013283;75.7359761;72.62162119;75.66283012;73.69490487;72.18037432;73.40533762;75.98615759;70.25423603;72.65824506;75.09726773;73.47859562;73.86587828;72.88138036;74.44088852;74.06961496;74.77146804;73.98081914;71.17431123;71.46515306;65.0187863;70.0267982;70.59327015;72.20278094;70.58230259;67.0466322;66.46493599;67.96099785;67.67321608;69.27173957;67.52574801;68.27255537;62.30297101;71.15490906;70.31758025;68.55779212;67.55625746;68.63355565;68.11594819;71.77015788;71.41518077;69.89921948;70.49687887;65.6958252;63.34676532;69.17373708;68.6413741;69.1020043;64.80153086;66.12534089;67.66077284;68.05002135;72.11824399;70.82319759;74.09170432;71.8661564;67.83962303;72.74389578;76.46787608;73.6241144;71.04298769;70.59700709;69.46541642;74.04065925;69.58699959;71.25453955;77.48776702;68.52531565;67.85040996;68.83842699;73.58325929;71.24567962;69.64453792;72.16484781;74.08584038;75.86307308;75.05447865;76.88900363;74.1956477;69.41903655;69.77199293;73.07690463;74.28883921;74.20102857;73.68012418;72.28232951;73.51189057;72.34699529;74.15910422;72.63234269;73.38678199;74.22195504;65.30854089;73.85516125;73.97922066;74.15959048;72.66489154;74.5982831;75.2522571;74.62877019;75.22402906;75.13897424;74.60756416;76.18369694;68.75251642;73.40565024;75.88056207;74.13758944;73.17615289;71.24277535;71.62067827;55.77154024;46.88931336;56.08629379;63.89663802;67.24656197;63.24831682;69.612259;71.65923022;70.44255048;70.4930911;71.5197234;71.47565246;71.80303079;70.87898028;73.62696348;75.2850627;71.44487761;71.09719106;73.0;71.78315396;73.10019744;72.71984836;68.54284229;71.03630558;72.0164141;72.49207872;73.08172616;73.69667895;71.33643063;68.54935129;73.96244379;73.96244379;75.0;74.13515645;72.08956621;73.0;73.43694386;71.95657273;73.43694386;74.23007808;75.43226537;75.69845723;75.93651902;75.83059285;76.37524256;75.51360904;78.11815026;78.92047471;79.34955678;78.09511783;77.52596308;74.56798158;75.6601829;76.72015361;78.87002425;78.60550432;77.97987321;77.56733625;77.95911119;77.5801483;78.72950139;76.5767371;78.26189385;78.45653722;79.33094368;79.47301249
