;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2019
        286 Fabrication de coutellerie, d'outillage et de quincailler;3580.0;3187.0;3473.0;3648.0;2926.0;2840.0;3079.0;3051.0;1119.0;1262.0;1316.0;1187.0;1263.0;1370.0;1184.0;1540.0;1467.0;1287.0;666.0;706.0;748.0;878.0;916.0;904.0;;;;
        287 Fabrication d'autres ouvrages en métaux;6410.0;7037.0;9264.0;10114.0;8435.0;8599.0;7628.0;7309.0;6288.0;5957.0;5643.0;4322.0;5073.0;4731.0;5199.0;5744.0;4660.0;5150.0;6195.0;6235.0;7361.0;7180.0;6948.0;7073.0;;;;
    29 Fabrication de machines et équipements;8298.0;9181.0;8979.0;8715.0;9195.0;8672.0;8673.0;8600.0;5912.0;5700.0;5114.0;5250.0;6195.0;6310.0;5725.0;5497.0;6315.0;6672.0;6444.0;7040.0;6688.0;6698.0;6425.0;6379.0;6822.0;6128.0;6169.0;
        291 Fabrication d'équipements mécaniques;4107.0;4320.0;4337.0;4525.0;3980.0;4152.0;4116.0;4163.0;1736.0;1625.0;1438.0;2032.0;2003.0;1947.0;1531.0;1495.0;1904.0;2040.0;2016.0;2242.0;2084.0;2065.0;2087.0;1719.0;;;;
        292 Fabrication de machines d'usage général;1830.0;1718.0;1659.0;1963.0;1971.0;1795.0;1799.0;2238.0;1352.0;1260.0;1403.0;1431.0;1576.0;1882.0;2004.0;2165.0;2422.0;2334.0;2090.0;2356.0;2202.0;2413.0;2337.0;2522.0;;;;
        293 Fabrication de machines agricoles;886.0;785.0;809.0;549.0;601.0;576.0;710.0;787.0;455.0;406.0;423.0;332.0;296.0;306.0;306.0;264.0;237.0;315.0;422.0;573.0;525.0;499.0;405.0;493.0;;;;
        294 Fabrication de machines-outils;177.0;172.0;193.0;371.0;307.0;249.0;152.0;116.0;31.0;9.0;7.0;112.0;110.0;109.0;200.0;246.0;247.0;285.0;260.0;261.0;254.0;373.0;313.0;210.0;;;;
        295 Fabrication d'autres machines d'usage spécifique;480.0;1166.0;1033.0;559.0;1112.0;737.0;744.0;460.0;600.0;503.0;310.0;263.0;300.0;316.0;309.0;311.0;320.0;422.0;393.0;383.0;347.0;231.0;162.0;230.0;;;;
        297 Fabrication d'appareils domestiques;818.0;1020.0;948.0;748.0;1224.0;1163.0;1152.0;836.0;1738.0;1897.0;1533.0;1080.0;1905.0;1744.0;1369.0;1011.0;1180.0;1270.0;1257.0;1213.0;1263.0;1117.0;1121.0;1205.0;;;;
    30 Fabrication de machines de bureau et de matériel informatique;1007.0;1015.0;676.0;556.0;672.0;510.0;1190.0;1206.0;316.0;109.0;68.0;28.0;18.0;76.0;111.0;168.0;168.0;109.0;182.0;176.0;72.0;64.0;59.0;61.0;61.0;62.0;68.0;
        300 Fabrication de machines de bureau et de matériel informatique;1007.0;1015.0;676.0;556.0;672.0;510.0;1190.0;1206.0;316.0;109.0;68.0;28.0;18.0;76.0;111.0;168.0;168.0;109.0;182.0;176.0;72.0;64.0;59.0;61.0;;;;
    34 Industrie automobile;8089.0;9006.0;9194.0;9872.0;10257.0;11586.0;11329.0;11714.0;7692.0;7097.0;7188.0;7308.0;7816.0;7420.0;6739.0;6621.0;6580.0;6959.0;6748.0;7948.0;8785.0;8268.0;14566.0;17567.0;22702.0;21253.0;23231.0;
        341 Construction de véhicules automobiles;3593.0;3255.0;3337.0;3562.0;3468.0;3993.0;3845.0;4366.0;4231.0;3490.0;3902.0;3557.0;3576.0;3290.0;2668.0;2400.0;2181.0;2300.0;2745.0;4018.0;4183.0;3522.0;7415.0;8682.0;;;;
        342 Fabrication de carrosserie et remorques;484.0;469.0;520.0;549.0;638.0;651.0;758.0;739.0;1803.0;1712.0;1475.0;1537.0;1737.0;1704.0;1796.0;1966.0;2395.0;2826.0;2504.0;2409.0;2695.0;2501.0;3223.0;3441.0;;;;
        343 Fabrication d'équipements automobiles;4012.0;5282.0;5337.0;5761.0;6151.0;6942.0;6726.0;6609.0;1658.0;1895.0;1811.0;2214.0;2503.0;2426.0;2275.0;2255.0;2004.0;1833.0;1499.0;1636.0;2024.0;2245.0;3928.0;5444.0;;;;
    35 Fabrication d'autres matériels de transport;2720.0;2566.0;2785.0;2793.0;2818.0;2638.0;2059.0;1920.0;1823.0;1795.0;1880.0;1956.0;2431.0;2773.0;3390.0;3094.0;3206.0;3988.0;5299.0;5024.0;5346.0;6288.0;6411.0;6901.0;7812.0;8176.0;8854.0;
        351 Construction navale;748.0;732.0;651.0;665.0;976.0;834.0;794.0;776.0;835.0;982.0;867.0;1046.0;1353.0;1527.0;1391.0;1119.0;1198.0;1152.0;1159.0;892.0;858.0;874.0;792.0;606.0;;;;
        352 Construction de matériel ferroviaire roulant;696.0;597.0;770.0;718.0;590.0;590.0;147.0;144.0;143.0;;153.0;10.0;195.0;195.0;146.0;;;534.0;603.0;488.0;519.0;539.0;620.0;720.0;;;;
        353 Construction aéronautique et spatiale;248.0;305.0;275.0;302.0;305.0;307.0;289.0;229.0;212.0;279.0;334.0;391.0;405.0;602.0;1113.0;1491.0;1539.0;1802.0;3049.0;3184.0;3577.0;4473.0;4563.0;5157.0;;;;
        354 Fabrication de motocycles et de bicyclettes;903.0;854.0;980.0;1034.0;882.0;849.0;763.0;713.0;497.0;459.0;470.0;437.0;426.0;389.0;681.0;431.0;405.0;411.0;424.0;401.0;334.0;345.0;394.0;378.0;;;;
