,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017,2018,2019,2020.0,2021.0,2022.0,2023.0,2024.0,2025.0,2026.0,2027.0
1 Industries Agro-alimentaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4942.0,5147.0,5176.0,5306.0,5389.0,5888.0,6271.0,6380.0,7064.0,7112.0,8834.0,9500.0,10323.0,10849.0,10885.0,11084.0,11156.0,12226.0,13089.0,12356.0,12007.0,12258.0,13443.0,13780.0,14083.0,14183.0,16694.0,16 668,32 361,32 373,,,,,,,,
    15 Industries alimentaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4940.983,5146.189,5173.388,5300.485,5389.389,5887.916,6270.575,6612.043,7058.951,7112.23,8833.79,9500.142,10323.465,10831.549,10884.932,11071.051,11145.918,12217.462,13075.754,12318.706,12004.16,12257.514,13416.502,13694.687,13974.079,13995.068,16694.313,,,,,,,,,,,
        151 Industrie des viandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59,11.415,18.543,17.94,18.532,29.086,39.884,42.162,40.223,39.303,49.116,37.284,49.413,66.152,74.698,77.198,76.293,77.971,87.799,214.482,106.373,127.407,147.92,168.576,,,,,,,,,,,,,,
        152 Industrie du poisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945.506,2259.237,2497.787,2730.419,2625.354,2717.413,2842.951,2721.449,3510.803,3657.995,5108.901,6266.121,6645.435,6780.991,6619.62,6276.037,6824.382,7524.588,7802.932,7665.951,7515.874,7160.466,8116.827,8321.338,,,,,,,,,,,,,,
        153 Industrie des fruits et légumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.624,2036.089,1790.908,1528.747,1831.734,1856.543,1884.551,2123.109,2198.408,1860.852,1783.987,1488.794,1849.806,1822.035,2025.632,1838.824,2040.492,2367.744,2367.507,1911.199,2107.738,2358.212,2406.675,2478.8,,,,,,,,,,,,,,
        154 Industrie des corps gras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.36,160.371,196.912,139.342,109.017,209.527,376.849,446.208,171.624,218.05,239.767,70.556,193.01,303.353,471.15,1156.136,744.87,432.0,471.144,393.427,341.954,723.415,749.218,423.52,,,,,,,,,,,,,,
        155 Industrie laitière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.094,78.897,179.072,105.049,165.916,176.595,337.424,538.576,490.14,517.092,711.557,579.474,640.398,213.196,105.427,738.093,272.382,171.795,198.276,193.507,1.145,,,,,,,,,,,,,,
"        156 Transformation des céréales, amidonnerie et fabrication",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.952,56.649,55.338,36.677,21.666,23.803,29.605,31.145,188.905,366.908,382.265,338.344,306.001,531.048,387.363,333.935,424.35,509.941,546.865,449.664,385.491,507.584,615.658,947.045,,,,,,,,,,,,,,
        157 Fabrication des farines et gruaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.111,4.471,3.662,3.05,4.372,48.083,3.784,4.541,5.66,6.869,1.333,8.128,12.911,13.126,18.005,27.813,29.384,40.373,158.664,199.953,176.612,73.303,89.314,150.493,,,,,,,,,,,,,,
        158 Autres industries alimentaires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.505,515.794,504.338,720.078,594.471,721.956,854.077,964.009,648.127,527.656,544.137,609.222,550.04,457.166,421.875,451.941,579.288,939.031,684.655,868.411,879.385,930.261,913.005,1028.773,,,,,,,,,,,,,,
