;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2019;2020
    36 Fabrication de meubles, industries diverses;215.68278;203.81295;213.85155;225.35233;284.97401;217.98552;235.02641;243.32449;629.56802;709.92627;587.6334;775.5733;615.1488;628.8311;722.3978;820.5077;880.8155;758.0641;805.7558;967.7576;1213.153;1191.9379;1209.8289;1256.729;1326.526;1050.376;978.9981;;;
        361 Fabrication de meubles;196.245;182.079;184.354;195.805;250.421;185.833;209.461;213.973;423.964;518.615;405.197;593.532;451.937;418.792;536.803;610.124;654.486;533.486;571.364;705.773;959.311;910.6288;919.9032;954.4048;;;;;;
        362 Bijouterie;;;;2.095;2.862;2.862;2.862;2.933;32.835;32.296;32.534;35.753;52.403;56.744;59.353;71.915;81.817;93.827;107.476;135.543;135.038;172.7078;160.8369;152.562;;;;;;
        363 Fabrication d'instruments de musique;;;;;;;;1.157;;;;;;;;;;;;;;;;;;;;;;
        364 Fabrication d'articles de sport;0.952;;1.86;0.868;0.84;0.339;;;1.031;1.22;0.425;0.781;0.361;0.305;0.376;0.677;0.588;0.744;0.71;0.774;0.99;0.5511;0.5864;0.3768;;;;;;
        365 Fabrication de jeux et de jouets;1.392;1.007;1.007;1.007;0.907;0.939;;;5.719;4.14;0.528;;1.542;3.006;3.882;15.786;18.116;20.294;19.065;16.565;27.813;28.8328;28.466;31.3347;;;;;;
        366 Autres industries diverses;16.876;20.518;26.465;25.406;29.753;27.819;22.525;25.079;165.846;153.386;148.645;145.164;108.351;149.44;121.38;121.338;125.082;108.932;106.473;108.46;88.65;79.2174;100.0364;118.0507;;;;;;
    37 Récupération;;;;1.4314;1.4314;1.4314;1.4314;1.4314;1.4314;1.4314;1.4314;2.2264;2.7561;2.067;3.0598;2.9309;2.843;2.2109;2.9026;3.4308;4.6517;5.7995;5.5062;5.1816;5.13;4.612;5.088;;;
        372 Récupération de matières non métalliques recyclable;;;;1.431;1.431;1.431;1.431;1.431;1.431;1.431;1.431;2.227;2.756;2.067;3.06;2.931;2.843;2.211;2.903;3.431;4.652;5.7995;5.5062;5.1816;;;;;;
5 Industrie électrique et électronique;1116.0;1176.0;1071.0;1088.0;1199.0;1237.0;1398.0;1521.0;2086.0;2353.0;2534.0;2938.0;3067.0;3509.0;3570.0;4034.0;4577.0;4898.0;4727.0;4745.0;6142.0;6553.0;6480.0;7054.0;8054.0;9152.0;9112.0;12252.0;11850.0;11903.0
    31 Fabrication de machines et appareils électriques;717.07455;743.2543;709.7342;777.75106;825.91889;876.70406;973.72523;1047.7598;1459.427;1688.3279;1772.8991;2130.0832;2452.1886;2660.9296;2641.7923;3094.741;3538.4749;3896.7175;3712.8432;3697.31329;4881.0078;5334.9139;5320.7171;6025.3308;6901.076;7923.639;7883.974;;;
        311 Fabrication de moteurs, génératrices et transforma;150.45;171.116;108.063;150.536;154.272;151.481;99.346;102.037;129.824;93.723;98.366;104.72;97.061;95.995;80.557;78.21;80.884;71.504;65.735;79.364;155.527;164.3644;100.0922;104.0551;;;;;;
        312 Fabrication de fils et câbles isoles;97.42;104.261;122.491;111.925;123.826;139.826;227.182;222.73;357.211;444.272;481.064;574.942;586.142;658.201;644.094;801.363;866.38;680.114;700.846;609.796;589.409;538.2497;569.0135;651.9313;;;;;;
        313 Fabrication de matériel de distribution et de commande;300.272;311.324;287.538;309.531;331.206;374.584;306.36;350.452;340.125;386.876;401.354;403.22;284.101;190.766;167.58;389.611;509.65;403.105;303.246;465.805;519.693;488.70368;511.56068;552.8015;;;;;;
        314 Fabrication d'accumulateurs et de piles électriques;68.606;64.88;73.647;78.067;69.831;65.55;178.061;189.85;202.675;225.717;79.172;75.557;160.195;278.946;260.953;105.958;70.737;151.854;308.804;243.663;164.878;224.11873;169.00603;123.6292;;;;;;
        315 Fabrication de lampes et d'appareils d'émission et de transmission;82.677;69.834;92.949;78.515;106.085;102.047;118.311;133.227;136.385;119.429;122.973;144.348;109.989;139.893;105.984;116.753;115.259;112.296;127.27;171.906;151.503;96.6643;100.8815;68.0068;;;;;;
        316 Fabrication d'autres matériels électriques;17.654;21.845;25.056;49.187;40.703;43.221;44.471;49.466;293.208;418.313;589.981;827.301;1214.701;1297.133;1382.636;1599.35;1890.102;2471.466;2198.411;2118.399;3292.149;3822.8131;3870.1632;4524.9069;;;;;;
    32 Fabrication d'équipements de radio, télévision et communication;529.6785699999999;547.7282;521.3449;428.6827;471.4016;444.2688;513.8237;573.7275;543.2698;570.9462;687.9283;736.6545;545.2971;756.3115;835.7793;818.0238;836.5307;764.7282;771.7365;481.07854;1057.5405;818.5506;793.3363;606.839;746.716;847.759;844.839;;;
        321 Fabrication de composants électroniques;226.478;214.709;260.06;243.282;325.883;329.805;387.683;438.001;424.07;449.922;556.473;564.976;367.44;599.751;670.69;653.613;652.235;580.656;585.774;282.84;922.288;689.2028;663.0438;470.9029;;;;;;
        322 Fabrication d'appareils d'émission et de transmission;303.201;333.023;261.285;185.404;145.52;114.468;126.141;135.727;110.977;115.388;126.725;168.206;166.968;153.934;161.881;161.592;146.049;146.04;148.976;164.552;109.369;129.3478;130.2925;135.9361;;;;;;
        323 Fabrication d'appareils de réception, enregistrements ou reproduction du son et de l'image;;;;;;;;;8.223;5.636;4.73;3.472;10.889;2.627;3.209;2.819;2.942;2.89;1.294;1.508;1.352;;;;;;;;;
    33 Fabrication d'instruments médicaux, de précision d'optique et horlogerie;8.434;10.6708;15.3184;25.1495;20.31172;27.4434;37.5332;30.0171;83.639;93.4179;73.2806;71.559;69.5897;91.7867;92.9041;121.38173;202.4582;236.27944;242.42309;566.56139;203.09403;399.2624;365.8308;421.9008;406.369;380.767;382.7186;;;
        331 Fabrication de matériel médico-chirurgical et d'orthopédie;2.258;1.879;7.377;12.736;7.496;10.27;9.442;8.884;12.634;14.662;12.166;10.896;13.243;15.342;15.321;16.271;29.848;22.101;8.744;21.543;16.783;16.8827;17.3179;19.2979;;;;;;
        332 Fabrication d'instruments de mesure et de contrôle;;;0.228;0.228;0.228;0.221;0.307;0.301;49.015;54.606;33.558;31.245;46.987;72.448;75.126;101.76;168.229;209.406;231.941;426.488;183.662;93.4904;92.0088;88.9434;;;;;;
        333 Fabrication d'équipements de contrôle des processus industriels;;;;;;;;;;;;;;;;;;;;;;1.2374;1.2566;1.0228;;;;;;
        334 Fabrication de matériel optique et photographique;4.035;4.438;5.692;9.983;9.651;13.778;20.055;18.125;19.547;22.448;26.228;29.064;9.015;3.629;2.143;2.976;3.561;3.883;0.985;117.776;0.598;287.6519;255.2475;312.6367;;;;;;
        335 Horlogerie;2.038;4.267;1.943;2.09;2.785;2.983;7.502;2.486;2.221;1.125;0.901;;;;;;;;;;;;;;;;;;;
Total General;28730.0;33550.0;37668.0;37445.0;42065.0;45452.0;47884.0;51470.0;55282.0;55936.0;56772.0;57967.0;61148.0;59486.0;60224.0;64899.0;68526.0;77940.0;80265.0;82298.0;96796.0;99951.0;99817.0;104020.0;112884.0;107504.0;112649.0;115907.0;160033.0;171223.0
