Date,Industrie de transformation,Finances et assurances,Hébergement-restauration,Pêche,Industrie d'extraction,Construction,Information-communication,Immobilier,Agriculture,Commerce,Transports,"Électricité, gaz, eau",Services aux entreprises,Administration publique,Éducation-santé,Autres services
1998-07-01,NA,0.008615919157252192,NA,0.014759554714517469,NA,NA,NA,NA,NA,-0.002759415812182629,NA,NA,NA,NA,NA,NA
1998-10-01,NA,0.008901344024560899,NA,0.012899619264270286,NA,NA,NA,NA,NA,1.091434034580863e-4,NA,NA,NA,NA,NA,NA
1999-01-01,NA,0.009138937203711388,NA,-0.004318590644077537,NA,NA,-0.024106891609058153,NA,NA,-6.510823675761669e-4,NA,NA,NA,NA,NA,NA
1999-04-01,0.056646418028418605,0.00935811566693016,-0.02684624189421015,0.005314047722184176,NA,NA,-0.018508008880608513,9.791663811284362e-4,0.005639708286158293,0.007036898091801966,NA,0.026387054466908335,0.05660615375946068,-0.2040973019437447,0.006246444063063367,NA
1999-07-01,-0.0017622632603301993,0.009346113364612448,0.005887114237805597,-0.010223020036176903,0.013799112321882138,NA,-0.009920622954442763,0.005593036089093754,0.04898024660111275,-0.0018654155527128105,NA,0.039485288538946894,0.029042633816330127,0.18524508203321968,0.011609898026087822,NA
1999-10-01,0.027038139304159544,0.009453307141384164,-0.054175094029874804,0.017109310052744117,0.022910216598729667,0.0011845422861258346,-0.013556031593714803,0.012099018642874566,0.0025575799228603306,0.003808727065688402,NA,0.027072905359500594,0.011163206538391026,-0.04137365860279757,0.009473973477811613,NA
2000-01-01,-0.02505011023653136,0.009774484065714142,0.01161171439097136,-0.016543592876277574,0.0031777143163371924,-0.012267088023227337,-0.03407681948842503,0.01078143863105858,0.08547511175181384,0.003125243106181005,NA,0.017442252541498008,-0.002906519118128118,0.10227798673222996,0.008799280251298383,NA
2000-04-01,-0.008323404532854866,0.009601621139937705,-0.02316994151438317,-0.011268479964320557,-0.005316050170178795,-0.026163607384079773,-0.02643798194153832,0.009758996386743456,0.03920804099526684,0.0031906053969596943,-0.012014722113054911,0.0266612086712121,-0.010911730789100293,-0.06856857375826911,0.003245575166574621,-0.04568978331448408
2000-07-01,0.001755556164250053,0.009717433678382962,-0.04007489904648915,0.005769321686905537,0.00803554669882508,-0.013923465279543936,-0.01898433528168871,-4.00688372975324e-4,0.006268196134810059,0.0013443103413414343,-0.005962423473927605,0.02744282641668569,0.009529858796775861,-0.019942093642214984,-8.52390499923068e-4,-0.031519493630143496
2000-10-01,0.006735017310030984,0.00969055210665037,-0.007076213009274185,0.012762227268690397,0.009869240242855572,-0.009690543039839163,-0.021123382344118306,-0.00581088223724365,0.03621875532126755,0.0030148189833649605,-0.04270260221093107,-0.01243279698271978,0.009253013155081338,-7.57123718197607e-4,0.012724152523327746,-0.026279910152837312
