,Taux d’Utilisation des Capacités,Evolution de la production au cours des trois prochains mois,Evolution de la production par rapport au mois précédent,Evolution des nouvelles commandes par rapport au mois précédent,Evolution des ventes au cours des trois prochains mois,Evolution des ventes par rapport au mois précédent,Niveau des carnets de commandes par rapport au mois précédent,Niveau des stocks de PF,Evolution de la production au cours des trois prochains mois (2),Evolution de la production par rapport au mois précédent (2),Evolution des nouvelles commandes par rapport au mois précédent (2),Evolution des ventes au cours des trois prochains mois (2),Evolution des ventes par rapport au mois précédent (2),Niveau des carnets de commandes par rapport au mois précédent (2),Niveau des stocks de PF (2),Evolution de la production au cours des trois prochains mois (3),Evolution de la production par rapport au mois précédent (3),Evolution des nouvelles commandes par rapport au mois précédent (3),Evolution des ventes au cours des trois prochains mois (3),Evolution des ventes par rapport au mois précédent (3),Niveau des carnets de commandes par rapport au mois précédent (3),Niveau des stocks de PF (3),Evolution de la production au cours des trois prochains mois (4),Evolution de la production par rapport au mois précédent (4),Evolution des nouvelles commandes par rapport au mois précédent (4),Evolution des ventes au cours des trois prochains mois (4),Evolution des ventes par rapport au mois précédent (4),Niveau des carnets de commandes par rapport au mois précédent (4),Niveau des stocks de PF (4),Evolution de la production au cours des trois prochains mois (5),Evolution de la production par rapport au mois précédent (5),Evolution des nouvelles commandes par rapport au mois précédent (5),Evolution des ventes au cours des trois prochains mois (5),Evolution des ventes par rapport au mois précédent (5),Niveau des carnets de commandes par rapport au mois précédent (5),Niveau des stocks de PF (5),Evolution de la production au cours des trois prochains mois (6),Evolution de la production par rapport au mois précédent (6),Evolution des nouvelles commandes par rapport au mois précédent (6),Evolution des ventes au cours des trois prochains mois (6),Evolution des ventes par rapport au mois précédent (6),Niveau des carnets de commandes par rapport au mois précédent (6),Niveau des stocks de PF (6),Utilisation des capacités de production (cumulé),PRODUITS FINIS D'EQUIPEMENT INDUSTRIEL,DEMI PRODUITS 
2013-05-01,69.2717,34.3059,27.0874,19.4131,18.5405,1.084,-13.6654,0.7628,33.0089,18.2054,17.561,24.3426,16.7189,-15.9894,21.5291,44.5493,23.1054,12.5671,43.7867,29.0487,-11.5335,39.0483,32.31,11.9627,39.4657,0.7529,42.8772,-16.7,15.5206,5.274,1.679,-14.5128,18.5319,-10.795,-45.0518,-2.7173,-19.4851,-17.2566,22.2237,-20.1546,-39.678,-24.9089,22.4668,,,
2013-06-01,67.5257,8.4676,28.0337,18.7001,6.6536,28.1855,-21.1779,-2.9445,15.1961,-7.6986,27.6834,-2.6479,23.4212,-21.3373,2.9234,40.5811,-33.833,42.2021,11.6137,28.5785,-20.1788,4.3683,-12.91,22.7785,44.9422,-41.4979,44.0473,-19.0674,3.0792,-1.0186,5.6536,-7.4143,-0.6169,10.6442,-51.2739,-7.2802,-46.1921,-55.4051,-40.0376,-44.8866,-64.0255,-6.9658,25.0609,,,
2013-07-01,68.2726,30.4397,-21.0252,-9.9653,43.1282,-16.3112,-19.4034,0.9215,14.4985,-23.9952,-13.9708,30.2229,12.3835,-8.0782,5.7309,11.6593,-26.1395,5.2105,41.8705,52.7358,22.6572,5.0832,30.2869,-61.0384,-66.5139,21.6167,-59.1972,-50.2749,11.0889,-9.2872,14.7407,-2.7298,-4.227,16.8368,-53.3303,-2.4453,-41.8457,28.3102,-42.1331,-41.8457,21.5338,-23.7124,23.4779,,,
2013-08-01,62.303,26.6914,16.2619,-10.67,14.0709,12.4134,-22.6166,5.3606,63.4924,-25.6264,-13.1029,46.9727,2.9762,-5.6616,-3.2695,77.6639,-23.1913,-15.3621,50.2823,29.0519,14.9834,-0.874,72.8337,-61.3598,-9.5499,65.8649,-26.0193,-3.4785,-11.9007,58.6227,-63.4131,-13.469,60.7761,-57.2258,-45.0335,-25.3691,92.4014,-80.7955,-15.3725,92.4014,-78.8179,-44.4871,-10.5632,,,
2013-09-01,71.1549,4.3301,28.1163,4.9584,2.4689,31.7246,-14.8457,-0.8187,-8.6235,54.2538,43.6,1.4972,60.9573,3.0533,4.1281,-21.6733,56.5146,59.3422,-1.5832,68.4115,23.5507,7.1639,-14.7678,76.1727,56.887,-8.9587,76.4081,-16.9262,-6.9063,24.8795,58.0871,29.5217,26.7082,58.9273,-38.6576,-6.5564,8.3385,85.4151,73.012,18.2483,91.17,25.2872,38.9217,,,
2013-10-01,70.3176,26.4629,-21.7787,14.3045,25.0979,-8.0119,-9.9043,-1.0774,13.7355,-3.5452,3.1922,18.2658,-9.6741,-26.5549,7.0444,17.2826,9.7096,14.6923,16.8885,-3.3203,-25.2685,4.861,-5.1016,-8.294,-10.242,24.5357,-7.584,-38.8301,22.8148,34.8774,-2.3634,6.8363,37.6054,-1.581,-27.077,-6.1798,-32.7747,-7.6065,-83.7728,-31.4738,-68.368,-69.1217,27.2493,,,
2013-11-01,68.5578,27.0003,7.4277,-14.2004,25.8156,-17.448,-5.6817,-5.3767,23.0536,-2.9533,-6.9702,8.6193,-17.3226,-1.8281,7.4662,47.0711,-12.9805,-2.1697,17.5623,-31.4818,14.5954,3.2969,-14.2499,-2.2399,2.6338,-18.1346,-1.4671,-23.4206,32.3535,24.5595,-4.2673,2.4362,20.2405,-7.7042,-21.5636,-0.8442,-71.2378,23.8667,-43.4091,-70.7001,33.7372,-28.3658,36.9363,,,
2013-12-01,67.5563,-14.9879,6.1799,15.3872,-12.1192,34.4969,-9.7138,1.0843,13.6569,7.5428,-9.988,9.8367,12.0689,-5.9536,-11.2269,26.3729,16.4644,-20.0209,28.1848,13.406,13.5591,-23.7245,9.9026,14.7324,-7.1584,-17.5845,12.4582,-13.766,-20.5998,15.1824,-9.4126,-8.7102,8.0149,-9.2918,-33.8529,-4.2897,46.3477,-46.5486,-48.3335,38.625,-62.5801,-75.0317,39.2798,,,
2014-01-01,68.6336,39.4477,-8.6393,7.4536,22.6754,-31.4951,-9.2719,1.1227,38.416,1.5636,17.3841,16.011,8.6644,-0.3083,-14.755,54.6397,-6.9916,27.5116,13.4736,27.2982,15.7516,-29.3074,32.7823,19.5221,13.9254,16.2409,23.5875,-17.6609,-21.2843,18.5787,-4.3451,6.3835,11.7057,-3.8107,-34.2376,1.3754,-21.6774,51.0042,19.0243,7.7122,38.9748,19.3558,3.0938,,,
2014-02-01,68.1159,46.7304,-32.9692,-0.4686,45.0087,-13.2937,-15.4249,1.4154,58.8525,-32.9808,17.8462,58.2667,-26.7521,-1.9238,-10.3775,73.7466,-58.3153,37.085,74.5822,-45.9458,12.8616,-23.2618,58.1257,-1.1278,1.1769,41.4033,-28.1769,-21.3071,-1.0821,36.6844,3.0595,-10.2298,32.5435,3.0264,-31.8033,7.1457,33.3129,24.9723,36.2058,72.7552,20.487,35.0911,-14.4798,,,
2014-03-01,71.7702,32.0356,33.7471,23.9332,17.8074,53.5505,-11.8929,-1.6441,35.4033,43.0856,8.3098,15.1354,32.3903,3.433,6.0667,34.9663,64.6301,4.9248,-13.8688,44.5977,25.7457,11.2422,30.5569,27.5035,-12.1513,64.1308,-18.394,-21.1465,2.7577,30.739,-14.472,14.9929,30.8322,-13.308,-28.5787,4.5793,69.1504,22.5556,11.1592,76.9059,26.6233,-1.0763,10.5396,,,
2014-04-01,71.4152,26.9673,21.325,19.4118,28.1175,-6.6266,-1.7953,-0.0925,43.6771,2.2406,17.8225,47.4681,3.4465,-13.7134,17.9083,64.8176,1.8629,38.8758,62.5227,13.1993,-8.1176,34.9179,25.4342,-44.2094,-28.5535,52.6727,-20.5769,-49.9869,2.704,9.9522,11.4032,-1.3495,14.0402,1.6009,-25.2155,-4.5011,43.0263,28.7086,-2.9258,43.0263,35.8879,-2.9258,32.1796,,,
2014-05-01,69.8992,29.7025,32.9962,-1.9607,32.1958,34.3561,-21.3731,2.5728,31.9191,16.7335,-12.15,37.4378,1.1886,-32.1836,14.2617,62.6,21.9237,-33.727,64.6094,-25.6103,-41.0327,31.337,-35.0945,-13.4233,14.7869,-24.1374,20.4325,-31.1027,-0.3488,6.3536,-14.005,6.1481,5.3605,-15.4077,-34.8045,-16.2998,13.797,16.049,13.5601,49.8952,20.6905,-15.0495,8.5401,,,
2014-06-01,70.4969,16.7266,17.1998,18.5432,17.9141,9.8381,-2.0243,6.6959,31.1856,19.2696,-3.5324,33.2806,16.1983,-7.1472,1.2309,63.354,24.2688,-7.0184,57.3876,28.5653,5.25,0.0375,5.0764,-0.4842,-23.3815,30.9399,-20.1787,-43.3985,0.3323,-3.3912,4.1674,2.4118,-1.1857,9.5496,-32.8921,-7.0412,-42.0695,55.5847,-26.95,-37.0344,50.1093,-2.8299,-2.5676,,,
2014-07-01,65.6958,42.1853,4.2362,9.9915,40.3791,0.5291,-7.5853,4.8999,31.9812,-19.6179,-12.8891,21.7104,-23.822,-20.3816,-3.1821,44.9305,-52.3026,-14.9363,2.7455,-51.9924,-17.3694,-4.7794,38.9203,-10.8156,-41.8864,73.4301,-35.4304,-42.621,-5.9024,-22.0236,-14.351,4.0792,-19.4724,3.2786,-33.0136,-15.8199,-47.27,30.1693,-45.3555,-44.1812,28.2485,-23.5691,-9.8009,,,
2014-08-01,63.3468,32.5314,15.2286,21.2258,34.2416,36.8039,0.9505,-5.9041,57.8899,-19.6358,-13.3773,56.1987,-27.0056,-29.2712,1.6637,64.2498,-11.8942,-39.9737,67.4155,-49.6439,-55.0237,-1.7852,79.2065,-67.2045,1.7046,67.0247,-65.3691,-27.4203,27.9981,51.2215,-37.4309,-20.8583,35.2049,-29.5421,-36.501,-20.3161,88.4113,-80.5573,-46.8021,85.3225,-84.5341,-15.9636,12.0621,,,
2014-09-01,69.1737,11.3826,9.8597,-2.896,3.6048,15.237,-10.6169,3.7084,28.1651,38.8324,-7.8527,27.7046,14.0689,-29.0394,5.9946,40.987,76.0506,-29.076,38.8785,14.87,-44.7632,-2.7591,28.487,-24.2924,21.0184,48.664,-17.9572,-29.6734,33.3549,38.7063,22.7579,25.6888,25.6841,31.2685,-21.7843,-18.3704,-1.9536,70.9525,16.5943,2.366,65.0178,-2.4005,34.73,,,
2014-10-01,68.6414,15.445,-39.697,-15.4518,25.9017,-28.8863,-7.548,-7.9935,22.7048,4.7302,-12.6491,44.6051,-39.2475,-16.7366,2.4871,25.6189,38.3524,-10.1917,60.7184,-45.577,-15.8341,4.1719,21.575,4.8282,-18.7078,52.8136,-60.9759,-22.9158,11.2298,38.2024,-6.7264,-3.5019,33.3019,-16.2841,-41.7874,-22.7262,24.6063,8.679,-8.5832,21.6746,-14.6002,-21.1998,37.2192,,,
2014-11-01,69.102,8.9668,0.1394,-44.5559,15.5848,-5.8367,-22.8994,1.4794,-9.6446,2.827,-16.4812,10.9529,21.6908,-26.5423,2.0218,-25.0529,-26.8774,5.4174,10.0636,55.1274,-8.6377,3.21,1.868,44.0336,-41.4274,30.9632,-13.2821,-66.4594,9.5911,15.1341,-5.6652,-8.0581,16.0958,-0.9199,-40.5321,-22.8562,-58.6281,75.8729,39.8925,-58.6281,69.4741,-23.2057,2.7686,,,
2014-12-01,64.8015,24.5761,9.3298,18.2039,21.0958,42.238,-16.9306,-0.3247,33.5678,3.0439,3.5265,12.0656,14.1564,-21.1597,-5.569,63.49,-9.6136,-7.2559,11.0386,-6.6349,-11.1136,-2.9013,2.4483,16.3306,6.5428,20.0363,16.6035,-45.7546,-22.1308,29.3256,7.7841,-7.6335,22.8603,1.3199,-26.9308,-10.9002,-47.5029,24.0833,17.2121,-47.5029,41.4032,-40.2302,0.0,,,
2015-01-01,66.1253,18.7904,-18.3264,-12.6869,18.1906,-47.9748,-8.7602,-13.1246,33.6927,-14.5355,0.0305,36.7725,-41.0175,-17.3713,-19.1547,47.2467,-12.8581,-6.2046,46.6904,-58.6105,-18.5634,-31.0615,42.1102,-15.2924,41.2287,56.4794,-10.6659,-21.9043,-7.8507,4.4435,-3.0753,-6.5974,17.3926,16.0341,-16.9709,-11.6073,3.6043,-18.7702,-15.27,6.1952,-27.5921,-33.8844,0.0,0.7228,6607668.273,6968018.6952
2015-02-01,67.6608,28.3852,3.6316,9.3342,28.3059,15.5458,-13.4638,-18.0458,48.421,15.308,28.1004,47.3816,38.6038,-20.3868,-15.2377,78.8581,12.0572,36.5439,73.7368,55.8036,-22.515,-28.7634,23.237,55.1276,48.6297,21.1215,44.5834,-12.227,15.344,0.034,-29.637,-18.5669,7.8739,-6.731,-41.2131,-11.9595,36.3729,13.9143,32.2533,55.9446,40.1223,-40.1479,1.0681,0.729,12330789.4194,13442130.3548
2015-03-01,68.05,29.503,39.0105,34.1034,28.0452,54.2772,-15.4789,-14.6438,45.4545,20.3936,13.1075,41.2596,28.7057,-24.9821,-6.5715,66.6664,14.2856,-5.2656,69.043,18.1541,-35.6469,-1.6749,32.542,5.5629,12.1461,13.1804,15.3862,-27.9196,0.3322,24.5328,-3.8363,6.2035,18.3643,2.6927,-25.5816,-13.771,17.4962,51.2389,65.7105,0.113,59.3321,20.6571,-20.7965,0.7271,19347196.9431,21049420.986
2015-04-01,72.1182,32.4262,22.2486,48.5067,23.3277,7.6657,-14.5858,-10.6502,32.4702,34.7696,24.1333,20.6945,29.7802,-15.6316,-1.173,59.1693,61.5768,32.6853,37.4177,65.31,-13.5903,5.4829,-2.8028,17.9759,-19.1351,-9.2888,0.1728,-13.7136,-0.0812,16.2358,13.7515,-1.7002,30.3516,-4.4862,-39.4424,-14.5159,-43.6208,-37.0067,6.2982,-34.5396,-14.5452,-17.8077,0.9372,0.7308,27271051.0668,28748030.4479
2015-05-01,70.8232,32.1597,14.4518,39.6677,25.028,-4.4928,-2.9846,-5.8375,32.3978,-20.8254,5.914,32.8713,-20.1038,-17.9813,1.7015,61.6051,-43.3917,-2.3177,58.6624,-48.5933,-18.1989,5.4939,-7.0012,-20.6667,-17.6243,-2.3572,27.6653,-34.1909,1.9974,20.1527,-5.2017,13.7381,37.1141,-8.0522,-34.7532,-11.2463,-55.5648,-24.915,-21.5096,-25.0339,-26.295,-19.8541,18.1122,0.7299,33508089.9957,35712192.599
2015-06-01,74.0917,25.0633,24.5195,25.5637,38.837,6.5653,-2.9227,-12.5824,26.1292,30.1575,6.9995,21.1387,6.0797,-16.4854,8.9951,54.9489,53.0771,-21.425,30.5787,-2.721,-25.8152,32.3976,-11.1993,-23.6684,25.7367,-6.4861,18.6317,-10.7495,-20.1777,11.338,40.4578,32.9666,22.2216,28.5076,-41.8876,-2.5723,-57.3539,31.0389,54.3622,-45.8178,10.6561,0.4743,26.1679,0.7305,40627428.1151,43256321.4903
2015-07-01,71.8662,29.4264,-3.3448,2.9496,46.5896,20.9276,4.6298,-3.3083,17.6958,-0.6873,-14.2263,31.6238,-19.5283,-18.9492,2.6286,33.7106,19.8535,-31.8022,32.3065,-50.3757,-25.7343,7.5516,-13.0247,-18.7986,-7.0532,38.4932,-21.9049,-21.6811,0.9496,-18.3033,0.8874,20.4328,-3.6883,2.9886,-30.9977,-8.5924,9.9757,-46.9234,-47.0231,-21.0819,-37.9964,-61.3272,17.0087,0.7322,46518868.4044,50595085.4334
2015-08-01,67.8396,13.3042,-2.948,-16.3023,28.0811,12.6335,-13.0485,-3.0659,37.7534,-2.6518,-5.5556,11.2073,8.5595,-20.0712,0.0834,44.8611,15.6094,-11.5591,-16.1238,29.1366,-25.682,5.4279,56.6083,-32.312,23.539,12.8052,-9.9701,-10.7832,3.4438,47.7052,-28.5284,18.3442,46.2949,-38.7012,-30.1477,-11.0272,39.1555,10.1979,-34.0268,46.9478,-19.0598,-35.5052,-13.5991,0.7223,52526137.9156,57152188.529
2015-09-01,72.7439,19.9448,0.6843,0.7059,22.9034,14.4866,-22.2566,0.6687,44.368,1.8558,3.3432,46.4889,1.5265,-26.814,-1.9763,50.6503,-13.3744,-9.4398,54.7638,-25.8762,-25.6827,0.5576,60.9561,9.5102,17.8639,61.1335,15.8331,-32.6706,-5.4306,51.5746,46.7904,35.7019,53.2563,43.8629,-35.402,-16.7053,60.8924,21.457,8.0609,54.8885,7.1525,-26.8303,-2.2714,0.7241,58715650.7184,63764852.1422
2015-10-01,76.4679,26.9291,22.6247,15.3018,15.6809,14.5043,-8.436,6.4,39.1013,28.5958,21.1216,42.9597,22.8582,-19.0754,2.176,49.4091,28.856,1.2264,51.1807,-2.6485,-29.2265,9.0469,39.3038,28.8085,57.9723,72.3922,61.7312,-11.7596,-8.9515,42.502,40.7313,37.0387,39.2714,49.2128,-19.8396,-11.2014,33.5546,40.6186,25.5988,33.5546,51.7323,-32.8342,-6.0407,0.7257,65368590.5395,71213272.8146
2015-11-01,73.6241,32.345,-19.5519,7.3881,21.595,-10.7523,-17.1296,-9.3822,10.8601,0.443,16.5548,18.1597,25.8473,-24.4182,-0.0101,10.3144,-13.8202,7.9619,11.6766,45.0004,-24.9239,0.7759,-14.9241,37.7083,39.0026,28.2111,40.2756,-24.5382,13.6204,27.7827,18.869,21.1413,32.9447,24.064,-24.3844,-8.6889,-7.5962,22.1002,24.9167,-6.8537,21.1086,-50.3934,-1.2539,0.7271,71986007.8675,78511556.5128
2015-12-01,71.043,27.4882,20.8588,20.0051,32.9873,22.7261,-5.4461,-14.3166,24.2776,-8.1514,3.64,19.8694,23.4299,-25.1963,-5.2125,11.7409,-17.8954,-18.9526,7.0613,37.2569,-32.5097,-0.0903,39.4615,-31.0978,16.6778,28.1749,17.3218,-26.673,-5.8524,30.1268,-6.727,39.603,22.6583,-2.5683,-18.8472,-5.1174,28.3772,3.0046,-13.2951,10.3127,-7.0743,-66.4751,4.524,0.7271,79483509.6499,85988339.5143
2016-01-01,70.597,32.2766,0.4112,0.0343,48.9615,-8.0547,-17.7962,5.5138,19.2577,29.3407,15.7433,30.784,-2.9544,-14.0121,-0.4547,16.2612,36.667,14.2084,18.4185,-29.2438,-17.6483,-1.336,14.1133,41.32,37.7457,46.9452,35.179,-1.7376,-7.9623,2.7057,28.9415,22.8048,-10.7528,19.5284,-6.0916,-3.3155,16.7621,70.1878,9.6737,16.7621,25.984,-26.4911,8.3113,0.746,6969723.0819,6905852.7882
2016-02-01,69.4654,22.8273,-4.9504,29.005,38.0441,-14.3479,-0.914,-3.4001,28.8177,0.1096,15.3642,29.465,-15.6483,-16.4421,6.7552,32.6333,-40.1114,-7.693,34.1031,-42.0908,-24.0987,7.4652,22.1977,50.7349,32.7347,8.9405,-2.7986,-24.7139,22.6154,25.4747,15.0788,5.7922,10.7421,-1.4211,-19.1906,-13.9413,55.8394,69.0255,44.2998,53.5991,72.1397,-6.2584,13.3134,0.7493,14026379.016,14572415.4268
2016-03-01,74.0407,47.1638,42.0119,4.6879,34.4891,40.5522,-14.6044,-11.3811,30.6747,52.8568,17.4825,30.9726,51.9236,-12.3221,-3.5747,47.3707,59.8773,3.5948,47.1935,60.4953,-18.7145,1.2547,-11.6507,72.3255,45.729,6.4581,64.2204,0.3232,-2.2899,4.4176,-3.9644,1.5325,2.3122,1.443,-21.6536,-13.2553,33.125,51.7055,71.7061,33.125,60.5607,1.5678,5.8728,0.7483,22440881.0303,23551525.597
2016-04-01,69.587,35.2993,-8.1383,-18.0401,26.6258,-21.5833,-9.849,-12.6999,22.1813,11.6121,6.6707,18.0608,-7.1705,-10.7088,-10.1042,20.8807,49.0596,14.0004,18.9633,-22.9968,-12.5201,-0.0466,14.6685,-25.7993,34.7896,6.1672,35.5932,-1.3369,-31.0565,10.1919,-10.3921,-25.2161,21.1518,-11.7473,-35.7338,-17.4322,13.7633,21.8102,6.8898,13.7633,7.0598,-8.1131,17.7939,0.7493,30579002.3509,31294236.5018
2016-05-01,71.2545,25.2517,28.6718,27.5333,44.8267,37.1725,6.8343,-6.1415,13.2978,22.27,9.1718,14.7956,-6.7469,-11.7015,-5.3058,15.8297,38.6809,3.3832,13.3392,-22.5697,-18.3957,7.8427,5.3466,-19.9061,-9.7501,-7.4123,-50.8508,-19.396,-36.5643,29.2309,0.204,33.3621,26.6449,11.0414,-40.7521,1.527,-41.9503,64.2295,2.3109,-40.9062,28.2277,7.2366,17.8338,0.7497,39204257.2162,39640637.4827
2016-06-01,77.4878,28.1343,17.7045,14.9449,40.3297,1.0218,-2.9145,-11.3044,16.6925,2.5201,-5.8961,20.4096,-1.1648,-23.7798,1.9334,26.7371,-3.4195,-7.9549,20.4243,10.7845,-37.4738,4.4937,2.9232,-8.9712,-18.2735,17.9317,-11.657,-32.6191,15.2021,9.4748,6.1605,12.8498,-10.6734,11.4148,-31.2785,-9.9431,-19.4212,-2.8745,-65.0662,-23.5315,-37.8594,-18.5344,15.7672,0.7491,48133811.9455,47523078.733
2016-07-01,68.5253,31.2008,30.7753,37.6414,39.1554,10.6808,-7.8055,-1.0089,26.7955,-19.0296,5.0165,24.907,-15.6711,-23.3323,6.6065,36.0734,-23.4496,-11.7281,23.2576,-10.0979,-22.9946,8.1466,22.4445,-67.4713,3.7795,29.0793,-39.6356,-37.366,22.8133,7.1373,-15.1242,-2.897,-20.8619,-19.5399,-31.5288,-14.7311,2.6212,-58.7386,-59.6636,2.6212,-72.2947,-36.5508,0.0,0.7509,57024237.7525,54613725.8682
2016-08-01,67.8504,14.809,8.2387,21.5772,11.079,13.7882,3.9911,7.1093,23.7373,-13.7306,3.0721,31.8563,-22.8796,-28.5587,6.3105,20.3893,-32.411,0.1392,21.8212,-30.8604,-43.4797,3.2801,18.7736,-1.4393,-16.4121,61.5818,-39.6639,-29.4551,19.1642,45.879,2.1585,7.0448,31.1226,-26.0752,-35.4299,-15.4241,78.9693,-56.8404,3.261,84.2867,-75.038,-70.8258,-0.0085,0.743,66306058.3883,62366715.7401
2016-09-01,68.8384,16.6624,-4.1163,-17.3337,6.1274,-0.6344,-2.1982,-8.3144,34.7924,-3.3177,-6.9472,30.3328,15.478,-18.8563,-2.001,29.2788,-28.6439,-24.7097,32.4355,21.1313,-30.5561,-7.8482,52.5556,18.1465,10.9875,46.2728,18.5652,-23.2323,18.7043,57.4411,31.2027,19.079,34.0178,6.9961,-31.3985,-11.7617,75.8332,45.7764,66.2963,82.5839,62.158,-2.7065,5.4227,0.742,73927610.355,69044533.8852
2016-10-01,73.5833,22.6317,56.5213,0.1995,24.0686,18.2118,-2.8879,-9.0552,21.2186,38.6072,14.604,26.5904,25.7015,-15.9127,0.7719,17.6834,10.7513,18.6205,22.8078,0.0726,-18.6309,10.259,19.0301,69.6421,24.1681,31.6956,67.8837,-16.9517,0.4911,42.9603,22.1316,-5.8287,41.6363,7.8476,-38.7173,-9.4297,19.752,41.1179,42.7246,26.3184,87.9673,-27.2248,-1.3377,0.7437,82406253.8557,76519420.906
2016-11-01,71.2457,27.6951,-3.2787,24.279,22.5738,-0.2838,-9.185,-2.8725,16.2114,-7.7439,14.8946,17.3343,-6.1167,-14.8977,4.4808,6.2385,-38.0786,21.7911,12.8286,-29.6364,-12.0996,15.8342,10.7811,19.9686,-2.958,27.284,17.6416,-31.3884,3.1964,14.067,22.2774,10.5761,13.1302,25.4304,-14.8452,-17.8633,45.4443,26.4481,-1.6899,-6.0651,-5.6536,-1.7645,-1.9626,0.7435,91091083.6145,83949110.833
2016-12-01,69.6445,23.3498,23.4744,16.6186,22.1334,31.6162,-0.9822,-9.2894,28.0783,-8.0288,10.0468,21.0847,25.3079,-9.4108,-0.6467,20.4818,-26.9679,-5.5555,26.4008,23.5279,-17.6301,5.4472,40.0903,-18.3156,32.8676,15.6063,39.0944,-4.0309,3.4306,7.2531,-12.4444,1.6124,-1.4542,-2.0092,-16.9096,-10.4503,76.3567,-16.1026,0.6737,28.1547,-10.3327,-13.5276,4.2591,0.7425,101921466.8622,91564814.4937
2017-01-01,72.1648,34.9157,-39.7274,17.3236,35.919,3.2192,-6.6309,-6.341,32.6441,-8.201,5.4265,30.4039,11.9334,-21.6932,-1.509,28.3832,-34.2948,4.6424,19.2411,23.7449,-27.4728,1.7752,33.318,60.5219,-19.9434,34.528,6.5992,-31.6582,0.7058,5.6198,-17.0442,6.2396,14.2678,-25.5134,-34.6229,-14.436,75.8563,42.9657,52.3814,76.6996,39.2654,-1.4149,5.597,0.7124,9017765.8332,7832524.2057
2017-02-01,74.0858,25.1014,-9.22,14.3225,33.9077,16.3063,0.6371,-3.8765,46.7879,14.4872,18.1012,38.5402,7.7605,-21.0637,-5.6664,76.1369,20.3396,12.3262,43.6935,14.0782,-36.0793,-23.6267,27.0789,43.5302,25.45,31.8816,-17.4423,-30.6958,22.5831,10.4121,-27.8282,-0.0352,19.0768,-18.6801,-30.0216,-17.649,68.0743,18.0821,61.8642,70.951,51.2763,22.8769,7.0103,0.7143,17125590.6077,14914202.6629
2017-03-01,75.8631,33.2469,43.6786,35.5041,42.7698,39.5397,-1.4168,-7.6635,45.787,29.7737,25.0631,31.6656,36.6404,-8.9729,-3.219,53.6944,30.1466,44.2876,24.6985,61.1706,1.7388,-1.9057,58.3273,8.2435,-19.7695,25.1765,-0.4097,-39.9285,-8.497,22.6101,27.3957,-1.8087,24.5155,21.859,-13.823,-8.7422,48.4373,20.3429,3.9282,46.119,-14.6597,-23.8844,30.2919,0.6621,26872185.5737,24144483.2148
2017-04-01,75.0545,36.8006,0.0347,6.971,29.7948,-23.1908,4.9301,-6.2366,25.277,8.8958,0.056,22.4797,-7.5507,-7.9803,1.2283,17.6921,23.6623,3.422,29.4854,-3.5885,-10.3337,1.2178,14.649,4.9428,2.6409,-14.1112,30.5358,-9.7055,10.0002,12.3348,-2.105,-28.7887,18.8151,-13.3794,-20.2354,-2.184,47.1702,8.1765,-25.2971,59.1689,-46.7912,-44.072,18.8621,0.6138,34611531.4335,32200353.7122
2017-05-01,76.889,33.0103,7.3637,-12.5529,30.9089,-12.1072,4.7248,-4.5034,22.7264,6.2378,-0.7222,18.396,0.5573,-13.9951,0.3055,25.5298,11.8598,-5.4615,22.0489,-1.8113,-17.5604,9.0365,4.426,10.3579,8.6953,-2.3061,4.4712,-31.5216,-9.2719,8.5265,-8.6489,-7.1202,3.343,6.3536,-25.7061,2.8952,47.4794,-23.8724,48.2519,38.8717,49.6673,-5.3876,16.3221,0.6032,43668671.1037,41294526.7512
2017-06-01,74.1956,31.8459,29.9677,19.7707,40.3942,29.5214,-8.7504,-2.2134,29.3106,-24.561,2.6269,30.0747,14.1648,-20.2041,5.3797,27.0937,-46.2416,-13.3343,25.1584,0.9087,-31.8034,7.6083,45.1591,-61.6425,18.9865,43.0943,13.8666,-18.2853,10.0098,-9.9211,-2.0136,6.5216,-6.3963,18.3006,-14.2821,-5.8793,18.2339,-4.9883,-31.4299,11.6297,27.9639,-10.3689,17.204,0.6092,52894380.667,48982755.4137
2017-07-01,69.419,33.065,4.0915,18.4773,26.6459,24.645,-4.9095,-7.3519,20.5441,10.7995,7.1867,9.9878,20.869,-12.78,-0.2946,40.2853,48.7113,8.7049,13.5632,36.7826,-5.9418,3.6305,-12.7808,-24.7921,9.4142,-8.6356,11.9925,-34.5678,2.6628,-25.7581,21.0744,9.0957,-21.9143,20.7826,-12.975,-6.6077,18.6736,-68.8855,-59.7509,18.6736,-57.7537,-8.1378,2.25,0.6182,60614331.8406,56338788.0638
2017-08-01,69.772,8.3326,19.6149,22.9559,13.4346,9.6657,-5.7009,-2.4012,40.1869,-1.8652,9.1975,30.1862,-9.1309,-16.7499,2.2463,46.497,-26.7889,-13.5557,16.7577,-35.201,-9.4554,6.418,58.9466,38.5626,53.6562,62.0442,32.6868,-28.821,-1.8872,41.3982,-30.1816,-2.0645,32.3207,-31.6636,-7.9314,-5.1717,63.3495,-61.1013,-65.6158,63.3495,-61.1013,-75.4407,20.162,0.62,68460140.4849,63788809.4935
