Valeurs ajoutées (cvs) aux prix de l'année précédente chainés (base 2014 )  (en millions de dhs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1998:1,1998:2,1998:3,1998:4,1999:1,1999:2,1999:3,1999:4,2000:1,2000:2,2000:3,2000:4,2001:1,2001:2,2001:3,2001:4,2002:1,2002:2,2002:3,2002:4,2003:1,2003:2,2003:3,2003:4,2004:1,2004:2,2004:3,2004:4,2005:1,2005:2,2005:3,2005:4,2006:1,2006:2,2006:3,2006:4,2007:1,2007:2,2007:3,2007:4,2008:1,2008:2,2008:3,2008:4,2009:1,2009:2,2009:3,2009:4,2010:1,2010:2,2010:3,2010:4,2011:1,2011:2,2011:3,2011:4,2012:1,2012:2,2012:3,2012:4,2013:1,2013:2,2013:3,2013:4,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3,2022:4,2023:1,2023:2,2023:3,2023:4,2024:1,2024:2,2024:3,2024:4,2025:1,2025:2,2025:3,2025:4,2026:1
"Fabrication d’articles en caoutchouc et en matières plastiques, et autres produits minéraux non métalliques",2333.46678091611,2087.43867482597,2088.23917172089,2098.73077253701,2142.96694334107,2237.1525354605,2322.63770144035,2420.54731975807,2509.88650945929,2556.32480305136,2525.43486450367,2532.09542298565,2552.98368645183,2533.76422328121,2541.31473917863,2633.93365108832,2636.7584709281,2698.70148550621,2799.7248706279,2753.25807293777,2825.15673842412,2880.11599577768,2910.61760148465,2756.01876431354,3011.99253755682,2956.18921047774,2909.22888998215,2906.52796198326,2810.27701523666,2879.75328998323,3173.36274346136,3357.05115131874,3202.92404699486,3564.60984258598,3577.50008178425,3598.37482863489,3512.84895117128,3643.3818877749,3688.39318777136,3750.26627328245,3987.13243359581,3901.21630278186,3952.33273966019,3885.69462396212,3790.67367700077,3889.49655850727,3850.28695095049,4128.18641354146,3936.0173906544,4231.22315968025,4255.67775387906,4294.78179578628,4361.10868053684,4510.49682969624,4846.42299717112,4930.53619259578,4942.53745127296,4605.17237653917,4380.887373485,4491.35699870285,4651.25739794249,4655.37976736796,4732.0354680569,4726.75126663263,4482.49549142342,4660.96077994826,4658.2711729834,4521.2723323949,4591.440828668,4746.548583559,4576.47076111,4701.539618643,4689.93746807,4610.775320872,4768.108689896,4637.746525782,4649.113344839,4554.531498697,4696.389406352,4742.613724084,4742.13696488,4888.322921112,4827.297637312,4815.685442854,5134.999765533,5299.565170227,5122.715251721,5108.812940431,4846.989168649,3752.849333447,4844.002806221,4791.753978529,4966.298430079,4956.4176556,5127.40420605,5173.6213112,5016.52421861277,4777.504032548781,4681.767951520786,4809.74076489278,4937.346206648096,4899.195223562276,5215.306203548313,5016.937987881279,4941.405853748673,5143.48779482936,5312.284470438507,5368.731732304988,5084.630400928989,5401.108626153276,5818.5762368058695,5610.659984252869,4901.583706495545
"Fabrication de produits métallurgiques de base et d’ouvrages en métaux, sauf machines et matériel",1267.56633268733,1348.07783629925,1288.37893427237,1499.52429674103,1432.80810898872,1426.24716317542,1416.3342685839,1350.12525925194,1360.84981773024,1322.49695889036,1341.95332448914,1316.48289889024,1397.10511706537,1544.67194405852,1544.29447564071,1571.61756323539,1592.03596848897,1371.77419843388,1636.69105868377,1770.64697439337,1890.01510907482,1770.24325304322,1802.85938218962,1866.78505569232,1807.53140829079,1876.23117444634,1975.63491623575,1909.96720102709,1910.86209773625,1923.59400926173,1851.62428778557,1786.84940521644,1962.64602725783,2004.67560204358,2022.17621115821,2001.61685954036,2142.94401782479,2256.13334361343,2258.28926772264,2314.30927083911,2366.33205576463,2359.84211398624,2383.36729242345,2930.69673782567,2590.1624965242,2676.87083079574,2718.50717164131,2903.30720103873,2797.09706678582,2849.07420601552,2972.50163835371,3037.54448884494,3234.36732071144,3324.00758078929,3369.96570823159,3287.03699026766,3217.46616756461,3211.89971425743,3179.49531167253,3099.07160650541,2863.19669346993,2889.10742876332,2992.6839786862,3155.30739908054,3344.30133323329,3126.50952736329,2983.45966239282,2824.72939491058,3107.64208143687,2976.94639993628,2902.814356128,3038.59716184883,3006.6170420136,3115.71656696421,2874.46525299346,2984.606544744,2717.19489980707,3162.97068042335,3056.54498684348,2799.11252099539,2906.33631342853,2979.82653323498,2989.11921943837,2650.42922456035,2839.584277443,2960.302184763,2890.551518546,2636.45947322,2916.82371235,1924.644642973,2609.31159927,2721.797364928,2898.285132582,2830.653372637,2788.631659464,3329.605732739,2791.892260478016,2976.244515281017,2961.3713157680168,2890.8804187620162,2850.0610304507913,2711.7153130430183,2726.7857683756456,2845.3239842208795,2711.926233380022,2776.196641192848,2872.4677786496995,2923.4847415256004,2795.0767199325246,2952.3721950425015,2640.790828039142,3109.0070982157176,2677.6834976953583
"Fabrication d’ordinateurs, d’articles électroniques et optiques",157.032635869617,160.394618079146,172.562860158066,164.747185893168,171.187342385709,172.38528555732,172.140790978132,169.120881078838,158.124169901823,160.066123779317,158.110199468381,155.911006850476,154.892918573516,152.775131799054,152.258458528726,155.869291098703,160.466982123037,162.024320667855,168.528500752122,171.934796456984,190.201230849655,192.984690582661,196.750793573019,202.346084994663,195.699624132776,203.181376571108,201.942206933226,210.044292362889,211.459959866304,214.712068817372,220.325909557171,218.732261759151,220.703226691977,220.209689626459,223.99527663231,227.279707049251,227.11254511389,232.936096656761,232.18180767174,235.543550557607,237.27837749434,238.070222728252,233.929332475835,229.667567301571,230.546240009253,226.717537051541,228.308113892538,233.680909046666,239.513911419832,243.156162252278,248.827644667997,253.202281659891,263.126946321356,266.690061191426,272.351111890983,269.822180596232,267.048538970902,262.956171919069,262.102642348842,258.410346761185,249.233525166788,242.389448378806,249.332274280903,255.192452173501,256.523649811,252.898825571,256.082343973,256.495173395,253.237627514,254.309987536,252.020846464,254.431533866,257.006338563,255.052225766,255.221852587,247.674446389,245.00188582,254.912799787,256.025241392,256.029714928,265.585489095,271.115649671,277.707275544,276.380723265,292.692584679,282.8849933,286.431965828,279.094498203,280.685206845,278.300274287,264.194321754,242.785676581,354.889540044,392.720989083,365.963016465,289.2725905,365.4510453810639,382.976227785067,384.4586098620673,397.40327929606957,395.7335292696182,402.14600652944426,469.82974415874287,485.18554655322816,470.571229087235,477.031228361948,504.1561737628385,546.8032473775256,463.5575147410835,518.2811068608813,497.67440602385284,483.780111929796,493.22519568451287
Fabrication de matériel électrique ,312.919589668384,315.28669775245,317.397309424596,301.466903154568,336.592170613818,348.024998344605,366.478182545847,379.584748495728,389.189276683297,397.59669811881,393.694919518198,372.071405679693,396.982081280224,402.042136278508,414.349772977118,431.466009464148,492.03084490961,513.260329827387,525.009116897958,531.869508365044,540.713713066512,546.667004584165,555.163260642067,553.726921707254,529.973128697573,531.684700985868,548.790471235185,554.962799081373,553.633304153228,579.101943885303,603.36252927613,618.468322685338,656.131792247536,669.818844139094,674.120627580142,738.077036033226,833.363360371855,859.442291849467,865.511994355997,872.363953422679,857.571941017063,844.772995132506,822.862107200255,801.631956650174,757.710200129294,738.643667672616,718.337042970728,708.21678922736,670.106540267774,673.210653641355,701.432231618351,742.451074472518,858.313311866074,896.154074948404,930.611990403614,958.893922781905,980.84072119231,984.338073599291,995.728205173868,1003.57630003452,941.766385928856,970.826413230369,967.825495423652,992.568805417122,946.213686767856,1060.30918770631,1066.24188197609,995.235265279728,1020.1864934194,1012.41872245317,1116.48568184466,1009.90913518275,1060.005844696,1033.143815231,1067.090633695,1000.746270448,1117.234713867,1069.590893313,1086.946011236,1108.644478475,1057.793493116,1137.363023583,1077.55625947,1165.240869578,1146.912212671,1127.507491621,1160.365318474,1245.848510827,1155.832943398,666.536754836,1101.231662679,1071.559720434,1216.607714659,1157.37713464,1317.070054339,1092.04494556,1199.061961973963,1444.5793150229554,1203.960041426963,1371.8487004719577,1384.8370776820746,1426.5690723331174,1331.301270434118,1357.9158996736587,1301.5183571260295,1297.9792849216685,1368.0725602902485,1493.2698391455456,1493.219339049594,1602.571767183345,1334.399742721812,1370.003868537227,1345.3906244836842
"Fabrication de machines et de matériel, n.c.a. ",531.517226150742,408.18259507537607,576.6362104503813,367.3091950210748,450.7943470584321,468.8700311268612,457.2137712247825,543.1809456659203,349.91050692994656,464.5464899884842,388.15413322961615,602.0678252326555,525.4950897542349,437.32956926364443,448.421282850884,433.3834988072703,578.3104412449937,596.954717816019,593.4231311116417,611.9331256429574,596.3951766025916,549.2898995395167,518.9851411362172,626.8986348187775,481.3285271441969,534.472178397855,530.9033784623257,467.67870025180014,513.9483129404654,562.773455115217,558.1260112554932,540.4859178573621,516.0243685877637,569.0878755121629,536.8761824424082,504.31505281922153,611.7810957404345,575.293498167658,655.7524091045452,644.4967391696324,762.9582871593959,599.583722821692,823.1050270753869,764.9993312761214,647.4438364559916,546.003953454391,645.7773444251168,673.8307888235227,588.9069649724471,524.7579703300961,538.9209944509515,575.9990370373497,679.1773468633053,604.7175683445382,631.3931624865369,635.505441018767,776.4947125885423,599.2055230976929,552.9268592963225,678.4751430286917,662.9725788458071,700.0569995607902,613.741317384397,626.5628991482604,701.704670532264,708.214132965097,711.373124136926,703.708070465711,686.789116775211,729.162311573868,740.681359952374,722.367214698545,772.990334339556,767.26483515284,768.244117499006,798.077851408597,832.066176113304,775.465489003743,758.105570199506,748.877787454165,851.106689634246,760.569775306732,759.439942819766,807.677320675955,785.929281374285,807.590329613054,805.698634742274,769.515807711056,766.9825749175718,417.5457610524672,758.4602011043344,777.9460867367374,737.4179630183235,742.5192246082983,757.7651577087029,697.1485200244923,780.0356564767909,730.0782666000414,709.9868939418287,757.8643317777114,754.3525145977381,707.6126234351536,713.9594008280551,759.7999695269662,750.0456007535677,666.7103789688001,880.4768496260301,846.3305822882174,806.4833168432513,459.6825842754773,893.2467473359088,876.6431687031198,804.0638668927215
Fabrication de matériel de transport,970.530551877994,802.915096959249,823.458056860498,701.784194302257,760.60876757531,785.452364996032,799.088825441143,883.167341987514,787.116896251769,827.209010343613,827.548873599112,816.852819805504,899.783796422719,891.689497703932,923.802349798581,863.618456074766,971.596923654282,947.769371317686,944.960179006979,962.705626021051,940.180571251416,1008.11409474416,960.364727535664,1011.39470646875,982.021115718819,1116.4752207825,836.55102995071,960.406433547961,946.485051148462,979.833809414804,1006.54158223998,1019.85865719674,1141.61118217009,1075.96082427069,1034.74707192118,1037.22292163801,1015.38187986805,1140.01707089173,1354.50892059431,1335.2834286459,1372.71724982781,1376.87559079961,1357.36080924109,1387.52665013147,1244.97210700973,1244.97157586025,1418.16097946085,1250.01643766915,1256.61712976491,1252.97050317502,1336.48464344032,1321.29342361972,1317.06782641034,1410.52456936465,1539.79232545073,1733.55307877426,1818.17449543993,1743.81962695778,1681.46931972013,1708.34165788214,1787.10468989569,1919.40617480062,1775.66707030499,2346.82416499868,2455.35595418837,2306.53722054809,2593.68561419216,2237.42148117136,2354.32027480824,2600.95121154344,2845.13222045282,2723.59641718549,2808.30188838372,2836.48354013318,3264.26448112728,2944.47521112016,3090.37488738616,3160.519989205,3146.00346920152,3326.83193976857,3517.107155912,3470.356390391,3602.634253271,3651.520815733,4053.255712686,3991.57607618,3926.174745017,3848.845818402,3740.521200546,2055.708633104,3797.739050291,3448.861500985,4396.200698587,4355.959315586,4380.400213701,4416.363718257,4307.341582437079,4922.96384692209,5110.665262418093,5000.898335354091,5619.104689321951,4969.427600381696,5379.160711675653,6319.970175226674,5676.787057003731,5823.040059855619,5938.081940437943,6030.617777126674,5864.197935469216,6439.147074432683,5876.336593612493,5385.812920339073,6210.185613661899
"Autres activités de fabrication (y.c fabrication de meubles),  réparation et installation",1634.26730384142,1370.84142002646,1077.48224532494,1000.82123080716,1286.67901754067,1349.57743973999,1406.1102511484,1193.34249157093,1129.49750140233,1291.66848880716,1507.18169699514,1226.71631279534,1247.8656731506,1130.49992635786,1057.23376789481,1938.6345325967,1169.10916508163,1117.71622715574,1266.15562318681,2338.13498457581,1388.90480988594,1680.65290182986,1526.66271234205,1735.31267594213,1719.77794271035,1459.60141566614,1624.94011242923,1849.59572919427,1808.25863905924,1805.27313268332,1800.43077567932,1669.5866525781,1806.50050256419,1959.28633551383,1991.09240524698,2130.37805667499,1818.15235014046,2339.52920993587,2002.14352268615,2145.63921723749,2304.63010635517,2299.56370204966,2417.39769803849,2225.43509355666,2271.34406722735,2369.25082626108,2321.51026467048,2528.60944184108,2333.46295984048,2316.33341513987,2242.41498210539,2335.58894291424,2431.12526820715,2359.28425630561,2329.10199964476,2412.96327584246,2459.64504299559,2487.42455017968,2521.54438792236,2489.43291890236,2590.26205356896,2602.06371547467,2610.74947732468,2504.78745363166,2599.504431923,2625.859191191,2686.227564088,2614.408743038,2803.44657044,2956.618406376,2985.11288183,2916.822103714,2948.700985239,2631.569338928,2771.801576194,2869.794824701,2746.461998668,2925.073289452,2775.82509652,2802.697044726,3135.852623949,2597.944828311,2842.095873674,2805.374468442,2890.178807099,2993.246587175,2891.022660621,2775.208296772,2711.71376334,1879.789386144,2559.108111284,2489.290762912,2416.223171202,2370.207469348,2372.418502144,2743.837680403,2408.2290518660902,2591.438796075097,2585.655937328097,2570.6875844650963,2521.2864810319843,2739.426463849657,2782.2267220364674,2689.2783414831906,2571.06077911995,2597.4283831577336,2473.5057809599443,2616.827243192664,2329.7159022214432,2689.474663106605,2430.3160260962277,3058.1894387073503,2544.0497652258164
"Distribution d’électricité et de gaz- Distribution d’eau, réseau d’assainissement, traitement des déchets ",3324.812361428441,3322.948803240993,3144.7307224104934,3203.2544093947627,3277.7616242652853,3253.6735224488903,3166.882167887194,3229.172306705338,3269.702243122398,3285.47591462437,3557.900897132185,3515.8628067332093,3540.167675536483,3747.684489947523,3604.3942969863847,3738.866284067989,3746.9654458017194,3682.2314944693067,3710.1805242968217,3784.7029930673107,3830.8126900719394,3947.77597508927,4138.8608804505775,4154.008798966464,4178.1043246208155,4189.337961951862,4338.748911426797,4140.083785385855,4421.191126247898,4555.445460974585,4449.482024841341,4502.334483569212,4683.84958949652,4923.316472861255,4713.8234286290635,4966.3105927885545,4650.667205435449,4710.7205978072425,5054.37299070555,5182.220962218466,5268.042300881514,5229.103156428388,5217.410909986375,5275.103873320127,4806.277750677951,4562.778552929965,4555.022436643818,4580.184311193106,5520.107900100482,5371.189643140801,5411.728014847886,5415.311128105838,5673.843720191267,5774.87840438612,5758.669343460234,6151.95735178496,5576.292942300291,5568.485349833834,5614.387388065232,5462.285628063881,5747.141892599607,5985.799839009852,6192.333592373112,6239.348603839242,5957.51277671845,6158.67017088444,6116.96901985236,6064.84806121474,6335.82498339298,6374.62250269619,6440.93697659109,6411.61565347973,6412.55980155582,6303.36275050162,6768.18086050819,6529.08210646155,6482.49520712761,6648.58251983437,6680.72027591173,6944.96537297858,7101.8251683109,6987.96507760337,7281.86973151739,7750.57646260325,8502.27601501026,8397.52406940092,8270.64412829791,8218.95407237889,8396.34097181389,7620.02910841876,8543.685113484846,8407.873731895217,8592.806933268932,8813.030157030267,8954.03958751943,9078.620946795301,8519.289299766648,8596.505291050922,8555.289123270408,8295.497474794634,7339.845404017333,7694.734127366944,7710.706308542462,7630.339876294045,7857.695152867197,7493.837094171773,8286.778660287455,8382.815522662813,7862.350637799404,7776.784433958923,8362.759980875053,8204.049757660667,7595.030716114224
Construction ,6752.486035451314,6716.849236163215,6662.368002517268,6559.671399971823,6574.820200689523,6634.796873835776,6801.956927195862,7055.275584315131,7187.330309520992,7211.43854519884,7320.873240708333,7483.9915398680805,7911.341412941631,7901.451862647627,7803.660683737883,7955.23411805494,7866.7282221422565,8025.412515053543,8138.497873220206,8046.408627350416,8224.444222936392,8571.81295192234,8882.352849562978,8936.031987936383,9178.96320134355,9286.439408193371,9299.46202465087,9555.227045786065,9591.233508592164,9789.986781523485,10030.052176489728,10230.108626480456,10252.619350544279,10372.767360262938,10747.124275827753,11109.244893262327,11263.066755525615,11428.33162114281,11686.878583095706,11999.563189223736,11953.184899882779,12112.612666728168,12273.31103005714,12344.025661927913,12496.78592656651,12712.419044923254,12809.572027740174,12894.0193933147,12883.779272276626,13007.864978046395,13036.89995014436,13192.689378856818,13547.604760236947,13574.87543944116,13715.406884442786,13856.626830572828,13988.060354036668,13979.98342685003,13977.136376929473,14090.75206536858,14002.409145416068,14109.45731077261,14378.556947537492,14428.501433479103,14618.7456267245,14684.2717521929,14675.2431573198,14427.7393576226,14351.318438883,14655.5614404457,14825.4352633574,15308.6855721937,15599.0398958996,15520.8941901114,15433.8226098398,15352.7943447139,15556.8737475573,15570.412308378,15852.2067791542,15728.3734469645,16147.0987339888,16266.3575564031,15955.9560185016,15140.9954504216,15395.295932,16155.413285821,16360.0501158115,15919.4178139363,15922.779111482,14367.616752216,14888.551412537,16010.423754174,15931.497640291,15891.651198795,16062.726663203,16187.243151609,15758.11385116189,15698.12299087189,15219.306443818894,15009.484792908896,15411.312808719644,15450.272554575738,15488.795666044605,15564.259081235765,15948.37299326432,16159.433067561198,16708.28944523428,16806.835473292977,17085.265441848896,17383.891654813433,17788.862213390894,17782.163311051358,17341.54442347663
Commerce de gros et de détail; réparation de véhicules automobiles et de motocycles,16396.54293498043,16867.94956508363,17127.691169633705,17451.760128195132,17170.380315305454,17592.311178099022,17564.945812416812,17592.248075898402,17614.31470969641,17785.29282377048,17821.901791311262,17856.23662677685,18276.459068458997,18378.031654174098,18317.001768750426,18560.5694091584,18739.921926220242,19022.516422433222,19102.267844709047,19209.552488584995,19573.256004084065,19273.898355817855,19452.19891832688,19650.357109311204,20143.518416348958,20427.512564144556,20345.447863599307,20917.331265989083,20954.200889441563,21211.824695597876,21373.24987543242,21581.16025517395,21662.913212889714,22127.261100204392,22112.34807291412,22155.07648502211,22393.409041750507,22436.294940285396,23203.51300523743,23828.727086971594,25486.754117892488,25571.06885261557,26307.181731116216,24785.198105309428,24652.789068272356,24827.419956111262,25640.763607828718,25735.114847808472,23692.97750704192,24032.563032357753,24741.787898113944,25058.89092094442,25530.903535513593,25896.500199541784,26233.978700125368,27034.42773706388,27155.653398517527,27485.763749166683,26983.241862617542,27378.35848110037,26833.616438082918,26677.6234171075,26671.58429075188,26612.802043143423,27422.2144506125,27684.4546129383,27366.3372991337,26044.9931084552,26878.6816680343,27310.5465855877,27258.3093701025,27459.4623103553,27028.85688093,27392.2195896086,28134.9089485336,29020.2503245417,29287.8421881544,29185.6553454723,28862.2709939199,29329.2109977165,28661.021866244,28911.465487569,29191.132172463,29679.257022023,29096.45289951,30101.340684299,29940.440363345,29730.026320808,29229.983054611,25141.61764451,28012.453185348,28579.692536939,29371.001857996,29662.53203988,30259.34741531,30741.34108828,29689.825964286,29906.527123797,29695.542140915,30024.748342808,30511.256522314747,30709.23938122723,30782.250261230703,31043.258130634837,31621.844367309805,31631.011498953525,32123.31618272829,32307.415655059925,33121.23602830945,33162.60277683836,33291.633115925404,33449.984026369246,34479.20670547014
Transports et entreposage,3675.0074666428145,3681.604774003116,3786.088043860118,3911.5940900550613,3938.4219071194534,4081.711971366449,4090.2548477481077,4229.934236398031,4344.540616548378,4401.328340479398,4452.929464904271,4467.3523017105745,4588.194415185768,4525.005853394591,4522.800414379727,4437.662266360032,4527.718070556715,4586.114905968882,4545.762016005398,4576.38514823657,4481.518974762793,4511.157356926365,4629.337717337818,4792.827687844647,4946.4723941723905,5093.079829601374,5253.591917381918,5372.251961787154,5528.678927085281,5616.56214912502,5658.213034283757,5721.4858591919365,6287.12992988787,6462.3171728534435,6535.576749626244,6631.437695781327,6503.807193184152,6646.686400340219,6760.411216625751,6859.719779373579,7164.152077711112,6719.99712291355,6844.235092483745,6479.985396552519,6615.385432897186,6852.128652627387,6930.004711749164,7535.361277989108,7097.205950707068,7241.244122773086,7342.049083268554,7492.323756108183,7673.267475555652,7761.854696823416,7860.186949278987,7955.007092859423,8153.927163046227,8074.746180305102,8047.52415288324,8113.9196628738,8102.982619868168,8133.215416476931,8238.401089443449,8213.735927174217,8285.368255367,8520.82642892,8492.83599429,8539.969321423,8777.78996569,8990.027296737,8986.447735966,9109.735001607,9089.324626559,8816.959836846,9182.217965095,9174.792164887,9223.129167485,9141.819479123,9171.408680502,9196.224791653,9125.499513277,9479.998609806,8961.806608512,8983.976042802,9508.318734056,10516.141922844,9458.817672113,9096.426739987,8982.528851937,5442.218636921,6172.782724902,6977.689289813,7381.050991053,7386.476535186,7946.896827872,7756.054316395,7614.384626827774,7871.444404751765,8108.563632641759,8066.67766407576,8346.630001193436,8436.032929780975,8460.880960001474,8582.807191404589,8976.59234664306,9188.5459358536,9182.128990193482,9348.28660707157,9348.144730100941,9596.473856931216,9516.216730872622,9763.306257393006,9796.855677145786
Activités d’hébergement et de restauration,5217.204216874784,5266.516902400019,5344.174630734542,5534.1866016092235,5476.466652925839,5633.7688556429885,5784.071919579211,5799.716911432952,5913.042303365229,5968.317944450579,5887.782520971511,5878.708026618451,6210.298407016877,5781.534957638326,5597.981533823132,5977.33539333237,5806.178536595582,5925.843760182795,5951.384407464115,5928.623899169207,5607.083550093319,5835.843305872497,6054.155846820303,6015.097892787912,6375.825102059284,6178.4392343119935,6446.3073569543985,6633.775262982392,6826.693603685346,6770.6145238715335,7066.25494352057,6957.852484291676,7026.164277013461,7517.832429860288,7140.688652733036,7406.974485911579,7485.300064842689,7463.4678262167245,7475.309613236637,7506.723030235176,7559.587598468297,7510.164496535469,7571.653151029942,7636.306014122359,7479.58693042051,7564.02819773302,7583.882104997515,7760.851217967841,7961.319082232061,8176.074043109161,8265.444685263681,8337.222901539277,8301.536111754936,7888.971445597411,8150.857148014293,8051.728719869825,8129.9334132205195,8238.263368804157,8435.447769981361,8434.663777949014,8519.950063841205,8701.76133210197,8734.454148350493,8845.572982126581,8902.150089408,9432.871305259,8529.066359891,8690.912243921,8802.675893539,8937.510687879,8591.363489265,8743.450162666,8801.936797803,8728.895642136,9232.123670417,9414.834346864,9680.244226671,9953.275818305,10056.284466493,10247.309488555,10504.973762561,10662.190262944,10450.639384705,10801.957369475,10918.381199449,11367.250225715,10610.676562327,11039.386769552,7941.509534898,3370.510659915,3927.028649508,4725.014346694,5266.997388905,5441.127505991,5961.026716232,6369.322746047,7565.22212084602,9108.826222008023,10824.09245605403,11206.49612114503,11606.454811437534,11942.502879330274,12100.762647056561,12155.880471623708,11848.345881033323,12916.472329712391,13438.152350496362,13608.699672179324,12878.001618807622,14141.33204882388,14297.071334621567,14130.646645986162,13921.11974993104
Information et communication,1039.9252045603275,1110.3880304977808,1210.7828748267257,1317.8775164715762,1323.1916456844358,1446.5078575992172,1602.301199843129,1763.5470494357962,1800.5778371833223,2015.5541767807667,2205.8981698307794,2394.9095843738883,2598.971229544752,2758.0952448444195,2876.2019527757875,2955.2009522795247,2884.0799620645785,2913.953398145581,2975.0559905808545,3057.2054753569164,3127.310109842682,3239.151955129462,3340.604721128778,3432.855753565379,3508.3873271768343,3580.2116681209345,3642.677900576053,3695.0952457461276,3715.3952270935442,3769.660576288743,3836.040349608274,3914.240103005195,3968.5576770108783,4059.9366072354987,4153.009723011902,4246.655012831113,4254.730652463112,4442.958367215207,4659.15652118209,4716.402188398231,4808.719779049835,4765.768197365184,4697.30803672547,4897.58270865247,5181.472253158526,5083.804809697338,5038.873275029048,4989.256402697336,5055.785568263632,5094.679985778457,5447.378258152914,5583.705269193684,6099.422677371281,6016.428815134964,5579.67566730916,5337.828584115511,6950.388255839057,7101.433740257156,7340.177486400183,7457.50320093439,7270.499540196633,7321.670452805792,7438.189943013932,7581.517663023562,7446.251266482,7585.811662865,7826.83532436,8135.101746294,8168.075420001,7996.828614409,7795.12807123,7703.96789436,8051.481556035,8316.875451371,8448.537818088,8550.088643672,7932.919400136,8145.89723992,8269.200074923,8349.472390299,8263.355173275,8472.737012536,8546.937264336,8561.759497472,8569.040174867,8619.987957166,8702.966930989,8799.863488452,9177.009586411,8985.879498896,8967.502445661,9344.408069296,8855.902329225,8872.423981261,8956.438598422,9245.035852338,9300.356071761928,9315.401808788927,9421.080235865928,9250.260942038927,9774.190797837899,9880.402926216368,9833.69620206029,9824.850099719422,10091.680523002862,10104.42229131772,10041.038169949452,10214.278757889753,9919.169291564553,10132.363469851474,9970.571841125426,10212.545598006276,10117.552677395845
 Activités financières et d’assurances,4964.082269543239,4831.620415542435,4750.51056428483,4710.268988385851,4706.889440925142,4701.532642849912,4714.022071454691,4780.702120947492,4818.659264996941,4877.0458032360875,4931.349095805223,4996.40350405744,5095.150739623482,5105.439713048977,5071.1570965264145,5074.787451794701,5039.341605406962,4996.759713100456,5165.892953385932,5155.453399092159,5304.034930508358,5347.65502821268,5375.651454072657,5461.955859393192,5489.56513785427,5541.982975618433,5635.780972167965,5746.393238097836,5980.984572755366,6250.271760248584,6517.466323588376,6428.160634540787,6377.556492246102,6518.061765622414,6759.258389893511,7070.044051210081,7674.879413334231,7937.854751194888,8197.307157047566,8429.968715834706,8247.498583669449,8228.657526933534,8303.645919920402,8518.955136093608,8318.071038433303,8438.412970327436,8661.395736148697,8810.06237673594,9292.883600799929,9507.940800074084,9791.202620629154,9674.023685057215,9929.258282130579,10300.846805119878,10501.444355917913,10695.668659758325,10628.53110422899,10817.841750771058,10854.516913454734,10877.545863090252,10608.153806620876,10776.9471641131,10918.841945298644,11006.936540915362,10934.819771981,11042.399639605,11163.077633821,11254.702954593,11283.695724701,11280.486193141,11343.279328949,11591.546921453,11727.473865286,11883.861410529,12376.63809151,12251.362026559,12319.319389801,12613.741068399,12594.535099243,12548.775267228,12712.697823719,12657.4504614,12750.910430699,12892.503504537,13305.569118253,13311.426536095,13486.395279037,13598.190390162,13312.755917973,13464.215009691,13555.93672268,13711.967330349,13610.987534877,13999.68834118,14081.913366936,14318.233362217,14923.83444828,15400.021761851,15589.379934204,15717.635284899,15998.442421998998,16227.739460391258,16454.224771515535,16795.17096792679,17380.01030304691,17498.151362985733,18045.465117722342,18491.285443948353,18385.040620923988,18371.36161411987,19088.976555706053,19523.946948721572,19782.303708114214
