,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventes de ciment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Cumul),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
En 1000 tonnes,1995,,,,,,,,,,,,1996,,,,,,,,,,,,1997,,,,,,,,,,,,1998,,,,,,,,,,,,1999,,,,,,,,,,,,2000,,,,,,,,,,,,2001,,,,,,,,,,,,2002,,,,,,,,,,,,2003,,,,,,,,,,,,2004,,,,,,,,,,,,2005,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,2017,,,,,,,,,,,,2018,,,,,,,,,,,,2019,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,2007-01-01 00:00:00,2007-02-01 00:00:00,2007-03-01 00:00:00,2007-04-01 00:00:00,2007-05-01 00:00:00,2007-06-01 00:00:00,2007-07-01 00:00:00,2007-08-01 00:00:00,2007-09-01 00:00:00,2007-10-01 00:00:00,2007-11-01 00:00:00,2007-12-01 00:00:00,2008-01-01 00:00:00,2008-02-01 00:00:00,2008-03-01 00:00:00,2008-04-01 00:00:00,2008-05-01 00:00:00,2008-06-01 00:00:00,2008-07-01 00:00:00,2008-08-01 00:00:00,2008-09-01 00:00:00,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-01 00:00:00,2009-12-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai,Juin,Juillet,Août,Septembre,Octobre,Novembre,Décembre,Janvier,Février,Mars,Avril,Mai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAFARGE CIMENTS,,,,,,,,,,,,,,,,,,,,,,,,2674.174,178.779,362.784,630.845,825.688,1117.355,1392.819,1650.426,1923.795,2207.02,2524.507,2754.775,,183.215,378.97900000000004,646.934,835.472,1093.335,1370.0120000000002,1619.89,1893.42,2174.515,2488.894,2752.883,2978.4379999999996,155.319,376.876,568.438,813.794,1087.606,1331.097,1607.004,1916.5,2216.167,2491.995,2757.936,3002.622,206.437,480.75,687.405,929.378,1208.66,1468.268,1765.703,2065.194,2354.684,2643.108,2900.456,3089.587,259.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIOR,,,,,,,,,,,,,,,,,,,,,,,,1436.984,111.849,208.752,348.398,450.337,592.067,725.444,861.0229999999999,997.4939999999999,1141.731,1301.753,1428.242,,89.132,201.87900000000002,343.805,437.574,567.614,698.234,830.187,965.484,1113.873,1278.158,1426.395,1558.199,87.101,215.5,333.6,476.639,623.488,735.492,871.077,1001.784,1146.696,1300.364,1446.125,1568.282,105.005,244.762,339.586,469.552,635.643,776.57,918.213,1068.914,1222.738,1379.226,1543.963,1650.406,133.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIMAR,,,,,,,,,,,,,,,,,,,,,,,,1120.213,81.406,158.77100000000002,267.475,342.813,451.12699999999995,564.4599999999999,679.7489999999999,793.7459999999999,915.6760000000002,1040.678,1140.448,,81.086,165.524,274.98699999999997,349.68499999999995,457.2939999999999,570.4069999999999,680.621,784.759,892.289,1006.688,1114.01,1221.692,64.007,165.775,256.265,357.281,465.639,571.855,682.784,792.821,912.277,1022.898,1135.144,1244.755,85.889,332.015,468.478,636.433,835.886,1011.553,1197.545,1382.351,1562.15,1753.279,1941.148,2086.51,182.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMAR,,,,,,,,,,,,,,,,,,,,,,,,714.171,53.087,104.837,177.025,230.51600000000002,297.738,363.73900000000003,430.70300000000003,501.87800000000004,574.379,649.839,712.957,,51.159,102.89099999999999,171.403,224.915,288.54699999999997,353.02099999999996,419.057,491.168,564.262,641.341,709.068,769.22,45.725,106.213,164.69799999999998,235.29799999999997,303.234,360.981,431.972,507.544,579.584,646.319,713.429,780.348,56.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASMENT,,,,,,,,,,,,,,,,,,,,,,,,581.116,36.413,80.76599999999999,137.132,179.123,226.081,279.46999999999997,334.159,388.892,443.988,502.839,546.906,,41.779,90.811,149.28,186.814,238.88,291.649,346.085,399.59499999999997,454.729,514.104,571.021,625.252,35.376,82.228,122.18599999999999,169.29999999999998,226.087,282.98199999999997,342.493,406.942,469.033,528.59,585.593,638.328,47.591,109.336,151.694,199.092,254.407,305.058,364.046,421.009,481.018,544.831,600.874,653.081,47.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,544,963,1439.4,1980.8000000000002,2382.2000000000003,2921.1000000000004,3492.6000000000004,4049.1000000000004,4654.953,5275.0380000000005,5831.316000000001,6362.652000000001,396.506,782.5219999999999,1300.163,1852.6570000000002,2349.206,2857.527,3428.596,4063.013,4710.892,5448.161,6070.393,6526.657999999999,461.534,915.91,1560.8750000000002,2028.4770000000003,2684.368,3325.932,3956.0599999999995,4605.804999999999,5282.794000000001,6019.616,6583.328,7183.328,446.371,940.0840000000001,1586.409,2034.46,2645.67,3283.3230000000003,3895.84,4534.426,5199.668,5929.185,6573.377,7152.801,387.528,946.592,1445.187,2052.312,2706.054,3282.407,3935.3300000000004,4625.591,5323.757,5990.165999999999,6638.227,7234.334999999999,501.63700000000006,1166.863,1647.163,2234.455,2934.5960000000005,3561.449,4245.5070000000005,5620.614,5620.59,6320.801,6986.441,7480.114,623.892,1247.834,1753.87,2458.089,3178.201,3835.611,4544.025,5284.894,5978.216,6776.254,7449.354,8057.665,659.375,1134.288,1773.348,2511.681,3256.473,3980.485,4786.299,5612.051,6389.955,7234.387,7857.107,8486.072,761.873,1212.972,1999.117,2860.557,3658.493,4446.7,5334.957,6170.221,7050.4,7932.8,8497.46,9277.4,790.4000000000001,1323.7,2210.767,3120.15,3894.998,4757.7,5620,6443.2,7340.7,8201.8,8874.8,9796.4,547.2,1257.5,2183.4,3062,3987.5,4917.5,5838.8,6789.7,7736.9,8593.6,9335.9,10288.699999999999,491.49099999999993,1322.2999999999997,2369.068,3330.4410000000003,4410.60535,5440.69335,6468.542000000001,7517.149000000001,8535.626349999999,9340.37235,10406.74135,11357.361350000003,812.2119999999999,1817.218,3006.423,4004.433,5288.739,6447.5869999999995,7580.829999999999,8749.283,9832.08,10782.139,11967.839,12787.072,1110.155,2296.616,3522.0890000000004,4849.501,6208.022999999999,7461.602,8767.734,9975.708,11008.47,12067.79,13280.103,14047.538999999999,1115.141,2212.92469,3436.88,4768.88,6159.539060000001,7528.756417999999,8849.836,10081.641,10989.916,12487,13596.057,14520,1078.492,2082.247,3364.8500699999995,4847.36607,6245.377,7613.072,8940,10061.374,11053.331,12499.155999999999,13357,14571.119999999999,1262.584,2321.584,3750.1553,5213.6042800000005,6675.54553,8158.8,9600,10660,12015.683601,13680.040810999997,14592.675323000001,16129.623249,1578.07048,2923.346,4565.726009999999,5979.4021999999995,7493.536960000001,8898.36114,10136.520816000004,10951.364275999998,12308.12612,13548.48928,14783.193,15871.055,1177.8721400000002,2385.11696,3617.2314899999997,4993.56,6408.455,7777.643,8948.245,9838.217,10654.914,12311.505,13577.6,14864.34,1026.694,2168.747,3502.238,4840.713,6192.458,7435.184,8223.286,9348.704,10654.914260000001,11679.092,12765.753,14059.947,1084.332,2221.248,3522.849,4906.21,6172.324,7337.136,8159.85,9479.14,10508.850655000002,11722.774,12978.542,14251.456,1215.815,2397.561,3731.611249,5077.503,6421.451,7460.994,8307.488,9676.372,10509.302,11825.528,13036.825,14151.096000000001,1166.184,2230.490508,3554.711089,4807.543,6049.835,6771.6814620000005,7975.782487,9203.715,10071.639,11391.669,12665.834,13791.222,1114.857,2184.783,3308.935,4542.074,5760.931,6576.772,7875.251,8756.662,9799.348,11006.835,12069.562,13285.536,1177.0105,2294.5262,3577.5362,4821.6772,5884.3782,6738.0022,8132.154,8891.173859999999,10045.2698,11400.0414,12438.29174,13627.42872,1182.198,2355.548,3266.542,3819.014,4342.862,5473.726,6547.406,7411.847,8653.221,9898.285,11000.288,12174.471,1037.006,2116.989,3394.21,4563.332,5446.117,6809.696,7708.125,8841.025,10236.567,11491.365,12719.348,13974.9,1128.552,2239.902,3428.119,4330.632,5276.338,6506.275,7136.754,8208.743,9383.426,10432.402,11544.414,12486.732,1060.582,2052.488,3247.793,3964.276,5153.388,6206.363,6987.317,8140.695,9186.49,10274.357,11388.535,12510.825,1130.187,2206.725,3235.186,4102.929,5529.868,6276.026,7465.13,8730.235,9818.381,11121.046,12399.791,13692.596,1285.613,2485.482,3382.017,4527.257,6053.931,6890.294,8288.352,9636.21,10860.134,12376.436,13717.796,14816.786,1044.293,2092.631,3011.806,4521.738,5733.374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source : Association Professionnelle des Cimentiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04707719996961912,-0.036667236594407626,0.05575019935292169,0.050230709411415164,0.08117451687627586,0.06155848627741434,0.021428342050963778,0.024515096463736397,0.032621563426994404,0.015361088506099518,0.025095730858828658,0.03572383886921182,0.030550382855649705,0.02573420598160281,0.004407352355820127,0.026594510012568184,-0.08692971436599306,-0.20794905142136022,-0.2619675601408489,-0.18763368762331367,-0.1948743223505114,-0.1663815018459216,-0.13857754223784025,-0.13173253914674377,-0.11561103164798414,-0.10662009318512145,-0.12281529828336712,-0.10127537201534409,0.039083532371541496,0.19489795009916167,0.254038696140932,0.2440695789303302,0.17727921561607762,0.19282346222203461,0.1829776449717393,0.16094505260254688,0.15627409027836348,0.14788560422871755,0.08827914206860887,0.058060292235812216,0.009990248098968646,-0.05099344075776224,-0.031174321080505663,-0.04455720196613777,-0.07412580880564346,-0.07151682073062782,-0.08334249167714136,-0.09215293396389379,-0.0923737600386434,-0.10648863319236634,-0.06022761910837937,-0.08367062487555266,-0.05260202460883068,-0.08459642841968562,-0.02330214629919458,-0.04609580750890474,-0.020939071179978952,-0.008289697947663988,-0.02098764353233029,-0.015149435384104293,-0.013502547639057338,0.0019294880357807465,0.06562906027068127,0.07514635895557009,-0.0038817129047324928,0.034975617237548606,0.07305485245822751,0.011224448199372183,0.06838290004589753,0.07241887824074,0.06878481335090991,0.08240797939958688,0.08879596892840036,0.09445987774587206,0.13752237461588224,0.126321585154471,0.04538564397842948,0.10342075137054518,0.09476953156928869,0.09787531154268647,0.11027564154944391,0.10377441157082234,0.10610231972053241,0.11288416575203453,0.10629251734968759,0.08210203528972881,-0.1877081205619422,-0.15805827602050637,-0.10946455916691133,-0.001219060459788146,-0.052950223581999856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05312788994462969,0.04447849664369308,0.1413136301852418,0.00891870259557126,-0.12756869755845035,0.04549165156978918,0.08979429008863438,-0.17189497294678635,0.10685377956546849,0.12197862171601015,-0.023031935765252975,-0.021902275521996528,0.006908346655742026,0.04996381703077368,-0.281608186997763,-0.5559395790013479,-0.5073695020261075,0.32581750993017233,-0.24125576382877234,0.18432656225870003,0.07561995400506305,-0.08098070335832974,0.06140393847595549,-0.0125754898312892,-0.12281529828336712,-0.07957301742872969,0.38571728698809427,1.1161651631213894,0.6851930330935692,0.2057851341982766,-0.1632246106847478,0.31055792124621573,0.1241914201521861,0.00781807200272433,0.11431910802420675,0.06929839726856879,0.08827914206860887,0.029043975692209845,-0.0696856691206924,-0.22804206917669845,0.07127556539814339,-0.09800825621397813,-0.29824282163643423,-0.053764674728572714,-0.15826037482211208,-0.1640287918852278,-0.09443941813526735,-0.24947991003160352,-0.06022761910837937,-0.10747649255410086,0.00596524035592827,-0.2061244547169958,0.2573802006120296,-0.14387891412324372,0.23866774309691507,0.07592235002192171,-0.10972151635803018,0.037076193426916815,0.0019469196852917037,0.19098986858986944,0.06562906027068127,0.08532260113357526,-0.13956688878570744,0.21111456936172956,0.20000386843291462,-0.2913810869203921,0.5226300140597271,0.09686936979897309,0.040496464412241195,0.19744876901312391,0.1477035087750791,0.15193399210542746,0.13752237461588224,0.11456074936509442,-0.12829126477909147,0.31979284188982215,0.06989366749384507,0.12089530635602652,0.1757239064034768,0.06541196185296871,0.12477921161314742,0.16399995394057565,0.04883143329480588,-0.14991754357195686,-0.1877081205619422,-0.12628816360479955,0.025253894159179557,0.31844039813454117,-0.20635591249730623
