Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,Trimestres,"Alimentation, boissons et tabacs",Energie et  lubrifiants,Produits bruts d'origine animale et végétale,Produits bruts d'origine minérale,Demi  produits,Produits finis d'équipement agricole,Produits finis d'équipement industriel,Produits finis de consommation,Exportation
,,المواد الغذائية والمشروبات والتبغ,الطاقة وزيوت التشحيم,الموادالخام من أصل حيواني ونباتي,الموادالخام من أصل معدني,انصاف المنتجات,مواد التجهيز الفلاحية,موادالتجهيز الصناعية,مواد الإستهلاك,الصادرات
,2013T1,99.5,68.8,103.3,87.9,90.6,83.9,101.3,101.6,95.4
,2013T2,99.2,106.5,102.9,83.6,91.5,94.5,102.9,101.9,97
,2013T3,100.6,101.6,101.7,78.5,84.9,96.2,104.2,99.9,94.2
,2013T4,99.1,97.4,101.8,71.1,71.3,92.6,104.5,104.1,90.8
,2014T1,100,112.1,104.9,77.9,80,83.9,104,106.6,95.1
,2014T2,99.2,104.3,102.1,79.8,81.5,90.5,102,107.9,95.1
,2014T3,102.6,104.2,103.8,75.4,87,83.1,99.9,105.5,96
,2014T4,104.2,90.5,106.3,81.5,90.3,78.6,99.5,103.7,96.6
,2015T1,105.7,60.4,109.1,91.9,96.4,85.5,94.4,102,97.6
,2015T2,105.4,84.2,109.1,95.1,97,85.1,101.6,103.2,100
,2015T3,105.6,106.7,107.6,93.6,95.5,77.7,100.8,104,100.2
,2015T4,105.2,104.4,109.3,86.6,90.8,81.7,97.5,105.1,97.8
,2016T1,105.6,26.3,117.3,78.2,88.5,123.4,96.5,104.4,94.3
,2016T2,110.1,73.4,113.6,105.3,84.4,91,98.4,105.1,98.8
,2016T3,114.3,79,115.8,73.9,78.7,99.3,96.7,102.9,93.8
,2016T4,108.3,78.3,115.3,71.4,78.7,104.7,99.2,100.5,93
,2017T1,112.4,82.2,126.5,77.3,79.1,133,96.2,100.2,93.9
,2017T2,109.7,109.2,128.5,77.5,80.7,157.2,102,100.8,95.3
,2017T3,110.1,108.1,130.4,76.2,78.3,156.5,101.6,101.6,94.7
,2017T4,112.9,118.1,128.5,75.7,79.4,103.7,101.1,102.2,95.7
,2018T1,115.5,139.1,139.1,85.1,82.6,162.1,104.1,103.9,99
,2018T2,114.1,144.3,134.3,78.4,87.3,156.9,104.7,103,99.3
,2018T3,116,142.8,129.9,70,92.8,203.4,107.2,101.9,100.5
,2018T4,113.6,143.8,131.2,76.7,94.1,181.4,103.1,100.1,99.5
,2019T1,114.1,136.3,131.6,78.8,89.6,180.5,104.1,100.3,98.8
,2019T2,111.8,138.8,129.6,76.5,88.3,152.7,99.8,99.5,96.9
,2019T3,112,139.6,136.6,76,81.8,168.7,101.5,100.4,95.9
,2019T4,114.5,142.8,146.4,77.7,76.2,154.2,105.4,98.2,95.5
,2020T1,114.9,136.7,139.1,71.3,75.7,153.7,103.9,99.9,95.1
,2020T2,113.6,121.7,151.3,64.2,78.8,144.6,100.8,102.6,95
,2020T3,111.2,113.3,149,71.8,75.9,173.3,106.3,99.6,94.9
,2020T4,111.4,100.9,140.1,73.6,77.4,172.3,102.6,100.1,94.6
,2021T1,115.4,108.1,154.3,73.6,86,175.1,98.6,99.9,97
,2021T2,108.4,131.6,162.3,83.5,107.6,162.4,99.7,99.5,102.8
,2021T3,108.9,157.9,154.1,91.4,125.4,161.3,102.2,104.5,110.8
,2021T4,112.2,151.2,163.5,102.9,140.6,161.1,100,112.4,117
,Source : Haut Commissariat au Plan,,,,,,,,,
