"Valeurs ajoutées en volume (prix chaînés, base 2014)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
"Fabrication de produits métallurgiques de base et d’ouvrages en métaux, sauf machines et matériel",3344.30133323329,3126.50952736329,2983.45966239282,2824.72939491058,3107.64208143687,2976.94639993628,2902.814356128,3038.59716184883,3006.6170420136,3115.71656696421,2874.46525299346,2984.606544744,2717.19489980707,3162.97068042335,3056.54498684348,2799.11252099539,2906.33631342853,2979.82653323498,2989.11921943837,2650.42922456035,2839.584277443,2960.302184763,2890.551518546,2636.45947322,2916.82371235,1924.644642973,2609.31159927,2721.797364928,2898.285132582,2830.653372637,2788.631659464,3329.605732739,2791.892260478016,2976.244515281017,2961.3713157680168,2890.8804187620162,2850.0610304507913,2711.7153130430183,2726.7857683756456,2845.3239842208795,2711.926233380022,2776.196641192848,2872.4677786496995,2923.4847415256004,2795.0767199325246,2952.3721950425015,2640.790828039142,3109.0070982157176,2677.6834976953583
"Fabrication d’ordinateurs, d’articles électroniques et optiques",256.523649811,252.898825571,256.082343973,256.495173395,253.237627514,254.309987536,252.020846464,254.431533866,257.006338563,255.052225766,255.221852587,247.674446389,245.00188582,254.912799787,256.025241392,256.029714928,265.585489095,271.115649671,277.707275544,276.380723265,292.692584679,282.8849933,286.431965828,279.094498203,280.685206845,278.300274287,264.194321754,242.785676581,354.889540044,392.720989083,365.963016465,289.2725905,365.4510453810639,382.976227785067,384.4586098620673,397.40327929606957,395.7335292696182,402.14600652944426,469.82974415874287,485.18554655322816,470.571229087235,477.031228361948,504.1561737628385,546.8032473775256,463.5575147410835,518.2811068608813,497.67440602385284,483.780111929796,493.22519568451287
Fabrication de matériel électrique ,946.213686767856,1060.30918770631,1066.24188197609,995.235265279728,1020.1864934194,1012.41872245317,1116.48568184466,1009.90913518275,1060.005844696,1033.143815231,1067.090633695,1000.746270448,1117.234713867,1069.590893313,1086.946011236,1108.644478475,1057.793493116,1137.363023583,1077.55625947,1165.240869578,1146.912212671,1127.507491621,1160.365318474,1245.848510827,1155.832943398,666.536754836,1101.231662679,1071.559720434,1216.607714659,1157.37713464,1317.070054339,1092.04494556,1199.061961973963,1444.5793150229554,1203.960041426963,1371.8487004719577,1384.8370776820746,1426.5690723331174,1331.301270434118,1357.9158996736587,1301.5183571260295,1297.9792849216685,1368.0725602902485,1493.2698391455456,1493.219339049594,1602.571767183345,1334.399742721812,1370.003868537227,1345.3906244836842
"Fabrication de machines et de matériel, n.c.a. ",701.704670532264,708.214132965097,711.373124136926,703.708070465711,686.789116775211,729.162311573868,740.681359952374,722.367214698545,772.990334339556,767.26483515284,768.244117499006,798.077851408597,832.066176113304,775.465489003743,758.105570199506,748.877787454165,851.106689634246,760.569775306732,759.439942819766,807.677320675955,785.929281374285,807.590329613054,805.698634742274,769.515807711056,766.9825749175718,417.5457610524672,758.4602011043344,777.9460867367374,737.4179630183235,742.5192246082983,757.7651577087029,697.1485200244923,780.0356564767909,730.0782666000414,709.9868939418287,757.8643317777114,754.3525145977381,707.6126234351536,713.9594008280551,759.7999695269662,750.0456007535677,666.7103789688001,880.4768496260301,846.3305822882174,806.4833168432513,459.6825842754773,893.2467473359088,876.6431687031198,804.0638668927215
Fabrication de matériel de transport,2455.35595418837,2306.53722054809,2593.68561419216,2237.42148117136,2354.32027480824,2600.95121154344,2845.13222045282,2723.59641718549,2808.30188838372,2836.48354013318,3264.26448112728,2944.47521112016,3090.37488738616,3160.519989205,3146.00346920152,3326.83193976857,3517.107155912,3470.356390391,3602.634253271,3651.520815733,4053.255712686,3991.57607618,3926.174745017,3848.845818402,3740.521200546,2055.708633104,3797.739050291,3448.861500985,4396.200698587,4355.959315586,4380.400213701,4416.363718257,4307.341582437079,4922.96384692209,5110.665262418093,5000.898335354091,5619.104689321951,4969.427600381696,5379.160711675653,6319.970175226674,5676.787057003731,5823.040059855619,5938.081940437943,6030.617777126674,5864.197935469216,6439.147074432683,5876.336593612493,5385.812920339073,6210.185613661899
"Autres activités de fabrication (y.c fabrication de meubles),  réparation et installation",2599.504431923,2625.859191191,2686.227564088,2614.408743038,2803.44657044,2956.618406376,2985.11288183,2916.822103714,2948.700985239,2631.569338928,2771.801576194,2869.794824701,2746.461998668,2925.073289452,2775.82509652,2802.697044726,3135.852623949,2597.944828311,2842.095873674,2805.374468442,2890.178807099,2993.246587175,2891.022660621,2775.208296772,2711.71376334,1879.789386144,2559.108111284,2489.290762912,2416.223171202,2370.207469348,2372.418502144,2743.837680403,2408.2290518660902,2591.438796075097,2585.655937328097,2570.6875844650963,2521.2864810319843,2739.426463849657,2782.2267220364674,2689.2783414831906,2571.06077911995,2597.4283831577336,2473.5057809599443,2616.827243192664,2329.7159022214432,2689.474663106605,2430.3160260962277,3058.1894387073503,2544.0497652258164
"Distribution d’électricité et de gaz- Distribution d’eau, réseau d’assainissement, traitement des déchets ",5957.51277671845,6158.67017088444,6116.96901985236,6064.84806121474,6335.82498339298,6374.62250269619,6440.93697659109,6411.61565347973,6412.55980155582,6303.36275050162,6768.18086050819,6529.08210646155,6482.49520712761,6648.58251983437,6680.72027591173,6944.96537297858,7101.8251683109,6987.96507760337,7281.86973151739,7750.57646260325,8502.27601501026,8397.52406940092,8270.64412829791,8218.95407237889,8396.34097181389,7620.02910841876,8543.685113484846,8407.873731895217,8592.806933268932,8813.030157030267,8954.03958751943,9078.620946795301,8519.289299766648,8596.505291050922,8555.289123270408,8295.497474794634,7339.845404017333,7694.734127366944,7710.706308542462,7630.339876294045,7857.695152867197,7493.837094171773,8286.778660287455,8382.815522662813,7862.350637799404,7776.784433958923,8362.759980875053,8204.049757660667,7595.030716114224
Construction ,14618.7456267245,14684.2717521929,14675.2431573198,14427.7393576226,14351.318438883,14655.5614404457,14825.4352633574,15308.6855721937,15599.0398958996,15520.8941901114,15433.8226098398,15352.7943447139,15556.8737475573,15570.412308378,15852.2067791542,15728.3734469645,16147.0987339888,16266.3575564031,15955.9560185016,15140.9954504216,15395.295932,16155.413285821,16360.0501158115,15919.4178139363,15922.779111482,14367.616752216,14888.551412537,16010.423754174,15931.497640291,15891.651198795,16062.726663203,16187.243151609,15758.11385116189,15698.12299087189,15219.306443818894,15009.484792908896,15411.312808719644,15450.272554575738,15488.795666044605,15564.259081235765,15948.37299326432,16159.433067561198,16708.28944523428,16806.835473292977,17085.265441848896,17383.891654813433,17788.862213390894,17782.163311051358,17341.54442347663
Secteur tertiaire,135961.21088616597,137853.5370486477,137489.2374568231,137042.01416128268,138824.3455037798,140053.82200291305,139989.54429632894,141202.28669704974,142256.32881809399,142937.16928100228,145796.85423157644,147318.4227051142,147733.1976888641,149087.3033530397,149576.56462953956,150886.6079420689,151526.892249315,153546.76328575105,153849.52640233623,155482.5525538371,157443.62485148324,161456.49221478027,159693.23737597704,159738.79082756338,154437.88203400123,138631.85342273017,145457.55027418665,149461.56576035768,151992.64740070366,153618.29400582935,156981.13487686083,159142.98178553573,161139.16024090492,165009.23212958645,168222.1417790631,169587.57915761718,171808.5286334978,174055.26113221122,175572.82544511565,177197.14773940804,180106.66765750997,183158.66813225395,186236.58771248677,188568.4688433431,188254.7482512677,191487.70195225015,193557.4937511286,196520.2709338939,196440.10729187354
Commerce de gros et de détail; réparation de véhicules automobiles et de motocycles,27422.2144506125,27684.4546129383,27366.3372991337,26044.9931084552,26878.6816680343,27310.5465855877,27258.3093701025,27459.4623103553,27028.85688093,27392.2195896086,28134.9089485336,29020.2503245417,29287.8421881544,29185.6553454723,28862.2709939199,29329.2109977165,28661.021866244,28911.465487569,29191.132172463,29679.257022023,29096.45289951,30101.340684299,29940.440363345,29730.026320808,29229.983054611,25141.61764451,28012.453185348,28579.692536939,29371.001857996,29662.53203988,30259.34741531,30741.34108828,29689.825964286,29906.527123797,29695.542140915,30024.748342808,30511.256522314747,30709.23938122723,30782.250261230703,31043.258130634837,31621.844367309805,31631.011498953525,32123.31618272829,32307.415655059925,33121.23602830945,33162.60277683836,33291.633115925404,33449.984026369246,34479.20670547014
Transports et entreposage,8285.368255367,8520.82642892,8492.83599429,8539.969321423,8777.78996569,8990.027296737,8986.447735966,9109.735001607,9089.324626559,8816.959836846,9182.217965095,9174.792164887,9223.129167485,9141.819479123,9171.408680502,9196.224791653,9125.499513277,9479.998609806,8961.806608512,8983.976042802,9508.318734056,10516.141922844,9458.817672113,9096.426739987,8982.528851937,5442.218636921,6172.782724902,6977.689289813,7381.050991053,7386.476535186,7946.896827872,7756.054316395,7614.384626827774,7871.444404751765,8108.563632641759,8066.67766407576,8346.630001193436,8436.032929780975,8460.880960001474,8582.807191404589,8976.59234664306,9188.5459358536,9182.128990193482,9348.28660707157,9348.144730100941,9596.473856931216,9516.216730872622,9763.306257393006,9796.855677145786
Activités d’hébergement et de restauration,8902.150089408,9432.871305259,8529.066359891,8690.912243921,8802.675893539,8937.510687879,8591.363489265,8743.450162666,8801.936797803,8728.895642136,9232.123670417,9414.834346864,9680.244226671,9953.275818305,10056.284466493,10247.309488555,10504.973762561,10662.190262944,10450.639384705,10801.957369475,10918.381199449,11367.250225715,10610.676562327,11039.386769552,7941.509534898,3370.510659915,3927.028649508,4725.014346694,5266.997388905,5441.127505991,5961.026716232,6369.322746047,7565.22212084602,9108.826222008023,10824.09245605403,11206.49612114503,11606.454811437534,11942.502879330274,12100.762647056561,12155.880471623708,11848.345881033323,12916.472329712391,13438.152350496362,13608.699672179324,12878.001618807622,14141.33204882388,14297.071334621567,14130.646645986162,13921.11974993104
Information et communication,7446.251266482,7585.811662865,7826.83532436,8135.101746294,8168.075420001,7996.828614409,7795.12807123,7703.96789436,8051.481556035,8316.875451371,8448.537818088,8550.088643672,7932.919400136,8145.89723992,8269.200074923,8349.472390299,8263.355173275,8472.737012536,8546.937264336,8561.759497472,8569.040174867,8619.987957166,8702.966930989,8799.863488452,9177.009586411,8985.879498896,8967.502445661,9344.408069296,8855.902329225,8872.423981261,8956.438598422,9245.035852338,9300.356071761928,9315.401808788927,9421.080235865928,9250.260942038927,9774.190797837899,9880.402926216368,9833.69620206029,9824.850099719422,10091.680523002862,10104.42229131772,10041.038169949452,10214.278757889753,9919.169291564553,10132.363469851474,9970.571841125426,10212.545598006276,10117.552677395845
Activités financières et d’assurances,10934.819771981,11042.399639605,11163.077633821,11254.702954593,11283.695724701,11280.486193141,11343.279328949,11591.546921453,11727.473865286,11883.861410529,12376.63809151,12251.362026559,12319.319389801,12613.741068399,12594.535099243,12548.775267228,12712.697823719,12657.4504614,12750.910430699,12892.503504537,13305.569118253,13311.426536095,13486.395279037,13598.190390162,13312.755917973,13464.215009691,13555.93672268,13711.967330349,13610.987534877,13999.68834118,14081.913366936,14318.233362217,14923.83444828,15400.021761851,15589.379934204,15717.635284899,15998.442421998998,16227.739460391258,16454.224771515535,16795.17096792679,17380.01030304691,17498.151362985733,18045.465117722342,18491.285443948353,18385.040620923988,18371.36161411987,19088.976555706053,19523.946948721572,19782.303708114214
Activités immobilières,18271.758931668,18208.421027135,18168.778647844,18137.041400014,18139.008925906,18187.695786034,18258.533512397,18338.762067063,18572.342706944,18692.0180236,18793.046543655,18864.769955909,18866.921741563,18967.734301451,19070.14408107,19172.834669419,19442.757759872,19581.313899795,19688.666142838,19773.464986393,19912.037236563,19993.407591055,20017.878872144,19996.397074417,19754.941575776,19785.535156203,19834.801475683,19884.495661719,20259.832158601,20379.524174387,20479.503919181,20475.717519575,20350.497492542,20370.51092535,20409.796736927,20468.307815843,20853.587098095133,20944.23200063151,20963.934036556082,21041.130840560556,21452.407885643246,21497.190693540906,21509.47900132622,21567.94028815088,22096.006005787603,22145.807095258548,22176.768281463177,22256.130064339002,22582.11813791493
Recherches et développement et services rendus aux entreprises,9295.884824085,9767.321900988,10107.972610296,10167.82074127,10451.580260596,10762.268251938,10888.177317482,11092.974042983,11458.16714315,11328.56407885,11537.317415827,11656.416926308,11731.107644367,12057.259800652,12150.222294655,12224.806389866,12405.776287583,12869.661760372,12916.5934303,12928.238456589,13376.985863152,14257.24979383,13991.086706061,13761.625151957,13110.474019622,10074.780533596,12066.68088669,12733.782102791,13039.012767296,12712.872749014,13265.924062849,13597.95385549,14248.954900625102,14404.860965664102,14725.830726964106,14907.393215682105,15181.09924951918,15423.079040842911,15731.525347490784,15919.904515139528,16053.495731369852,16268.901726151578,16686.54949881583,16956.183913867626,16697.811705151988,16970.723186820705,17172.520783114454,17536.245380413635,17031.767939255027
Administration publique et défense; sécurité sociale obligatoire,22259.183015,22438.901145,22625.609065,22819.306775,23019.994275,23227.671565,23442.338645,23663.995515,23906.2350296875,24136.4343378125,24368.1862940625,24601.4908984375,24832.6367415625,25070.5312059375,25311.4628821875,25555.4317703125,25692.5513140625,25986.5492484375,26327.5390171875,26715.5206203125,27309.2316164062,27727.7018648437,28129.6689242187,28515.1327945312,28838.2881671875,29209.0677828125,29581.6663328125,29956.0838171875,30330.157040625,30709.077671875,31090.682515625,31474.971571875,32004.858062845386,32337.350253425277,32615.36136588756,32838.891400232234,32764.920591450125,32976.69638056341,33231.19900249944,33528.428457258204,34442.81603932356,34831.98973085742,35264.614931931625,35740.69164254619,35582.92442156413,35814.11148796024,36258.93497646876,37379.61054457409,36757.16092747574
"Education, santé humaine et activités d’action sociale",19208.3758947656,19235.1608421093,19264.8924736718,19297.5707894531,19333.1957894531,19371.7674736718,19413.2858421093,19457.7508947656,19507.8832703125,19557.1534359375,19608.2820303125,19661.2690534375,19626.8338982812,19719.2500217187,19849.2368167187,20016.7942832812,20378.5534885937,20558.5998714062,20713.5644989062,20843.4473710937,20923.246466875,21012.966636875,21087.60586,21147.1641362499,21062.5452332031,21143.5801086718,21261.1725302343,21415.3224978906,21592.6699823437,21825.2790539062,22099.7896832812,22416.2018704687,22933.8553621401,23270.33476587565,23584.97982836214,23877.790549599562,24010.614658254708,24315.01760590968,24652.84712122071,25024.10320418779,25450.79931361688,25889.287798892507,26361.231788886867,26866.63128360006,27193.768938054727,27532.050063254683,28033.940484517367,28787.654567162503,28906.976381152173
Autres services,3935.20438679687,3937.36848382812,3943.83204851562,3954.59508085937,3969.65758085937,3989.01954851562,4012.68098382812,4040.64188679687,4091.46271171875,4120.59836828125,4146.60931078125,4169.49553921875,4184.01807820312,4202.75046867187,4220.45373523437,4237.12787789062,4258.83863765625,4271.02823609375,4279.76241421875,4285.04117203125,4434.45029234375,4373.78389640625,4250.62776703125,4064.98190421875,3479.87679234375,3304.03926890625,3200.49981828125,3169.25844046875,3382.2505878125,3426.8311746875,3474.9356534375,3526.5640240625,3613.4454686777785,3659.429950402569,3696.2466513449053,3723.895571504787,3699.5581150385424,3725.9989120750934,3760.39936676949,3802.759479121732,3850.022522110071,3908.255715509295,3974.4422520062235,4048.5821316008564,3972.6495405716128,4032.7375186743106,4085.409182041085,4123.449442816844,4020.321335058472
Total valeur ajoutée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
