"Valeurs ajoutées en volume (prix chaînés, base 2014)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3,2022:4,2023:1,2023:2,2023:3,2023:4,2024:1,2024:2,2024:3,2024:4,2025:1,2025:2,2025:3,2025:4,2026:1
Secteur primaire,24629.343595728267,25775.073186563983,26258.09546978964,27019.487747918094,28374.326223246095,29263.93887042725,30171.097537914506,30409.637368412146,23718.067277590006,23786.158763521213,24236.609237822347,24480.057628639042,28183.67575780389,29020.36319819026,29030.701941402207,28755.3128283866,29441.62910279755,30462.54312120413,30177.082544572073,30051.158033504093,28505.002990538007,29048.092888350275,29193.429013703077,28672.269148397412,27165.167632899957,27095.42396292925,27090.441094389338,25838.157313244992,31801.504041564604,32020.224595741824,32134.37440504462,31639.815063477003,28403.341305593956,28112.99377204908,27926.154804871458,28063.65253279572,28898.723152081293,28576.21372313909,28865.320700025746,28101.04659015211,27471.525122489966,27026.65765100572,27494.22137913299,26611.698221397033,29578.911376942866,29079.199907011694,29133.80115830006,28550.009353795755,34686.25588736967
Agriculture,23637.28408623715,24515.296128151058,25100.137252604407,25743.282533007376,27121.255796720063,27996.663060772313,28933.906523004134,29081.174619503487,22292.74984239766,22460.07862731854,23003.61403577047,23114.17473867788,27027.62552814307,27884.621222019632,27840.332794286194,27681.46686704733,28627.801901868148,29545.139748047146,29318.93540475702,29112.023020874873,27213.90832335286,27957.52360068027,27851.756556860095,27700.23572370105,25741.21172816765,25990.804255307965,25118.562957840266,24875.608995579827,30325.076207891,30549.355842107,30482.890999042,30195.62852302,27140.977931176,26947.666549753,27007.811544201,26760.54292403,27715.821505504133,27377.76520923029,27274.325666854944,27060.19015891102,26088.12894478633,25915.36588421594,25626.49279961421,25515.16812786371,28208.793474839207,28075.61736315131,27683.115231990538,27642.05994678544,33405.69103407079
Pêche,992.0595094911176,1259.7770584129237,1157.9582171852333,1276.2052149107183,1253.0704265260283,1267.2758096549362,1237.1910149103667,1328.4627489086658,1399.7501812534008,1306.1100070026384,1216.8614387614136,1345.883244604155,1220.11775214004,1195.9523820388647,1221.3031555453426,1143.4242765360357,1015.5942994238419,1074.7248447886147,1020.1976500746945,1074.5662648765212,1268.5288772054785,1147.1680544566286,1276.980298783405,1068.3492966153312,1372.2841852256745,1143.075092159513,1792.5457345615987,1035.130701758801,1399.8061723915303,1526.2448246776285,1397.498504011326,1549.0011273753125,1204.2196206722888,1241.9655391952176,812.5033948009426,1391.1527737555136,1143.1496030908213,1274.2535145375332,1384.9582749683027,1168.7684967136533,1341.3576015278177,1184.4653394376135,1665.8424994100644,1215.8435747728404,1327.6392889189751,1084.313559843711,1249.0851475960637,1042.2143802046935,1302.4141424295146
Secteur secondaire,64638.326591169614,65391.99911197886,65379.24107956061,63098.4330601304,64492.079348563,65726.60506663888,66339.50822608496,66482.80775428392,66717.32557273227,66049.718177635,67485.74325481993,67773.02626001935,68331.72628097347,69662.01453530845,69311.48803844227,69795.3094670167,71166.4046104671,71071.39914071666,71813.88682228053,71769.65603313423,73280.12005997793,75447.12250109679,74699.1752462933,74020.33057827046,74126.26793100903,63467.62798821078,71725.61976415067,72565.9518636546,75731.18912664494,75210.99937713785,75891.40890666825,76985.89869000077,74553.62091033603,75791.12239125956,75022.43998169579,73692.1559434133,73349.40242339272,73464.72684066447,75337.08971914893,79660.04860967526,75377.24147032593,75479.54457615096,80235.04787290582,82306.48888944765,77587.36482893465,79872.618302941,82144.54273193993,84135.54689614258,76781.43526613795
Industrie d’extraction,5642.909601488839,5608.07571797026,5519.717682596153,5357.296997944738,5405.243970894564,5540.86489080674,5673.784299562062,5624.106838736627,5715.595901153598,5623.036014973934,5747.188368769521,5897.716153526966,6007.894552204682,6609.964850525968,6407.066926646685,6488.153512334361,6331.537956011365,6383.461646189152,6308.765938215959,6288.237961880923,6545.238751251218,6399.269875721545,6469.598041995781,6483.546784433795,6516.430715809521,6672.857863026431,6599.435852057409,6788.37452451919,7141.067610326355,7055.946956588638,7215.394493917115,7112.624213840826,6191.934200929651,5779.3558858483075,5541.04185781337,4461.17713220454,4917.44242738349,4917.520744867101,5291.670604941643,5929.1926280982825,5781.306510097139,5822.019603568657,5952.2424229850585,5918.6295375981235,6321.128001913265,6621.5496615598,6421.373199306819,5861.396909071797,6118.85190585204
Industrie de transformation,38419.15858623781,38940.981470931256,39067.31121979229,37248.54864334832,38399.69195539244,39155.55623269024,39399.351686574395,39138.39968987383,39011.783200741105,38623.8442332484,39515.46534886288,39979.65018987218,40362.64362386729,40969.59277253727,40502.72443281389,40616.62568707993,41578.612239022674,41419.72502187884,42246.504683941406,42354.32243869311,42577.28676379493,44180.006434682575,43413.28536298857,43115.6164999267,43045.67033396295,34759.914918369024,41474.34180577692,41119.69096681231,44025.82729223985,43041.646122219056,43557.64640033224,44248.57772668267,43836.73387365289,45014.82483376154,45242.05022958267,45072.5183759801,45420.6580443631,44654.80060262897,46093.93004046255,48752.65783915857,45624.10618780719,45264.6683562625,48514.88531580888,49324.14983625851,46072.48795917463,47227.43787679186,48708.68412240146,50346.68606627579,45476.22092904671
Fabrication de produits alimentaires et de boissons,9945.3819674674,10315.128251597,10235.7320088427,10094.7576985627,9971.31661848,10574.342314882,10510.630876914,10641.709573224,10329.216635044,10388.749346419,10638.621616024,10912.982732625,11372.787957822,11272.720752462,11201.958133995,10947.394114881,11209.051083516,11287.012335619,11639.614066141,11735.15130355,11274.363920645,11829.331302353,11805.494569446,11708.787131477,12018.460605925,11762.153407965,11337.589708181,11568.473631606,12126.643186206,12032.936926325,11943.293477547,12327.293496165,12199.829680466042,13011.563721037044,13136.757381320043,13198.031339088046,12958.884420669787,13145.46380225407,13457.94646006672,13135.736605515222,12988.596148694174,12171.586562521932,13951.556177613831,13228.005501397072,12656.206309378831,12727.62742303046,14411.829338020047,14181.020921850051,12225.89529485995
"Fabrication de textiles, d’articles d’habillement, de cuir et d’articles de cuir",5905.85246855903,6015.22659499158,5899.10884269148,5690.8123441879,5880.14277908136,5734.00144347135,5924.34643042775,5692.50927431952,5910.85401772057,5957.33134130613,5731.4430801531,6050.4576514242,5915.62028478558,5977.20170533066,5694.92361992056,6003.05929229575,5883.9612163074,5842.96220167778,6022.4208984979,6118.7198105176,5870.1435244452,6251.64753478902,5943.48500887844,6079.98572213429,5657.117948786642,3646.928185250776,5367.897238843581,4895.733665262328,5710.272840506798,5236.317224046336,5630.0444618577385,5267.107868482199,5991.245465637617,5883.140665444557,5903.803372542747,5962.822270481342,5999.433622663713,5902.9048204873,5694.221013776725,5792.733624228801,5661.196779920347,5701.450748969032,6096.192637104381,5736.387835932658,5819.873482774905,5403.161588651709,6091.232375256977,5749.447304959312,5600.60509013021
Fabrication d’articles en bois et en papier; imprimerie et reproduction de supports,1653.59504078112,1623.78529638077,1743.71268217128,1545.90689766682,1642.918815559,1694.078869918,1662.480191969,1673.522188574,1677.544062506,1708.711990489,1783.02687658,1805.879172845,1785.784662341,1731.399119712,1736.617997278,1729.534994267,1809.646290806,1839.254272233,1804.615530141,1781.770162636,1765.632945085,1855.429785882,1840.615534717,1794.307109365,1842.386242413,1466.944168348,1665.232132661,1768.128546971,1870.431868245,1694.321448449,1825.280532432,1868.258038632,1816.2534508241067,1809.5911446441062,1788.785081394105,1754.326299125103,1745.0633584536865,1804.8106855706576,1807.7345077945774,1766.6810317947466,1813.8488064544044,1809.1667928827494,1861.3731109611442,1901.7011761274443,1804.5146145966046,1877.9534032507463,1823.7651777962346,1892.4226475703413,1759.4017492316893
Cokéfaction et fabrication de produits pétroliers raffinés ,450.064187705451,403.930740590063,357.683239717305,311.321685087177,318.064016027523,262.112667864013,206.024348080745,149.799056677717,43.42268207562263,43.42268207562263,43.42268207562263,43.42268207562263,43.0986318558674,43.0986318558674,43.0986318558674,43.0986318558674,43.4155330912149,43.4155330912149,43.4155330912149,43.4155330912149,43.4155330912149,43.4155330912149,43.4155330912149,43.4155330912149,43.41553225383091,43.41553225383091,43.41553225383091,43.41553225383091,43.41553225383091,43.41553225383091,43.41553225383091,43.41553225383091,43.73476410863849,43.73476410863849,43.73476410863849,43.73476410863849,44.05097468775391,43.62936058226668,43.62936058226668,43.62936058226668,42.98502529534754,43.98467704640213,43.98467704640213,43.98467704640213,42.98502529534754,43.98467704640213,43.98467704640213,43.98467704640213,43
Fabrication de produits chimiques,4197.27179936,4307.636660799,4291.525691283,4034.565864818,4246.461856763,4138.782852684,4166.000927827,4163.754607727,4035.424331499,3772.123969301,4046.210528744,4212.169788108,4375.208334825,4547.347708718,4479.389934645,4482.463523767,4574.762231662,4733.746003972,4765.393646382,4822.441921668,4875.368692295,5036.010632303,4957.944606906,5058.865792273,5216.378191207,5282.896170726,5409.484294814,5450.970026587,5378.988033679,5306.435217841,5159.528292903,5212.047637425,5077.22235148,5050.198508616,5056.901077763,4774.730475232,4849.993517748971,4662.056625765973,4937.610038053971,5820.203811318966,5086.57592012989,5301.678148516403,5518.460360534129,5827.304511319159,5143.355436725227,5421.093137852358,5391.968900832555,5544.769908768857,5102.208593231426
Fabrication de produits pharmaceutiques de base et de préparations pharmaceutiques,1480.89390448561,1533.9850612798,1584.20739134413,1417.91369237044,1523.72487641983,1475.28246089312,1511.15080357405,1449.84180421298,1539.412818798,1586.834894054,1530.552689443,1481.187626846,1509.333413615,1559.308946702,1594.021613828,1627.25120822,1676.694818822,1623.191419808,1608.121100958,1645.77031844,1595.839647822,1741.852274428,1717.025042887,1694.466281703,1875.733577055,1572.943900847,1666.952516466,1830.609812875,1884.014091248,1864.277287293,1783.797606039,1819.683370496,2074.460967792962,1860.2287415049664,2153.927992411961,2096.288958279962,2095.2306440259713,2382.0035030279673,2415.3833478739666,2270.309353620969,2297.171674585334,2330.133224293817,2308.196094105678,2460.0886818112963,2549.0323431817064,2501.8257092339436,1932.0006993959676,3145.5487500234485,2663.738798624883
"Fabrication d’articles en caoutchouc et en matières plastiques, et autres produits minéraux non métalliques",4482.49549142342,4660.96077994826,4658.2711729834,4521.2723323949,4591.440828668,4746.548583559,4576.47076111,4701.539618643,4689.93746807,4610.775320872,4768.108689896,4637.746525782,4649.113344839,4554.531498697,4696.389406352,4742.613724084,4742.13696488,4888.322921112,4827.297637312,4815.685442854,5134.999765533,5299.565170227,5122.715251721,5108.812940431,4846.989168649,3752.849333447,4844.002806221,4791.753978529,4966.298430079,4956.4176556,5127.40420605,5173.6213112,5016.52421861277,4777.504032548781,4681.767951520786,4809.74076489278,4937.346206648096,4899.195223562276,5215.306203548313,5016.937987881279,4941.405853748673,5143.48779482936,5312.284470438507,5368.731732304988,5084.630400928989,5401.108626153276,5818.5762368058695,5610.659984252869,4901.583706495545
