"Valeurs ajoutées en volume (prix chaînés, base 2014)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007:1,2007:2,2007:3,2007:4,2008:1,2008:2,2008:3,2008:4,2009:1,2009:2,2009:3,2009:4,2010:1,2010:2,2010:3,2010:4,2011:1,2011:2,2011:3,2011:4,2012:1,2012:2,2012:3,2012:4,2013:1,2013:2,2013:3,2013:4,2014:1,2014:2,2014:3,2014:4,2015:1,2015:2,2015:3,2015:4,2016:1,2016:2,2016:3,2016:4,2017:1,2017:2,2017:3,2017:4,2018:1,2018:2,2018:3,2018:4,2019:1,2019:2,2019:3,2019:4,2020:1,2020:2,2020:3,2020:4,2021:1,2021:2,2021:3,2021:4,2022:1,2022:2,2022:3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIB chainé,,,,84539.81174063704,91177.95491186711,97010.51299732795,102526.70383467556,106502.14663511592,108290.37529560449,113231.54450334137,118387.05180475539,125645.61190473527,131452.45378272043,135631.31049055327,140416.07077355363,145983.90314178713,155376.6575839453,164378.35207254504,171597.70492348287,179201.4231103205,183206.57600085696,187734.85556877658,194350.27955668993,201696.5593066054,211577.9163965789,222143.9836624002,232280.893093091,240918.2160968733,247391.93532975382,251718.20463095454,252005.57590203636,250338.28353301316,257136.76937158682,260836.86778148115,262459.4389627984,264529.92277977575,259091.3395270455,259633.73831850127,264822.3403842516,266861.7732674062,272236.27933108946,276159.53780244687,276690.9052012953,278451.0997066908,281092.834532557,284285.44339812244,285140.6668999153,286849.3884010519,288866.502649628,295765.91711968684,293318.829980846,292298.1139171804,285344.44696171326,253967.29080029772,271169.62871166196,275765.0756228645,290532.02403577865,290728.145901146,295351.3599367658,298215.9499772432,293747.5882028067,299339.90408855013,301394.4099914602
